2.988781068256246e-05   5.000000000000000000e-01
1.7299980167911593e-04 5.208333333333333703e-01
5.726803933721888000e-04 5.416666666666666297e-01
1.661783207708042182e-03 5.625000000000000000e-01
3.381513174765738393e-03 5.833333333333333703e-01
6.407815420865691121e-03 6.041666666666666297e-01
1.205040879089205527e-02 6.250000000000000000e-01
1.892955567962682772e-02 6.458333333333332593e-01
2.554105819039321698e-02 6.666666666666666297e-01
4.374302719189280403e-02 7.083333333333332593e-01
5.503975413309842440e-02 7.291666666666666297e-01
6.710769366542777836e-02 7.500000000000000000e-01
7.967413047897101142e-02 7.708333333333332593e-01
9.248498932025986385e-02 7.916666666666666297e-01
1.053506948034135804e-01 8.125000000000000000e-01
1.180970441313202585e-01 8.333333333333332593e-01
1.305816418338215656e-01 8.541666666666666297e-01
1.425791015097634118e-01 8.750000000000000000e-01
1.541767995054436624e-01 8.958333333333332593e-01
1.652739768954839539e-01 9.166666666666666297e-01
1.758471233807670508e-01 9.375000000000000000e-01
1.858910207343691390e-01 9.583333333333332593e-01
1.954127060423112017e-01 9.791666666666666297e-01
1.999965279856054379e-01 1.000000000000000000e+00
