
1.000000000000000082e-05 1.337225965125513198e+02 4.563789324043583125e-05
1.945887717576390180e-05 1.397772907884287577e+02 1.000183256822850721e-04
2.714417616594906645e-05 1.437544862506159689e+02 1.421008671031592243e-04
3.786479009414644802e-05 1.490843780377376220e+02 1.980314999543726488e-04
5.281951900505007483e-05 1.532449356120341974e+02 2.808702826243322619e-04
7.368062997280773788e-05 1.586508231043155206e+02 3.959977615162211585e-04
1.027808532802195412e-04 1.641712064603161991e+02 5.592089636038223349e-04
1.433742328873773919e-04 1.698809111199607287e+02 7.903197889634203588e-04
2.000000000000000367e-04 1.765667325738025681e+02 1.116492719069186968e-03
2.285714285714285669e-04 1.804922070717298652e+02 1.241109061904415193e-03
3.571428571428571425e-04 1.893730020197547503e+02 2.022136649985528407e-03
4.214285714285714575e-04 1.933516288847549731e+02 2.295924088409627244e-03
4.857142857142857182e-04 1.960012815911799180e+02 2.814600225279706783e-03
5.500000000000000331e-04 2.013153059906814804e+02 3.177051461029870277e-03
6.785714285714286630e-04 2.061538407603445080e+02 3.975294836893222133e-03
7.428571428571429779e-04 2.067231550813954470e+02 4.417913128107388288e-03
8.071428571428571844e-04 2.105015377457573607e+02 4.800546277412584377e-03
9.357142857142858143e-04 2.144885409876282267e+02 5.616942507446695543e-03
1.000000000000000021e-03 2.177698193594814029e+02 5.992683017430651057e-03
1.608521133455338269e-03 2.319106680054697165e+02 9.965095651648051694e-03
2.040046923550489777e-03 2.410194070824871631e+02 1.280871227526476919e-02
2.587340236772445873e-03 2.507221748389462164e+02 1.646947266266081747e-02
3.281458589771509525e-03 2.614294903471190992e+02 2.120209094099219718e-02
4.161791450287817204e-03 2.727388540512878308e+02 2.728892857316968235e-02
5.278295490206023899e-03 2.858323628349743899e+02 3.515417323121881876e-02
8.490249844618392647e-03 3.153311862079339107e+02 5.844610563742503456e-02
1.076797047638522291e-02 3.331064684733183867e+02 7.539899177338132974e-02
1.365674630338458567e-02 3.529788191002546114e+02 9.729177946289324641e-02
1.732050807568877651e-02 3.754719234297519392e+02 1.258557416226117054e-01
2.196716504323217509e-02 4.015407367348856269e+02 1.626101173947446521e-01
2.786040328192924964e-02 4.320290463461515174e+02 2.106907138656460565e-01
3.533464921414029847e-02 4.680412051028122846e+02 2.732614156321576671e-01
4.481404746557166030e-02 5.114744725653978890e+02 3.543259910501463938e-01
5.683653000417573237e-02 5.651526334825712183e+02 4.601170353007238423e-01
7.208434242404264392e-02 6.332467662881160777e+02 5.978736369897793557e-01
9.142275966398508147e-02 7.232237232252194872e+02 7.765185130665185342e-01
1.159491881803037944e-01 8.486761137135057425e+02 1.007842526623361934e+00
1.470554409983282629e-01 1.038049814218481970e+03 1.302412872218112749e+00
1.865067195950085577e-01 1.363853758055689013e+03 1.662656788716222023e+00
2.365417846354055664e-01 2.081152802671078007e+03 2.045764744672333268e+00
2.999999999999999334e-01 5.020521848202062756e+03 2.285558368037841959e+00
