1.000000000000000048e-04 8.945679584953253993e+01
1.084232539313427111e-04 9.098568031719878491e+01
1.274580620009388324e-04 9.372296897463337473e+01
1.381941782192460137e-04 9.483582380367609233e+01
1.498346247689853826e-04 9.599893643351744288e+01
1.624555756903515525e-04 9.731144858179719392e+01
2.245041477966264903e-04 1.017382929868107055e+02
2.434147022519332648e-04 1.027881808068293026e+02
2.639181407288353535e-04 1.039105722204829192e+02
3.102516621156697950e-04 1.061714383874707579e+02
3.647195057517276092e-04 1.083882923672911289e+02
3.954407558583332752e-04 1.095029759665547857e+02
4.648644137705542235e-04 1.119037430501081758e+02
5.464761029023991164e-04 1.143256207679964973e+02
5.925071727239732914e-04 1.155185763071622773e+02
6.965278500576535612e-04 1.181285440846579888e+02
7.551981595705317034e-04 1.194295478830242274e+02
8.877808989802903972e-04 1.221580877463500627e+02
9.625609384553573695e-04 1.235704605867598076e+02
1.043639890545367552e-03 1.250322231173653478e+02
1.131548328654790898e-03 1.265003977260444259e+02
1.226861517733246996e-03 1.280179830876478491e+02
1.330203178757843451e-03 1.295727908296284454e+02
1.442249570307408985e-03 1.311742201749520973e+02
1.563733913938099556e-03 1.328094683099165820e+02
1.838263351530689677e-03 1.362100444180335330e+02
1.993104941556930396e-03 1.380037880105927286e+02
2.160989231902410348e-03 1.398141269097662018e+02
2.343014842334522913e-03 1.417054981899995312e+02
2.754354995031786223e-03 1.456181081916997755e+02
2.986361310433935379e-03 1.476547666111048613e+02
3.237910106919159384e-03 1.497828964695977731e+02
3.510647497293566989e-03 1.519424753346687851e+02
3.806358250624931536e-03 1.541984608911976125e+02
4.126977471611683289e-03 1.565153650919340009e+02
4.474603263734837529e-03 1.589029554532585564e+02
5.260165504531592526e-03 1.639333304844384145e+02
5.703242602187182791e-03 1.665910084245550422e+02
6.183641208889926327e-03 1.693515448730069011e+02
6.704505010117874780e-03 1.721791890082323846e+02
9.265235602400572271e-03 1.846764956514364258e+02
1.089184221137545414e-02 1.916979414339990342e+02
1.180928973864078108e-02 1.954384518197697389e+02
1.505189183694726103e-02 2.076742856255364700e+02
1.631975090784437352e-02 2.121324429723613321e+02
1.769440496777471145e-02 2.168039165816160221e+02
2.445263753600170065e-02 2.379843515735380777e+02
2.651234528856994885e-02 2.440248051725549487e+02
2.874554745538056635e-02 2.504399652924172983e+02
3.116685791150189400e-02 2.571943973668817875e+02
3.379212149580847202e-02 2.643674954352707687e+02
3.663851769818825960e-02 2.720452867193873203e+02
3.972467308058656027e-02 2.801763345427731338e+02
4.307078316756009911e-02 2.889271530036682520e+02
4.669874460398169835e-02 2.982718767533571054e+02
5.063229844472427743e-02 3.083160844345674150e+02
5.489718551399868501e-02 3.191780738355150788e+02
5.952131485100307928e-02 3.309280804230700141e+02
6.453494634417705766e-02 3.436882494915190591e+02
6.997088874920279200e-02 3.576036889993588943e+02
7.586471438656544608e-02 3.728480849487640398e+02
8.225499192363373846e-02 3.896976199035446484e+02
8.918353876456683316e-02 4.083053710106441940e+02
9.669569469966375619e-02 4.291165776840540502e+02
1.048406186048923272e-01 4.524794909051551031e+02
1.136716101331728124e-01 4.789490372162034078e+02
1.232464585025358356e-01 5.092101707684411735e+02
1.336278206635913568e-01 5.442728715031496449e+02
1.448836313210048743e-01 5.853653650456312789e+02
1.570875474921235027e-01 6.344004097078684481e+02
1.703194305119036245e-01 6.939266420884241597e+02
1.846658686383378656e-01 7.680489153445860211e+02
2.002207436782648120e-01 8.632067202902557028e+02
2.170858453415078493e-01 9.900593881478046114e+02
2.353715373436249536e-01 1.168435265595948295e+03
2.551974796161836090e-01 1.438156719267321932e+03
2.766934113506412940e-01 1.891913015175924329e+03
2.999999999999999334e-01 2.796063424064148421e+03
