2.9887810682562460e-05   5.000000000000000000e-01                  
1.7299980167911593e-04   5.208333333333333703e-01
5.8442287160008240e-04   5.416666666666666297e-01
1.3954994052849381e-03   5.625000000000000000e-01
2.8272392570780395e-03   5.833333333333333703e-01
5.9961953619821050e-03   6.041666666666666297e-01
9.5818249900817700e-03   6.250000000000000000e-01
2.5268013821749120e-02   6.666666666666666297e-01
4.536384015200628506e-02 7.083333333333332593e-01
5.715681996532606668e-02 7.291666666666666297e-01
6.978750717466544740e-02 7.500000000000000000e-01
8.298980492322108327e-02 7.708333333333332593e-01
9.645022846944999173e-02 7.916666666666666297e-01
1.099976500401283613e-01 8.125000000000000000e-01
1.234099521537812411e-01 8.333333333333332593e-01
1.365734528800103542e-01 8.541666666666666297e-01
1.493572981062994687e-01 8.750000000000000000e-01
1.616912800510935944e-01 8.958333333333332593e-01
1.7352703381790127e-01   0.9166666666666666
1.8484865397175446e-01   0.9375000000000000
1.9564231949993252e-01   0.9583333333333333
1.9999592961012067e-01   0.9791666666666666
1.9999517852989654e-01   1.0000000000000000

