# S Veff_full V_HT
0.00000000e+00	0.00000000e+00	0.00000000e+00
7.00700701e-03	2.58005575e-07	2.74368413e-07
1.40140140e-02	1.03469154e-06	1.09150543e-06
2.10210210e-02	2.33370241e-06	2.44236764e-06
2.80280280e-02	4.15824476e-06	4.31779174e-06
3.50350350e-02	6.51112090e-06	6.70849723e-06
4.20420420e-02	9.39475373e-06	9.60509022e-06
4.90490490e-02	1.28112076e-05	1.29980681e-05
5.60560561e-02	1.67622071e-05	1.68778252e-05
6.30630631e-02	2.12260948e-05	2.12346588e-05
7.00700701e-02	2.59778895e-05	2.60587763e-05
7.70770771e-02	3.12388814e-05	3.13403027e-05
8.40840841e-02	3.70096018e-05	3.70692881e-05
9.10910911e-02	4.32005073e-05	4.32357158e-05
9.80980981e-02	4.97539553e-05	4.98295110e-05
1.05105105e-01	5.67996448e-05	5.68405483e-05
1.12112112e-01	6.42148659e-05	6.42586607e-05
1.19119119e-01	7.20172182e-05	7.20736472e-05
1.26126126e-01	8.02591884e-05	8.02752811e-05
1.33133133e-01	8.88010272e-05	8.88533175e-05
1.40140140e-01	9.77905694e-05	9.77975009e-05
1.47147147e-01	1.07051616e-04	1.07097572e-04
1.54154154e-01	1.16728585e-04	1.16743276e-04
1.61161161e-01	1.26687181e-04	1.26724366e-04
1.68168168e-01	1.37001466e-04	1.37030611e-04
1.75175175e-01	1.47635259e-04	1.47651804e-04
1.82182182e-01	1.58542817e-04	1.58577762e-04
1.89189189e-01	1.69779126e-04	1.69798336e-04
1.96196196e-01	1.81289921e-04	1.81303412e-04
2.03203203e-01	1.93054143e-04	1.93082918e-04
2.10210210e-01	2.05102012e-04	2.05126826e-04
2.17217217e-01	2.17416326e-04	2.17425157e-04
2.24224224e-01	2.29959918e-04	2.29967985e-04
2.31231231e-01	2.42726634e-04	2.42745438e-04
2.38238238e-01	2.55726011e-04	2.55747702e-04
2.45245245e-01	2.68945058e-04	2.68965026e-04
2.52252252e-01	2.82371729e-04	2.82387720e-04
2.59259259e-01	2.95994752e-04	2.96006161e-04
2.66266266e-01	3.09803499e-04	3.09810794e-04
2.73273273e-01	3.23787878e-04	3.23792132e-04
2.80280280e-01	3.37938254e-04	3.37940762e-04
2.87287287e-01	3.52245388e-04	3.52247341e-04
2.94294294e-01	3.66700384e-04	3.66702604e-04
3.01301301e-01	3.81294652e-04	3.81297360e-04
3.08308308e-01	3.96019871e-04	3.96022495e-04
3.15315315e-01	4.10867961e-04	4.10868975e-04
3.22322322e-01	4.25831060e-04	4.25827844e-04
3.29329329e-01	4.40901511e-04	4.40890228e-04
3.36336336e-01	4.56069261e-04	4.56047332e-04
3.43343343e-01	4.71305867e-04	4.71290445e-04
3.50350350e-01	4.86626247e-04	4.86610939e-04
3.57357357e-01	5.02023509e-04	5.02000270e-04
3.64364364e-01	5.17484454e-04	5.17449977e-04
3.71371371e-01	5.32981344e-04	5.32951685e-04
3.78378378e-01	5.48534030e-04	5.48497103e-04
3.85385385e-01	5.64125954e-04	5.64078029e-04
3.92392392e-01	5.79732763e-04	5.79686345e-04
3.99399399e-01	5.95375727e-04	5.95314019e-04
4.06406406e-01	6.11014610e-04	6.10953110e-04
4.13413413e-01	6.26669901e-04	6.26595761e-04
4.20420420e-01	6.42312852e-04	6.42234206e-04
4.27427427e-01	6.57953575e-04	6.57860764e-04
4.34434434e-01	6.73565465e-04	6.73467847e-04
4.41441441e-01	6.89166102e-04	6.89047951e-04
4.48448448e-01	7.04714387e-04	7.04593665e-04
4.55455455e-01	7.20234004e-04	7.20097667e-04
4.62462462e-01	7.35704929e-04	7.35552721e-04
4.69469469e-01	7.51113932e-04	7.50951686e-04
4.76476476e-01	7.66468122e-04	7.66287508e-04
4.83483483e-01	7.81756385e-04	7.81553223e-04
4.90490490e-01	7.96957740e-04	7.96741959e-04
4.97497497e-01	8.12081024e-04	8.11846933e-04
5.04504505e-01	8.27118220e-04	8.26861454e-04
5.11511512e-01	8.42061659e-04	8.41778920e-04
5.18518519e-01	8.56902492e-04	8.56592822e-04
5.25525526e-01	8.71629347e-04	8.71296740e-04
5.32532533e-01	8.86243056e-04	8.85884348e-04
5.39539540e-01	9.00736968e-04	9.00349407e-04
5.46546547e-01	9.15104669e-04	9.14685774e-04
5.53553554e-01	9.29339980e-04	9.28887394e-04
5.60560561e-01	9.43436939e-04	9.42948304e-04
5.67567568e-01	9.57389788e-04	9.56862635e-04
5.74574575e-01	9.71192964e-04	9.70624608e-04
5.81581582e-01	9.84841080e-04	9.84228533e-04
5.88588589e-01	9.98328932e-04	9.97668818e-04
5.95595596e-01	1.01165119e-03	1.01093996e-03
6.02602603e-01	1.02479633e-03	1.02403654e-03
6.09609610e-01	1.03776568e-03	1.03695324e-03
6.16616617e-01	1.05055468e-03	1.04968484e-03
6.23623624e-01	1.06315896e-03	1.06222620e-03
6.30630631e-01	1.07557306e-03	1.07457228e-03
6.37637638e-01	1.08778339e-03	1.08671812e-03
6.44644645e-01	1.09979597e-03	1.09865886e-03
6.51651652e-01	1.11160693e-03	1.11038974e-03
6.58658659e-01	1.12320069e-03	1.12190609e-03
6.65665666e-01	1.13458265e-03	1.13320332e-03
6.72672673e-01	1.14574844e-03	1.14427694e-03
6.79679680e-01	1.15668500e-03	1.15512255e-03
6.86686687e-01	1.16740156e-03	1.16573584e-03
6.93693694e-01	1.17787864e-03	1.17611262e-03
7.00700701e-01	1.18812816e-03	1.18624874e-03
7.07707708e-01	1.19813118e-03	1.19614019e-03
7.14714715e-01	1.20789859e-03	1.20578303e-03
