1.000000000000000048e-04 9.254324255232839391e+01
1.084232539313427111e-04 9.400473116537392571e+01
1.175560199306042156e-04 9.538958705175120656e+01
1.274580620009388324e-04 9.671160596960149292e+01
1.381941782192460137e-04 9.798267799164020175e+01
1.498346247689853826e-04 9.921402957780148313e+01
1.909763089369274545e-04 9.961452221202839041e+01
2.070627283873904053e-04 1.013346706420283283e+02
2.245041477966264903e-04 1.013306547923372563e+02
2.639181407288353535e-04 1.042998417778116789e+02
2.861486358933035745e-04 1.060603467352682969e+02
3.102516621156697950e-04 1.077093227017636252e+02
3.647195057517276092e-04 1.107498616752911857e+02
4.648644137705542235e-04 1.115575714925566615e+02
5.040211237788956664e-04 1.135270352820339070e+02
5.464761029023991164e-04 1.154413469455686680e+02
6.424155564439328362e-04 1.160745128329705551e+02
6.965278500576535612e-04 1.179951868288321748e+02
7.551981595705317034e-04 1.201139596802612886e+02
8.188104182359842590e-04 1.200818530047915829e+02
8.877808989802903972e-04 1.217469695051917000e+02
1.043639890545367552e-03 1.242074727392685531e+02
1.330203178757843451e-03 1.293490503585107945e+02
1.442249570307408985e-03 1.303228284010277207e+02
1.563733913938099556e-03 1.327493818972309043e+02
1.695451192319629569e-03 1.339199831006492900e+02
2.160989231902410348e-03 1.395707364508338628e+02
2.343014842334522913e-03 1.413286544806849747e+02
2.540372932153408658e-03 1.432324620462653115e+02
2.754354995031786223e-03 1.452725400130644857e+02
2.986361310433935379e-03 1.474436104406818515e+02
3.237910106919159384e-03 1.489924446344079740e+02
3.510647497293566989e-03 1.514354795347701952e+02
3.806358250624931536e-03 1.533697178286435872e+02
4.126977471611683289e-03 1.560756707285940479e+02
5.260165504531592526e-03 1.633894508434392208e+02
5.703242602187182791e-03 1.657216113241305493e+02
6.183641208889926327e-03 1.686853491926609365e+02
6.704505010117874780e-03 1.714190192238740735e+02
7.269242491959696482e-03 1.743594007482732593e+02
8.545432152652090996e-03 1.805223881943383617e+02
1.004566992452794218e-02 1.870000273931727577e+02
1.089184221137545414e-02 1.904827224630808189e+02
1.180928973864078108e-02 1.942203058881250399e+02
1.280401620081449143e-02 1.979975466004227087e+02
1.769440496777471145e-02 2.151161870123216886e+02
1.918484962985049155e-02 2.199183576450238888e+02
2.080083823051906075e-02 2.249390836992554341e+02
2.255294565452349229e-02 2.302128572925891490e+02
2.445263753600170065e-02 2.357738004625396115e+02
2.651234528856994885e-02 2.416563571143196043e+02
2.874554745538056635e-02 2.478962871035003843e+02
3.116685791150189400e-02 2.544323553385986258e+02
3.379212149580847202e-02 2.614163686470971015e+02
3.663851769818825960e-02 2.688045446375843994e+02
3.972467308058656027e-02 2.767414087873312951e+02
4.307078316756009911e-02 2.851273052044234646e+02
4.669874460398169835e-02 2.941213218063832073e+02
5.063229844472427743e-02 3.038028951627554193e+02
5.489718551399868501e-02 3.141985850652345107e+02
5.952131485100307928e-02 3.254208884685721159e+02
6.453494634417705766e-02 3.375962118311883273e+02
6.997088874920279200e-02 3.508173399538535477e+02
7.586471438656544608e-02 3.652621025388452267e+02
8.225499192363373846e-02 3.811383117276783423e+02
8.918353876456683316e-02 3.986062842561866546e+02
9.669569469966375619e-02 4.180634398354780501e+02
1.048406186048923272e-01 4.397629660849266884e+02
1.136716101331728124e-01 4.641899608722881112e+02
1.232464585025358356e-01 4.919242395022594110e+02
1.336278206635913568e-01 5.237705919599510480e+02
1.448836313210048743e-01 5.607349457723778414e+02
1.570875474921235027e-01 6.042609689851489065e+02
1.703194305119036245e-01 6.564041416089288532e+02
1.846658686383378656e-01 7.201651105582691343e+02
2.002207436782648120e-01 8.001496376070466567e+02
2.170858453415078493e-01 9.039280476212803705e+02
2.353715373436249536e-01 1.044577651474249478e+03
2.551974796161836090e-01 1.246861790934945247e+03
2.766934113506412940e-01 1.568206604749287635e+03
2.999999999999999334e-01 2.171846119726152665e+03
