# phi  Veff_T1e-05  Veff_T1e-03
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
1.7740000000e-03 -1.3211013467e-13 -3.5628702993e-14
1.7760000000e-03 -1.3270589241e-13 -3.5952442477e-14
1.7780000000e-03 -1.3330366279e-13 -3.6277525137e-14
1.7800000000e-03 -1.3390345036e-13 -3.6603953898e-14
1.7820000000e-03 -1.3450525963e-13 -3.6931731688e-14
1.7840000000e-03 -1.3510909515e-13 -3.7260861436e-14
1.7860000000e-03 -1.3571496146e-13 -3.7591346077e-14
1.7880000000e-03 -1.3632286312e-13 -3.7923188545e-14
1.7900000000e-03 -1.3693280466e-13 -3.8256391778e-14
1.7920000000e-03 -1.3754479066e-13 -3.8590958715e-14
1.7940000000e-03 -1.3815882567e-13 -3.8926892299e-14
1.7960000000e-03 -1.3877491427e-13 -3.9264195475e-14
1.7980000000e-03 -1.3939306102e-13 -3.9602871189e-14
1.8000000000e-03 -1.4001327050e-13 -3.9942922392e-14
1.8020000000e-03 -1.4063554731e-13 -4.0284352035e-14
1.8040000000e-03 -1.4125989602e-13 -4.0627163073e-14
1.8060000000e-03 -1.4188632123e-13 -4.0971358462e-14
1.8080000000e-03 -1.4251482754e-13 -4.1316941161e-14
1.8100000000e-03 -1.4314541956e-13 -4.1663914132e-14
1.8120000000e-03 -1.4377810189e-13 -4.2012280339e-14
1.8140000000e-03 -1.4441287915e-13 -4.2362042747e-14
1.8160000000e-03 -1.4504975595e-13 -4.2713204327e-14
1.8180000000e-03 -1.4568873693e-13 -4.3065768048e-14
1.8200000000e-03 -1.4632982670e-13 -4.3419736884e-14
1.8220000000e-03 -1.4697302991e-13 -4.3775113812e-14
1.8240000000e-03 -1.4761835120e-13 -4.4131901808e-14
1.8260000000e-03 -1.4826579521e-13 -4.4490103855e-14
1.8280000000e-03 -1.4891536658e-13 -4.4849722935e-14
1.8300000000e-03 -1.4956706998e-13 -4.5210762033e-14
1.8320000000e-03 -1.5022091006e-13 -4.5573224138e-14
1.8340000000e-03 -1.5087689150e-13 -4.5937112239e-14
1.8360000000e-03 -1.5153501895e-13 -4.6302429329e-14
1.8380000000e-03 -1.5219529710e-13 -4.6669178404e-14
1.8400000000e-03 -1.5285773062e-13 -4.7037362460e-14
1.8420000000e-03 -1.5352232420e-13 -4.7406984497e-14
1.8440000000e-03 -1.5418908253e-13 -4.7778047518e-14
1.8460000000e-03 -1.5485801031e-13 -4.8150554528e-14
1.8480000000e-03 -1.5552911224e-13 -4.8524508532e-14
1.8500000000e-03 -1.5620239302e-13 -4.8899912542e-14
1.8520000000e-03 -1.5687785737e-13 -4.9276769567e-14
1.8540000000e-03 -1.5755550999e-13 -4.9655082623e-14
1.8560000000e-03 -1.5823535562e-13 -5.0034854727e-14
1.8580000000e-03 -1.5891739897e-13 -5.0416088896e-14
1.8600000000e-03 -1.5960164478e-13 -5.0798788153e-14
1.8620000000e-03 -1.6028809779e-13 -5.1182955521e-14
1.8640000000e-03 -1.6097676273e-13 -5.1568594026e-14
1.8660000000e-03 -1.6166764435e-13 -5.1955706698e-14
1.8680000000e-03 -1.6236074741e-13 -5.2344296566e-14
1.8700000000e-03 -1.6305607665e-13 -5.2734366664e-14
1.8720000000e-03 -1.6375363685e-13 -5.3125920028e-14
1.8740000000e-03 -1.6445343277e-13 -5.3518959697e-14
1.8760000000e-03 -1.6515546918e-13 -5.3913488710e-14
1.8780000000e-03 -1.6585975086e-13 -5.4309510110e-14
1.8800000000e-03 -1.6656628259e-13 -5.4707026943e-14
1.8820000000e-03 -1.6727506916e-13 -5.5106042256e-14
1.8840000000e-03 -1.6798611535e-13 -5.5506559100e-14
1.8860000000e-03 -1.6869942597e-13 -5.5908580527e-14
1.8880000000e-03 -1.6941500582e-13 -5.6312109592e-14
1.8900000000e-03 -1.7013285971e-13 -5.6717149352e-14
1.8920000000e-03 -1.7085299245e-13 -5.7123702867e-14
1.8940000000e-03 -1.7157540885e-13 -5.7531773199e-14
1.8960000000e-03 -1.7230011375e-13 -5.7941363412e-14
1.8980000000e-03 -1.7302711196e-13 -5.8352476573e-14
1.9000000000e-03 -1.7375640832e-13 -5.8765115752e-14
1.9020000000e-03 -1.7448800767e-13 -5.9179284020e-14
1.9040000000e-03 -1.7522191485e-13 -5.9594984450e-14
1.9060000000e-03 -1.7595813472e-13 -6.0012220121e-14
1.9080000000e-03 -1.7669667211e-13 -6.0430994110e-14
1.9100000000e-03 -1.7743753190e-13 -6.0851309498e-14
1.9120000000e-03 -1.7818071894e-13 -6.1273169369e-14
1.9140000000e-03 -1.7892623811e-13 -6.1696576810e-14
1.9160000000e-03 -1.7967409427e-13 -6.2121534908e-14
1.9180000000e-03 -1.8042429231e-13 -6.2548046755e-14
1.9200000000e-03 -1.8117683711e-13 -6.2976115443e-14
1.9220000000e-03 -1.8193173356e-13 -6.3405744068e-14
1.9240000000e-03 -1.8268898655e-13 -6.3836935728e-14
1.9260000000e-03 -1.8344860099e-13 -6.4269693524e-14
1.9280000000e-03 -1.8421058176e-13 -6.4704020558e-14
1.9300000000e-03 -1.8497493380e-13 -6.5139919935e-14
1.9320000000e-03 -1.8574166200e-13 -6.5577394763e-14
1.9340000000e-03 -1.8651077130e-13 -6.6016448151e-14
1.9360000000e-03 -1.8728226660e-13 -6.6457083213e-14
1.9380000000e-03 -1.8805615285e-13 -6.6899303063e-14
1.9400000000e-03 -1.8883243498e-13 -6.7343110818e-14
1.9420000000e-03 -1.8961111793e-13 -6.7788509597e-14
1.9440000000e-03 -1.9039220663e-13 -6.8235502523e-14
1.9460000000e-03 -1.9117570605e-13 -6.8684092719e-14
1.9480000000e-03 -1.9196162114e-13 -6.9134283313e-14
1.9500000000e-03 -1.9274995686e-13 -6.9586077433e-14
1.9520000000e-03 -1.9354071817e-13 -7.0039478211e-14
1.9540000000e-03 -1.9433391004e-13 -7.0494488781e-14
1.9560000000e-03 -1.9512953745e-13 -7.0951112278e-14
1.9580000000e-03 -1.9592760537e-13 -7.1409351843e-14
1.9600000000e-03 -1.9672811881e-13 -7.1869210615e-14
1.9620000000e-03 -1.9753108274e-13 -7.2330691739e-14
1.9640000000e-03 -1.9833650216e-13 -7.2793798360e-14
1.9660000000e-03 -1.9914438207e-13 -7.3258533626e-14
1.9680000000e-03 -1.9995472748e-13 -7.3724900687e-14
1.9700000000e-03 -2.0076754339e-13 -7.4192902698e-14
1.9720000000e-03 -2.0158283483e-13 -7.4662542813e-14
1.9740000000e-03 -2.0240060682e-13 -7.5133824191e-14
1.9760000000e-03 -2.0322086438e-13 -7.5606749990e-14
1.9780000000e-03 -2.0404361255e-13 -7.6081323375e-14
1.9800000000e-03 -2.0486885635e-13 -7.6557547509e-14
1.9820000000e-03 -2.0569660083e-13 -7.7035425561e-14
1.9840000000e-03 -2.0652685105e-13 -7.7514960699e-14
1.9860000000e-03 -2.0735961204e-13 -7.7996156097e-14
1.9880000000e-03 -2.0819488887e-13 -7.8479014929e-14
1.9900000000e-03 -2.0903268660e-13 -7.8963540371e-14
1.9920000000e-03 -2.0987301029e-13 -7.9449735604e-14
1.9940000000e-03 -2.1071586502e-13 -7.9937603808e-14
1.9960000000e-03 -2.1156125586e-13 -8.0427148168e-14
1.9980000000e-03 -2.1240918790e-13 -8.0918371871e-14
2.0000000000e-03 -2.1325966623e-13 -8.1411278105e-14
