# phi  Veff_T1e-05  Veff_T1e-03
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
8.8600000000e-04 -8.2748395849e-15 1.4096490192e-14
8.8800000000e-04 -8.3495620480e-15 1.4117418143e-14
8.9000000000e-04 -8.4247894019e-15 1.4138041542e-14
8.9200000000e-04 -8.5005239158e-15 1.4158357648e-14
8.9400000000e-04 -8.5767678638e-15 1.4178363651e-14
8.9600000000e-04 -8.6535235252e-15 1.4198056656e-14
8.9800000000e-04 -8.7307931842e-15 1.4217433674e-14
9.0000000000e-04 -8.8085791304e-15 1.4236491604e-14
9.0200000000e-04 -8.8868836581e-15 1.4255227217e-14
9.0400000000e-04 -8.9657090671e-15 1.4273637123e-14
9.0600000000e-04 -9.0450576619e-15 1.4291717746e-14
9.0800000000e-04 -9.1249317524e-15 1.4309465273e-14
9.1000000000e-04 -9.2053336535e-15 1.4326875598e-14
9.1200000000e-04 -9.2862656849e-15 1.4343944229e-14
9.1400000000e-04 -9.3677301718e-15 1.4360666167e-14
9.1600000000e-04 -9.4497294444e-15 1.4377035702e-14
9.1800000000e-04 -9.5322658377e-15 1.4393046086e-14
9.2000000000e-04 -9.6153416921e-15 1.4408688930e-14
9.2200000000e-04 -9.6989593530e-15 1.4423952958e-14
9.2400000000e-04 -9.7831211709e-15 1.4438820738e-14
9.2600000000e-04 -9.8678295012e-15 1.4453253894e-14
9.2800000000e-04 -9.9530867046e-15 1.4467185300e-14
9.3000000000e-04 -1.0038895147e-14 1.4480786642e-14
9.3200000000e-04 -1.0125257199e-14 1.4494067768e-14
9.3400000000e-04 -1.0212175236e-14 1.4507026769e-14
9.3600000000e-04 -1.0299651640e-14 1.4519661726e-14
9.3800000000e-04 -1.0387688797e-14 1.4531970725e-14
9.4000000000e-04 -1.0476289097e-14 1.4543951843e-14
9.4200000000e-04 -1.0565454938e-14 1.4555603159e-14
9.4400000000e-04 -1.0655188720e-14 1.4566922748e-14
9.4600000000e-04 -1.0745492849e-14 1.4577908681e-14
9.4800000000e-04 -1.0836369738e-14 1.4588559029e-14
9.5000000000e-04 -1.0927821803e-14 1.4598871859e-14
9.5200000000e-04 -1.1019851465e-14 1.4608845236e-14
9.5400000000e-04 -1.1112461152e-14 1.4618477222e-14
9.5600000000e-04 -1.1205653295e-14 1.4627765878e-14
9.5800000000e-04 -1.1299430331e-14 1.4636709260e-14
9.6000000000e-04 -1.1393794702e-14 1.4645305423e-14
9.6200000000e-04 -1.1488748856e-14 1.4653552421e-14
9.6400000000e-04 -1.1584295244e-14 1.4661448303e-14
9.6600000000e-04 -1.1680436324e-14 1.4668991115e-14
9.6800000000e-04 -1.1777174558e-14 1.4676178904e-14
9.7000000000e-04 -1.1874512413e-14 1.4683009712e-14
9.7200000000e-04 -1.1972452363e-14 1.4689481578e-14
9.7400000000e-04 -1.2070996885e-14 1.4695592540e-14
9.7600000000e-04 -1.2170148461e-14 1.4701340633e-14
9.7800000000e-04 -1.2269909579e-14 1.4706723890e-14
9.8000000000e-04 -1.2370282733e-14 1.4711740340e-14
9.8200000000e-04 -1.2471270420e-14 1.4716388010e-14
9.8400000000e-04 -1.2572875144e-14 1.4720664927e-14
9.8600000000e-04 -1.2675099412e-14 1.4724569111e-14
9.8800000000e-04 -1.2777945738e-14 1.4728098584e-14
9.9000000000e-04 -1.2881416639e-14 1.4731251363e-14
9.9200000000e-04 -1.2985514641e-14 1.4734025462e-14
9.9400000000e-04 -1.3090242270e-14 1.4736418895e-14
9.9600000000e-04 -1.3195602061e-14 1.4738429671e-14
9.9800000000e-04 -1.3301596552e-14 1.4740055798e-14
1.0000000000e-03 -1.3408228288e-14 1.4741295280e-14
1.0020000000e-03 -1.3515499816e-14 1.4742146121e-14
1.0040000000e-03 -1.3623413691e-14 1.4742606321e-14
1.0060000000e-03 -1.3731972472e-14 1.4742673876e-14
1.0080000000e-03 -1.3841178724e-14 1.4742346782e-14
1.0100000000e-03 -1.3951035014e-14 1.4741623033e-14
1.0120000000e-03 -1.4061543918e-14 1.4740500616e-14
1.0140000000e-03 -1.4172708015e-14 1.4738977522e-14
1.0160000000e-03 -1.4284529889e-14 1.4737051733e-14
1.0180000000e-03 -1.4397012131e-14 1.4734721234e-14
1.0200000000e-03 -1.4510157333e-14 1.4731984004e-14
1.0220000000e-03 -1.4623968098e-14 1.4728838021e-14
1.0240000000e-03 -1.4738447028e-14 1.4725281259e-14
1.0260000000e-03 -1.4853596734e-14 1.4721311693e-14
1.0280000000e-03 -1.4969419832e-14 1.4716927291e-14
1.0300000000e-03 -1.5085918940e-14 1.4712126021e-14
1.0320000000e-03 -1.5203096685e-14 1.4706905850e-14
1.0340000000e-03 -1.5320955696e-14 1.4701264738e-14
1.0360000000e-03 -1.5439498610e-14 1.4695200648e-14
1.0380000000e-03 -1.5558728065e-14 1.4688711535e-14
1.0400000000e-03 -1.5678646709e-14 1.4681795356e-14
1.0420000000e-03 -1.5799257190e-14 1.4674450064e-14
1.0440000000e-03 -1.5920562166e-14 1.4666673607e-14
1.0460000000e-03 -1.6042564297e-14 1.4658463936e-14
1.0480000000e-03 -1.6165266248e-14 1.4649818993e-14
1.0500000000e-03 -1.6288670692e-14 1.4640736723e-14
1.0520000000e-03 -1.6412780302e-14 1.4631215066e-14
1.0540000000e-03 -1.6537597762e-14 1.4621251959e-14
1.0560000000e-03 -1.6663125757e-14 1.4610845337e-14
1.0580000000e-03 -1.6789366978e-14 1.4599993135e-14
1.0600000000e-03 -1.6916324122e-14 1.4588693281e-14
1.0620000000e-03 -1.7043999890e-14 1.4576943704e-14
1.0640000000e-03 -1.7172396989e-14 1.4564742329e-14
1.0660000000e-03 -1.7301518130e-14 1.4552087078e-14
1.0680000000e-03 -1.7431366031e-14 1.4538975874e-14
1.0700000000e-03 -1.7561943412e-14 1.4525406632e-14
1.0720000000e-03 -1.7693253001e-14 1.4511377269e-14
1.0740000000e-03 -1.7825297530e-14 1.4496885697e-14
1.0760000000e-03 -1.7958079737e-14 1.4481929827e-14
1.0780000000e-03 -1.8091602362e-14 1.4466507568e-14
1.0800000000e-03 -1.8225868153e-14 1.4450616823e-14
1.0820000000e-03 -1.8360879864e-14 1.4434255496e-14
1.0840000000e-03 -1.8496640250e-14 1.4417421488e-14
1.0860000000e-03 -1.8633152075e-14 1.4400112697e-14
1.0880000000e-03 -1.8770418106e-14 1.4382327018e-14
1.0900000000e-03 -1.8908441117e-14 1.4364062343e-14
1.0920000000e-03 -1.9047223884e-14 1.4345316564e-14
1.0940000000e-03 -1.9186769190e-14 1.4326087569e-14
1.0960000000e-03 -1.9327079824e-14 1.4306373243e-14
1.0980000000e-03 -1.9468158579e-14 1.4286171468e-14
1.1000000000e-03 -1.9610008252e-14 1.4265480126e-14
1.1020000000e-03 -1.9752631648e-14 1.4244297095e-14
1.1040000000e-03 -1.9896031573e-14 1.4222620250e-14
1.1060000000e-03 -2.0040210842e-14 1.4200447464e-14
1.1080000000e-03 -2.0185172273e-14 1.4177776607e-14
1.1100000000e-03 -2.0330918690e-14 1.4154605548e-14
1.1120000000e-03 -2.0477452921e-14 1.4130932152e-14
1.1140000000e-03 -2.0624777800e-14 1.4106754283e-14
1.1160000000e-03 -2.0772896166e-14 1.4082069800e-14
1.1180000000e-03 -2.0921810863e-14 1.4056876563e-14
1.1200000000e-03 -2.1071524740e-14 1.4031172426e-14
1.1220000000e-03 -2.1222040650e-14 1.4004955242e-14
1.1240000000e-03 -2.1373361453e-14 1.3978222863e-14
1.1260000000e-03 -2.1525490014e-14 1.3950973136e-14
1.1280000000e-03 -2.1678429201e-14 1.3923203906e-14
1.1300000000e-03 -2.1832181889e-14 1.3894913018e-14
1.1320000000e-03 -2.1986750957e-14 1.3866098311e-14
1.1340000000e-03 -2.2142139291e-14 1.3836757624e-14
1.1360000000e-03 -2.2298349780e-14 1.3806888793e-14
1.1380000000e-03 -2.2455385318e-14 1.3776489649e-14
1.1400000000e-03 -2.2613248806e-14 1.3745558025e-14
1.1420000000e-03 -2.2771943148e-14 1.3714091748e-14
1.1440000000e-03 -2.2931471255e-14 1.3682088643e-14
1.1460000000e-03 -2.3091836041e-14 1.3649546535e-14
1.1480000000e-03 -2.3253040427e-14 1.3616463243e-14
1.1500000000e-03 -2.3415087339e-14 1.3582836585e-14
1.1520000000e-03 -2.3577979705e-14 1.3548664378e-14
1.1540000000e-03 -2.3741720463e-14 1.3513944434e-14
1.1560000000e-03 -2.3906312553e-14 1.3478674564e-14
1.1580000000e-03 -2.4071758919e-14 1.3442852576e-14
1.1600000000e-03 -2.4238062514e-14 1.3406476275e-14
1.1620000000e-03 -2.4405226292e-14 1.3369543466e-14
1.1640000000e-03 -2.4573253215e-14 1.3332051947e-14
1.1660000000e-03 -2.4742146248e-14 1.3293999518e-14
1.1680000000e-03 -2.4911908364e-14 1.3255383975e-14
1.1700000000e-03 -2.5082542537e-14 1.3216203109e-14
1.1720000000e-03 -2.5254051749e-14 1.3176454712e-14
1.1740000000e-03 -2.5426438987e-14 1.3136136572e-14
1.1760000000e-03 -2.5599707242e-14 1.3095246474e-14
1.1780000000e-03 -2.5773859511e-14 1.3053782201e-14
1.1800000000e-03 -2.5948898794e-14 1.3011741535e-14
1.1820000000e-03 -2.6124828100e-14 1.2969122252e-14
1.1840000000e-03 -2.6301650438e-14 1.2925922129e-14
1.1860000000e-03 -2.6479368828e-14 1.2882138939e-14
1.1880000000e-03 -2.6657986289e-14 1.2837770451e-14
1.1900000000e-03 -2.6837505851e-14 1.2792814435e-14
1.1920000000e-03 -2.7017930543e-14 1.2747268655e-14
1.1940000000e-03 -2.7199263405e-14 1.2701130875e-14
1.1960000000e-03 -2.7381507478e-14 1.2654398855e-14
1.1980000000e-03 -2.7564665809e-14 1.2607070352e-14
1.2000000000e-03 -2.7748741451e-14 1.2559143123e-14
1.2020000000e-03 -2.7933737461e-14 1.2510614920e-14
1.2040000000e-03 -2.8119656903e-14 1.2461483494e-14
1.2060000000e-03 -2.8306502844e-14 1.2411746593e-14
1.2080000000e-03 -2.8494278356e-14 1.2361401961e-14
1.2100000000e-03 -2.8682986518e-14 1.2310447342e-14
1.2120000000e-03 -2.8872630413e-14 1.2258880476e-14
1.2140000000e-03 -2.9063213128e-14 1.2206699101e-14
1.2160000000e-03 -2.9254737758e-14 1.2153900952e-14
1.2180000000e-03 -2.9447207399e-14 1.2100483762e-14
1.2200000000e-03 -2.9640625156e-14 1.2046445261e-14
1.2220000000e-03 -2.9834994137e-14 1.1991783176e-14
1.2240000000e-03 -3.0030317456e-14 1.1936495234e-14
1.2260000000e-03 -3.0226598231e-14 1.1880579156e-14
1.2280000000e-03 -3.0423839585e-14 1.1824032663e-14
1.2300000000e-03 -3.0622044648e-14 1.1766853472e-14
1.2320000000e-03 -3.0821216553e-14 1.1709039299e-14
1.2340000000e-03 -3.1021358440e-14 1.1650587855e-14
1.2360000000e-03 -3.1222473452e-14 1.1591496852e-14
1.2380000000e-03 -3.1424564739e-14 1.1531763995e-14
1.2400000000e-03 -3.1627635455e-14 1.1471386991e-14
1.2420000000e-03 -3.1831688759e-14 1.1410363541e-14
1.2440000000e-03 -3.2036727815e-14 1.1348691346e-14
1.2460000000e-03 -3.2242755793e-14 1.1286368103e-14
1.2480000000e-03 -3.2449775868e-14 1.1223391506e-14
1.2500000000e-03 -3.2657791219e-14 1.1159759248e-14
1.2520000000e-03 -3.2866805031e-14 1.1095469018e-14
1.2540000000e-03 -3.3076820494e-14 1.1030518504e-14
1.2560000000e-03 -3.3287840802e-14 1.0964905389e-14
1.2580000000e-03 -3.3499869156e-14 1.0898627357e-14
1.2600000000e-03 -3.3712908761e-14 1.0831682087e-14
1.2620000000e-03 -3.3926962827e-14 1.0764067255e-14
1.2640000000e-03 -3.4142034569e-14 1.0695780536e-14
1.2660000000e-03 -3.4358127207e-14 1.0626819602e-14
1.2680000000e-03 -3.4575243968e-14 1.0557182122e-14
1.2700000000e-03 -3.4793388081e-14 1.0486865763e-14
1.2720000000e-03 -3.5012562782e-14 1.0415868188e-14
1.2740000000e-03 -3.5232771313e-14 1.0344187060e-14
1.2760000000e-03 -3.5454016917e-14 1.0271820038e-14
1.2780000000e-03 -3.5676302848e-14 1.0198764777e-14
1.2800000000e-03 -3.5899632359e-14 1.0125018932e-14
1.2820000000e-03 -3.6124008713e-14 1.0050580155e-14
1.2840000000e-03 -3.6349435176e-14 9.9754460932e-15
1.2860000000e-03 -3.6575915019e-14 9.8996143937e-15
1.2880000000e-03 -3.6803451518e-14 9.8230827000e-15
1.2900000000e-03 -3.7032047955e-14 9.7458486530e-15
1.2920000000e-03 -3.7261707615e-14 9.6679098912e-15
1.2940000000e-03 -3.7492433791e-14 9.5892640505e-15
1.2960000000e-03 -3.7724229780e-14 9.5099087641e-15
1.2980000000e-03 -3.7957098882e-14 9.4298416628e-15
1.3000000000e-03 -3.8191044405e-14 9.3490603746e-15
1.3020000000e-03 -3.8426069661e-14 9.2675625251e-15
1.3040000000e-03 -3.8662177967e-14 9.1853457371e-15
1.3060000000e-03 -3.8899372645e-14 9.1024076311e-15
1.3080000000e-03 -3.9137657022e-14 9.0187458247e-15
1.3100000000e-03 -3.9377034430e-14 8.9343579330e-15
1.3120000000e-03 -3.9617508207e-14 8.8492415686e-15
1.3140000000e-03 -3.9859081694e-14 8.7633943414e-15
1.3160000000e-03 -4.0101758241e-14 8.6768138587e-15
1.3180000000e-03 -4.0345541199e-14 8.5894977252e-15
1.3200000000e-03 -4.0590433925e-14 8.5014435429e-15
1.3220000000e-03 -4.0836439784e-14 8.4126489114e-15
1.3240000000e-03 -4.1083562142e-14 8.3231114273e-15
1.3260000000e-03 -4.1331804372e-14 8.2328286850e-15
1.3280000000e-03 -4.1581169854e-14 8.1417982760e-15
1.3300000000e-03 -4.1831661969e-14 8.0500177893e-15
1.3320000000e-03 -4.2083284106e-14 7.9574848111e-15
1.3340000000e-03 -4.2336039658e-14 7.8641969251e-15
1.3360000000e-03 -4.2589932024e-14 7.7701517124e-15
1.3380000000e-03 -4.2844964607e-14 7.6753467512e-15
1.3400000000e-03 -4.3101140816e-14 7.5797796174e-15
1.3420000000e-03 -4.3358464064e-14 7.4834478841e-15
1.3440000000e-03 -4.3616937771e-14 7.3863491215e-15
1.3460000000e-03 -4.3876565359e-14 7.2884808975e-15
1.3480000000e-03 -4.4137350258e-14 7.1898407771e-15
1.3500000000e-03 -4.4399295903e-14 7.0904263227e-15
1.3520000000e-03 -4.4662405731e-14 6.9902350941e-15
1.3540000000e-03 -4.4926683187e-14 6.8892646483e-15
1.3560000000e-03 -4.5192131721e-14 6.7875125396e-15
1.3580000000e-03 -4.5458754787e-14 6.6849763197e-15
1.3600000000e-03 -4.5726555844e-14 6.5816535376e-15
1.3620000000e-03 -4.5995538357e-14 6.4775417396e-15
1.3640000000e-03 -4.6265705795e-14 6.3726384691e-15
1.3660000000e-03 -4.6537061633e-14 6.2669412671e-15
1.3680000000e-03 -4.6809609351e-14 6.1604476716e-15
1.3700000000e-03 -4.7083352434e-14 6.0531552181e-15
1.3720000000e-03 -4.7358294372e-14 5.9450614392e-15
1.3740000000e-03 -4.7634438659e-14 5.8361638648e-15
1.3760000000e-03 -4.7911788797e-14 5.7264600222e-15
1.3780000000e-03 -4.8190348289e-14 5.6159474357e-15
1.3800000000e-03 -4.8470120647e-14 5.5046236270e-15
1.3820000000e-03 -4.8751109386e-14 5.3924861151e-15
1.3840000000e-03 -4.9033318026e-14 5.2795324161e-15
1.3860000000e-03 -4.9316750094e-14 5.1657600433e-15
1.3880000000e-03 -4.9601409118e-14 5.0511665073e-15
1.3900000000e-03 -4.9887298637e-14 4.9357493159e-15
1.3920000000e-03 -5.0174422189e-14 4.8195059740e-15
1.3940000000e-03 -5.0462783321e-14 4.7024339838e-15
1.3960000000e-03 -5.0752385585e-14 4.5845308447e-15
1.3980000000e-03 -5.1043232535e-14 4.4657940531e-15
1.4000000000e-03 -5.1335327734e-14 4.3462211028e-15
1.4020000000e-03 -5.1628674748e-14 4.2258094844e-15
1.4040000000e-03 -5.1923277148e-14 4.1045566861e-15
1.4060000000e-03 -5.2219138510e-14 3.9824601928e-15
1.4080000000e-03 -5.2516262416e-14 3.8595174868e-15
1.4100000000e-03 -5.2814652453e-14 3.7357260474e-15
1.4120000000e-03 -5.3114312212e-14 3.6110833510e-15
1.4140000000e-03 -5.3415245290e-14 3.4855868711e-15
1.4160000000e-03 -5.3717455289e-14 3.3592340783e-15
1.4180000000e-03 -5.4020945817e-14 3.2320224402e-15
1.4200000000e-03 -5.4325720484e-14 3.1039494214e-15
1.4220000000e-03 -5.4631782908e-14 2.9750124837e-15
1.4240000000e-03 -5.4939136712e-14 2.8452090858e-15
1.4260000000e-03 -5.5247785522e-14 2.7145366833e-15
1.4280000000e-03 -5.5557732972e-14 2.5829927292e-15
1.4300000000e-03 -5.5868982698e-14 2.4505746729e-15
1.4320000000e-03 -5.6181538343e-14 2.3172799611e-15
1.4340000000e-03 -5.6495403555e-14 2.1831060375e-15
1.4360000000e-03 -5.6810581987e-14 2.0480503424e-15
1.4380000000e-03 -5.7127077296e-14 1.9121103134e-15
1.4400000000e-03 -5.7444893145e-14 1.7752833846e-15
1.4420000000e-03 -5.7764033203e-14 1.6375669873e-15
1.4440000000e-03 -5.8084501142e-14 1.4989585493e-15
1.4460000000e-03 -5.8406300641e-14 1.3594554955e-15
1.4480000000e-03 -5.8729435382e-14 1.2190552475e-15
1.4500000000e-03 -5.9053909055e-14 1.0777552235e-15
1.4520000000e-03 -5.9379725353e-14 9.3555283877e-16
1.4540000000e-03 -5.9706887974e-14 7.9244550505e-16
1.4560000000e-03 -6.0035400622e-14 6.4843063085e-16
1.4580000000e-03 -6.0365267005e-14 5.0350562136e-16
1.4600000000e-03 -6.0696490838e-14 3.5766787836e-16
1.4620000000e-03 -6.1029075839e-14 2.1091480025e-16
1.4640000000e-03 -6.1363025732e-14 6.3243782013e-17
1.4660000000e-03 -6.1698344247e-14 -8.5347784865e-17
1.4680000000e-03 -6.2035035117e-14 -2.3486251239e-16
1.4700000000e-03 -6.2373102081e-14 -3.8530301610e-16
1.4720000000e-03 -6.2712548885e-14 -5.3667191513e-16
1.4740000000e-03 -6.3053379277e-14 -6.8897183223e-16
1.4760000000e-03 -6.3395597011e-14 -8.4220539384e-16
1.4780000000e-03 -6.3739205849e-14 -9.9637523008e-16
1.4800000000e-03 -6.4084209553e-14 -1.1514839749e-15
1.4820000000e-03 -6.4430611894e-14 -1.3075342659e-15
1.4840000000e-03 -6.4778416647e-14 -1.4645287449e-15
1.4860000000e-03 -6.5127627592e-14 -1.6224700572e-15
1.4880000000e-03 -6.5478248513e-14 -1.7813608525e-15
1.4900000000e-03 -6.5830283201e-14 -1.9412037843e-15
1.4920000000e-03 -6.6183735451e-14 -2.1020015102e-15
1.4940000000e-03 -6.6538609063e-14 -2.2637566924e-15
1.4960000000e-03 -6.6894907842e-14 -2.4264719968e-15
1.4980000000e-03 -6.7252635600e-14 -2.5901500941e-15
1.5000000000e-03 -6.7611796151e-14 -2.7547936592e-15
1.5020000000e-03 -6.7972393317e-14 -2.9204053718e-15
1.5040000000e-03 -6.8334430922e-14 -3.0869879160e-15
1.5060000000e-03 -6.8697912798e-14 -3.2545439807e-15
1.5080000000e-03 -6.9062842781e-14 -3.4230762597e-15
1.5100000000e-03 -6.9429224711e-14 -3.5925874519e-15
1.5120000000e-03 -6.9797062434e-14 -3.7630802612e-15
1.5140000000e-03 -7.0166359803e-14 -3.9345573967e-15
1.5160000000e-03 -7.0537120672e-14 -4.1070215731e-15
1.5180000000e-03 -7.0909348904e-14 -4.2804755105e-15
1.5200000000e-03 -7.1283048364e-14 -4.4549219348e-15
1.5220000000e-03 -7.1658222925e-14 -4.6303635780e-15
1.5240000000e-03 -7.2034876462e-14 -4.8068031780e-15
1.5260000000e-03 -7.2413012858e-14 -4.9842434793e-15
1.5280000000e-03 -7.2792635999e-14 -5.1626872330e-15
1.5300000000e-03 -7.3173749778e-14 -5.3421371970e-15
1.5320000000e-03 -7.3556358090e-14 -5.5225961364e-15
1.5340000000e-03 -7.3940464838e-14 -5.7040668238e-15
1.5360000000e-03 -7.4326073929e-14 -5.8865520398e-15
1.5380000000e-03 -7.4713189275e-14 -6.0700545730e-15
1.5400000000e-03 -7.5101814794e-14 -6.2545772210e-15
1.5420000000e-03 -7.5491954408e-14 -6.4401227902e-15
1.5440000000e-03 -7.5883612045e-14 -6.6266940969e-15
1.5460000000e-03 -7.6276791636e-14 -6.8142939675e-15
1.5480000000e-03 -7.6671497120e-14 -7.0029252394e-15
1.5500000000e-03 -7.7067732439e-14 -7.1925907617e-15
1.5520000000e-03 -7.7465501541e-14 -7.3832933958e-15
1.5540000000e-03 -7.7864808379e-14 -7.5750360165e-15
1.5560000000e-03 -7.8265656911e-14 -7.7678215132e-15
1.5580000000e-03 -7.8668051100e-14 -7.9616527909e-15
1.5600000000e-03 -7.9071994914e-14 -8.1565327715e-15
1.5620000000e-03 -7.9477492326e-14 -8.3524643959e-15
1.5640000000e-03 -7.9884547316e-14 -8.5494506252e-15
1.5660000000e-03 -8.0293163865e-14 -8.7474944433e-15
1.5680000000e-03 -8.0703345963e-14 -8.9465988595e-15
1.5700000000e-03 -8.1115097603e-14 -9.1467669113e-15
1.5720000000e-03 -8.1528422783e-14 -9.3480016683e-15
1.5740000000e-03 -8.1943325509e-14 -9.5503062366e-15
1.5760000000e-03 -8.2359809788e-14 -9.7536837640e-15
1.5780000000e-03 -8.2777879634e-14 -9.9581374473e-15
1.5800000000e-03 -8.3197539066e-14 -1.0163670540e-14
1.5820000000e-03 -8.3618792110e-14 -1.0370286365e-14
1.5840000000e-03 -8.4041642792e-14 -1.0577988325e-14
1.5860000000e-03 -8.4466095149e-14 -1.0786779927e-14
1.5880000000e-03 -8.4892153219e-14 -1.0996664804e-14
1.5900000000e-03 -8.5319821047e-14 -1.1207646753e-14
1.5920000000e-03 -8.5749102682e-14 -1.1419729791e-14
1.5940000000e-03 -8.6180002180e-14 -1.1632918236e-14
1.5960000000e-03 -8.6612523598e-14 -1.1847216851e-14
1.5980000000e-03 -8.7046671004e-14 -1.2062631089e-14
1.6000000000e-03 -8.7482448466e-14 -1.2279167616e-14
1.6020000000e-03 -8.7919860059e-14 -1.2496835638e-14
1.6040000000e-03 -8.8358909863e-14 -1.2715652539e-14
1.6060000000e-03 -8.8799601964e-14 -1.2935652731e-14
1.6080000000e-03 -8.9241940452e-14 -1.3156764550e-14
1.6100000000e-03 -8.9685929422e-14 -1.3378982352e-14
1.6120000000e-03 -9.0131572974e-14 -1.3602308861e-14
1.6140000000e-03 -9.0578875215e-14 -1.3826746803e-14
1.6160000000e-03 -9.1027840254e-14 -1.4052298908e-14
1.6180000000e-03 -9.1478472207e-14 -1.4278967906e-14
1.6200000000e-03 -9.1930775196e-14 -1.4506756532e-14
1.6220000000e-03 -9.2384753345e-14 -1.4735667521e-14
1.6240000000e-03 -9.2840410786e-14 -1.4965703614e-14
1.6260000000e-03 -9.3297751655e-14 -1.5196867549e-14
1.6280000000e-03 -9.3756780093e-14 -1.5429162072e-14
1.6300000000e-03 -9.4217500246e-14 -1.5662589927e-14
1.6320000000e-03 -9.4679916266e-14 -1.5897153863e-14
1.6340000000e-03 -9.5144032308e-14 -1.6132856631e-14
1.6360000000e-03 -9.5609852534e-14 -1.6369700984e-14
1.6380000000e-03 -9.6077381112e-14 -1.6607689676e-14
1.6400000000e-03 -9.6546622212e-14 -1.6846825466e-14
1.6420000000e-03 -9.7017580011e-14 -1.7087111114e-14
1.6440000000e-03 -9.7490258690e-14 -1.7328549383e-14
1.6460000000e-03 -9.7964662438e-14 -1.7571143038e-14
1.6480000000e-03 -9.8440795446e-14 -1.7814894845e-14
1.6500000000e-03 -9.8918661910e-14 -1.8059807575e-14
1.6520000000e-03 -9.9398266034e-14 -1.8305884001e-14
1.6540000000e-03 -9.9879612023e-14 -1.8553126896e-14
1.6560000000e-03 -1.0036270409e-13 -1.8801539037e-14
1.6580000000e-03 -1.0084754646e-13 -1.9051123205e-14
1.6600000000e-03 -1.0133414334e-13 -1.9301882180e-14
1.6620000000e-03 -1.0182249897e-13 -1.9553818747e-14
1.6640000000e-03 -1.0231261758e-13 -1.9806935693e-14
1.6660000000e-03 -1.0280450340e-13 -2.0061235807e-14
1.6680000000e-03 -1.0329816068e-13 -2.0316721879e-14
1.6700000000e-03 -1.0379359367e-13 -2.0573396704e-14
1.6720000000e-03 -1.0429080663e-13 -2.0831263078e-14
1.6740000000e-03 -1.0478980380e-13 -2.1090323799e-14
1.6760000000e-03 -1.0529058945e-13 -2.1350581668e-14
1.6780000000e-03 -1.0579316785e-13 -2.1612039490e-14
1.6800000000e-03 -1.0629754327e-13 -2.1874700068e-14
1.6820000000e-03 -1.0680372000e-13 -2.2138566213e-14
1.6840000000e-03 -1.0731170231e-13 -2.2403640734e-14
1.6860000000e-03 -1.0782149450e-13 -2.2669926444e-14
1.6880000000e-03 -1.0833310085e-13 -2.2937426158e-14
1.6900000000e-03 -1.0884652567e-13 -2.3206142694e-14
1.6920000000e-03 -1.0936177326e-13 -2.3476078873e-14
1.6940000000e-03 -1.0987884793e-13 -2.3747237517e-14
1.6960000000e-03 -1.1039775399e-13 -2.4019621451e-14
1.6980000000e-03 -1.1091849577e-13 -2.4293233502e-14
1.7000000000e-03 -1.1144107758e-13 -2.4568076500e-14
1.7020000000e-03 -1.1196550376e-13 -2.4844153277e-14
1.7040000000e-03 -1.1249177864e-13 -2.5121466668e-14
1.7060000000e-03 -1.1301990656e-13 -2.5400019509e-14
1.7080000000e-03 -1.1354989186e-13 -2.5679814639e-14
1.7100000000e-03 -1.1408173890e-13 -2.5960854902e-14
1.7120000000e-03 -1.1461545203e-13 -2.6243143140e-14
1.7140000000e-03 -1.1515103560e-13 -2.6526682200e-14
1.7160000000e-03 -1.1568849399e-13 -2.6811474931e-14
1.7180000000e-03 -1.1622783157e-13 -2.7097524184e-14
1.7200000000e-03 -1.1676905270e-13 -2.7384832813e-14
1.7220000000e-03 -1.1731216177e-13 -2.7673403675e-14
1.7240000000e-03 -1.1785716317e-13 -2.7963239627e-14
1.7260000000e-03 -1.1840406128e-13 -2.8254343530e-14
1.7280000000e-03 -1.1895286050e-13 -2.8546718249e-14
1.7300000000e-03 -1.1950356524e-13 -2.8840366647e-14
1.7320000000e-03 -1.2005617989e-13 -2.9135291594e-14
1.7340000000e-03 -1.2061070886e-13 -2.9431495960e-14
1.7360000000e-03 -1.2116715658e-13 -2.9728982618e-14
1.7380000000e-03 -1.2172552747e-13 -3.0027754443e-14
1.7400000000e-03 -1.2228582594e-13 -3.0327814313e-14
1.7420000000e-03 -1.2284805643e-13 -3.0629165107e-14
1.7440000000e-03 -1.2341222339e-13 -3.0931809709e-14
1.7460000000e-03 -1.2397833124e-13 -3.1235751003e-14
1.7480000000e-03 -1.2454638443e-13 -3.1540991876e-14
1.7500000000e-03 -1.2511638742e-13 -3.1847535217e-14
1.7520000000e-03 -1.2568834467e-13 -3.2155383920e-14
1.7540000000e-03 -1.2626226062e-13 -3.2464540879e-14
1.7560000000e-03 -1.2683813976e-13 -3.2775008989e-14
1.7580000000e-03 -1.2741598655e-13 -3.3086791151e-14
1.7600000000e-03 -1.2799580547e-13 -3.3399890266e-14
1.7620000000e-03 -1.2857760101e-13 -3.3714309238e-14
1.7640000000e-03 -1.2916137764e-13 -3.4030050973e-14
1.7660000000e-03 -1.2974713986e-13 -3.4347118380e-14
1.7680000000e-03 -1.3033489217e-13 -3.4665514371e-14
1.7700000000e-03 -1.3092463907e-13 -3.4985241859e-14
1.7720000000e-03 -1.3151638507e-13 -3.5306303760e-14
