# phi  Veff_T1e-04  Veff_T1e-03
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
4.3000000000e-07 6.1179107820e-23 6.4900576725e-21
4.4000000000e-07 6.4055573272e-23 6.7954088914e-21
4.5000000000e-07 6.6998014736e-23 7.1077788267e-21
4.6000000000e-07 7.0006425432e-23 7.4271666706e-21
4.7000000000e-07 7.3080798557e-23 7.7535718172e-21
4.8000000000e-07 7.6221127394e-23 8.0869954782e-21
4.9000000000e-07 7.9427405076e-23 8.4274366439e-21
5.0000000000e-07 8.2699624886e-23 8.7748957181e-21
5.1000000000e-07 8.6037780007e-23 9.1293724989e-21
5.2000000000e-07 8.9441863649e-23 9.4908667845e-21
5.3000000000e-07 9.2911869007e-23 9.8593785746e-21
5.4000000000e-07 9.6447789278e-23 1.0234908273e-20
5.5000000000e-07 1.0004961766e-22 1.0617454871e-20
5.6000000000e-07 1.0371734735e-22 1.1007019175e-20
5.7000000000e-07 1.0745097155e-22 1.1403600378e-20
5.8000000000e-07 1.1125048342e-22 1.1807198884e-20
5.9000000000e-07 1.1511587616e-22 1.2217814490e-20
6.0000000000e-07 1.1904714296e-22 1.2635447803e-20
6.1000000000e-07 1.2304427698e-22 1.3060097409e-20
6.2000000000e-07 1.2710727139e-22 1.3491764318e-20
6.3000000000e-07 1.3123611936e-22 1.3930447722e-20
6.4000000000e-07 1.3543081407e-22 1.4376148226e-20
6.5000000000e-07 1.3969134869e-22 1.4828865428e-20
6.6000000000e-07 1.4401771635e-22 1.5288599528e-20
6.7000000000e-07 1.4840991024e-22 1.5755349921e-20
6.8000000000e-07 1.5286792347e-22 1.6229117011e-20
6.9000000000e-07 1.5739174926e-22 1.6709900596e-20
7.0000000000e-07 1.6198138069e-22 1.7197700272e-20
7.1000000000e-07 1.6663681095e-22 1.7692516645e-20
7.2000000000e-07 1.7135803314e-22 1.8194349310e-20
7.3000000000e-07 1.7614504040e-22 1.8703197663e-20
7.4000000000e-07 1.8099782592e-22 1.9219062915e-20
7.5000000000e-07 1.8591638280e-22 1.9741943652e-20
7.6000000000e-07 1.9090070414e-22 2.0271840682e-20
7.7000000000e-07 1.9595078310e-22 2.0808753601e-20
7.8000000000e-07 2.0106661279e-22 2.1352682207e-20
7.9000000000e-07 2.0624818632e-22 2.1903626904e-20
8.0000000000e-07 2.1149549680e-22 2.2461587086e-20
8.1000000000e-07 2.1680853738e-22 2.3026563158e-20
8.2000000000e-07 2.2218730112e-22 2.3598554714e-20
8.3000000000e-07 2.2763178117e-22 2.4177561554e-20
8.4000000000e-07 2.3314197060e-22 2.4763584283e-20
8.5000000000e-07 2.3871786252e-22 2.5356622093e-20
8.6000000000e-07 2.4435945002e-22 2.5956675388e-20
8.7000000000e-07 2.5006672616e-22 2.6563743765e-20
8.8000000000e-07 2.5583968412e-22 2.7177827425e-20
8.9000000000e-07 2.6167831689e-22 2.7798926570e-20
9.0000000000e-07 2.6758261760e-22 2.8427040392e-20
9.1000000000e-07 2.7355257934e-22 2.9062169296e-20
9.2000000000e-07 2.7958819517e-22 2.9704313281e-20
9.3000000000e-07 2.8568945813e-22 3.0353471943e-20
9.4000000000e-07 2.9185636135e-22 3.1009645485e-20
9.5000000000e-07 2.9808889786e-22 3.1672833704e-20
9.6000000000e-07 3.0438706070e-22 3.2343036601e-20
9.7000000000e-07 3.1075084300e-22 3.3020253973e-20
9.8000000000e-07 3.1718023775e-22 3.3704486022e-20
9.9000000000e-07 3.2367523804e-22 3.4395732749e-20
1.0000000000e-06 3.3023583691e-22 3.5093993345e-20
1.0100000000e-06 3.3686202741e-22 3.5799268417e-20
1.0200000000e-06 3.4355380255e-22 3.6511558166e-20
1.0300000000e-06 3.5031115543e-22 3.7230861582e-20
1.0400000000e-06 3.5713407903e-22 3.7957179475e-20
1.0500000000e-06 3.6402256643e-22 3.8690510833e-20
1.0600000000e-06 3.7097661065e-22 3.9430856868e-20
1.0700000000e-06 3.7799620466e-22 4.0178216571e-20
1.0800000000e-06 3.8508134157e-22 4.0932589941e-20
1.0900000000e-06 3.9223201436e-22 4.1693977585e-20
1.1000000000e-06 3.9944821604e-22 4.2462378493e-20
1.1100000000e-06 4.0672993964e-22 4.3237793271e-20
1.1200000000e-06 4.1407717814e-22 4.4020221514e-20
1.1300000000e-06 4.2148992461e-22 4.4809663222e-20
1.1400000000e-06 4.2896817199e-22 4.5606118599e-20
1.1500000000e-06 4.3651191334e-22 4.6409587239e-20
1.1600000000e-06 4.4412114160e-22 4.7220069345e-20
1.1700000000e-06 4.5179584981e-22 4.8037564513e-20
1.1800000000e-06 4.5953603091e-22 4.8862072742e-20
1.1900000000e-06 4.6734167792e-22 4.9693594437e-20
1.2000000000e-06 4.7521278388e-22 5.0532128588e-20
1.2100000000e-06 4.8314934168e-22 5.1377676407e-20
1.2200000000e-06 4.9115134433e-22 5.2230236884e-20
1.2300000000e-06 4.9921878482e-22 5.3089810019e-20
1.2400000000e-06 5.0735165614e-22 5.3956395811e-20
1.2500000000e-06 5.1554995119e-22 5.4829994867e-20
1.2600000000e-06 5.2381366300e-22 5.5710606379e-20
1.2700000000e-06 5.3214278449e-22 5.6598230146e-20
1.2800000000e-06 5.4053730867e-22 5.7492866772e-20
1.2900000000e-06 5.4899722845e-22 5.8394515652e-20
1.3000000000e-06 5.5752253681e-22 5.9303177190e-20
1.3100000000e-06 5.6611322668e-22 6.0218850780e-20
1.3200000000e-06 5.7476929102e-22 6.1141536624e-20
1.3300000000e-06 5.8349072274e-22 6.2071234318e-20
1.3400000000e-06 5.9227751483e-22 6.3007944670e-20
1.3500000000e-06 6.0112966018e-22 6.3951666468e-20
1.3600000000e-06 6.1004715177e-22 6.4902400520e-20
1.3700000000e-06 6.1902998250e-22 6.5860146625e-20
1.3800000000e-06 6.2807814531e-22 6.6824904579e-20
1.3900000000e-06 6.3719163310e-22 6.7796674384e-20
1.4000000000e-06 6.4637043880e-22 6.8775455634e-20
1.4100000000e-06 6.5561455534e-22 6.9761248533e-20
1.4200000000e-06 6.6492397562e-22 7.0754052878e-20
1.4300000000e-06 6.7429869255e-22 7.1753868872e-20
1.4400000000e-06 6.8373869905e-22 7.2760696513e-20
1.4500000000e-06 6.9324398803e-22 7.3774535197e-20
1.4600000000e-06 7.0281455237e-22 7.4795385327e-20
1.4700000000e-06 7.1245038497e-22 7.5823246701e-20
1.4800000000e-06 7.2215147873e-22 7.6858119320e-20
1.4900000000e-06 7.3191782654e-22 7.7900002779e-20
1.5000000000e-06 7.4174942130e-22 7.8948897078e-20
1.5100000000e-06 7.5164625586e-22 8.0004802823e-20
1.5200000000e-06 7.6160832315e-22 8.1067719409e-20
1.5300000000e-06 7.7163561599e-22 8.2137646835e-20
1.5400000000e-06 7.8172812731e-22 8.3214584698e-20
1.5500000000e-06 7.9188584996e-22 8.4298533401e-20
1.5600000000e-06 8.0210877680e-22 8.5389492944e-20
1.5700000000e-06 8.1239690071e-22 8.6487462722e-20
1.5800000000e-06 8.2275021450e-22 8.7592443340e-20
1.5900000000e-06 8.3316871111e-22 8.8704434193e-20
1.6000000000e-06 8.4365238333e-22 8.9823435079e-20
1.6100000000e-06 8.5420122406e-22 9.0949446602e-20
1.6200000000e-06 8.6481522613e-22 9.2082468361e-20
1.6300000000e-06 8.7549438235e-22 9.3222499950e-20
1.6400000000e-06 8.8623868560e-22 9.4369541975e-20
1.6500000000e-06 8.9704812874e-22 9.5523593831e-20
1.6600000000e-06 9.0792270456e-22 9.6684655518e-20
1.6700000000e-06 9.1886240592e-22 9.7852727439e-20
1.6800000000e-06 9.2986722562e-22 9.9027809191e-20
1.6900000000e-06 9.4093715654e-22 1.0020990037e-19
1.7000000000e-06 9.5207219144e-22 1.0139900158e-19
1.7100000000e-06 9.6327232318e-22 1.0259511202e-19
1.7200000000e-06 9.7453754456e-22 1.0379823228e-19
1.7300000000e-06 9.8586784841e-22 1.0500836198e-19
1.7400000000e-06 9.9726322752e-22 1.0622550089e-19
1.7500000000e-06 1.0087236747e-21 1.0744964904e-19
1.7600000000e-06 1.0202491828e-21 1.0868080681e-19
1.7700000000e-06 1.0318397445e-21 1.0991897380e-19
1.7800000000e-06 1.0434953527e-21 1.1116414962e-19
1.7900000000e-06 1.0552160002e-21 1.1241633487e-19
1.8000000000e-06 1.0670016797e-21 1.1367552893e-19
1.8100000000e-06 1.0788523841e-21 1.1494173202e-19
1.8200000000e-06 1.0907681061e-21 1.1621494372e-19
1.8300000000e-06 1.1027488385e-21 1.1749516445e-19
1.8400000000e-06 1.1147945741e-21 1.1878239380e-19
1.8500000000e-06 1.1269053057e-21 1.2007663197e-19
1.8600000000e-06 1.1390810260e-21 1.2137787876e-19
1.8700000000e-06 1.1513217277e-21 1.2268613396e-19
1.8800000000e-06 1.1636274038e-21 1.2400139759e-19
1.8900000000e-06 1.1759980469e-21 1.2532366963e-19
1.9000000000e-06 1.1884336497e-21 1.2665295008e-19
1.9100000000e-06 1.2009342051e-21 1.2798923895e-19
1.9200000000e-06 1.2134997058e-21 1.2933253564e-19
1.9300000000e-06 1.2261301445e-21 1.3068284054e-19
1.9400000000e-06 1.2388255140e-21 1.3204015385e-19
1.9500000000e-06 1.2515858070e-21 1.3340447478e-19
1.9600000000e-06 1.2644110163e-21 1.3477580392e-19
1.9700000000e-06 1.2773011346e-21 1.3615414047e-19
1.9800000000e-06 1.2902561546e-21 1.3753948523e-19
1.9900000000e-06 1.3032760691e-21 1.3893183780e-19
2.0000000000e-06 1.3163608707e-21 1.4033119758e-19
2.0100000000e-06 1.3295105522e-21 1.4173756517e-19
2.0200000000e-06 1.3427251064e-21 1.4315094058e-19
2.0300000000e-06 1.3560045259e-21 1.4457132318e-19
2.0400000000e-06 1.3693488034e-21 1.4599871299e-19
2.0500000000e-06 1.3827579318e-21 1.4743311021e-19
2.0600000000e-06 1.3962319035e-21 1.4887451464e-19
2.0700000000e-06 1.4097707115e-21 1.5032292667e-19
2.0800000000e-06 1.4233743483e-21 1.5177834531e-19
2.0900000000e-06 1.4370428067e-21 1.5324077155e-19
2.1000000000e-06 1.4507760793e-21 1.5471020419e-19
2.1100000000e-06 1.4645741589e-21 1.5618664403e-19
2.1200000000e-06 1.4784370381e-21 1.5767009068e-19
2.1300000000e-06 1.4923647096e-21 1.5916054393e-19
2.1400000000e-06 1.5063571661e-21 1.6065800418e-19
2.1500000000e-06 1.5204144003e-21 1.6216247123e-19
2.1600000000e-06 1.5345364048e-21 1.6367394427e-19
2.1700000000e-06 1.5487231724e-21 1.6519242432e-19
2.1800000000e-06 1.5629746956e-21 1.6671791036e-19
2.1900000000e-06 1.5772909672e-21 1.6825040320e-19
2.2000000000e-06 1.5916719798e-21 1.6978990204e-19
2.2100000000e-06 1.6061177260e-21 1.7133640747e-19
2.2200000000e-06 1.6206281986e-21 1.7288991890e-19
2.2300000000e-06 1.6352033901e-21 1.7445043653e-19
2.2400000000e-06 1.6498432932e-21 1.7601795974e-19
2.2500000000e-06 1.6645479006e-21 1.7759248936e-19
2.2600000000e-06 1.6793172050e-21 1.7917402476e-19
2.2700000000e-06 1.6941511988e-21 1.8076256575e-19
2.2800000000e-06 1.7090498748e-21 1.8235811294e-19
2.2900000000e-06 1.7240132257e-21 1.8396066572e-19
2.3000000000e-06 1.7390412439e-21 1.8557022389e-19
2.3100000000e-06 1.7541339222e-21 1.8718678805e-19
2.3200000000e-06 1.7692912532e-21 1.8881035739e-19
2.3300000000e-06 1.7845132295e-21 1.9044093213e-19
2.3400000000e-06 1.7997998437e-21 1.9207851225e-19
2.3500000000e-06 1.8151510884e-21 1.9372309776e-19
2.3600000000e-06 1.8305669563e-21 1.9537468866e-19
2.3700000000e-06 1.8460474398e-21 1.9703328433e-19
2.3800000000e-06 1.8615925318e-21 1.9869888540e-19
2.3900000000e-06 1.8772022246e-21 2.0037149145e-19
2.4000000000e-06 1.8928765110e-21 2.0205110249e-19
2.4100000000e-06 1.9086153836e-21 2.0373771810e-19
2.4200000000e-06 1.9244188348e-21 2.0543133890e-19
2.4300000000e-06 1.9402868573e-21 2.0713196428e-19
2.4400000000e-06 1.9562194438e-21 2.0883959424e-19
2.4500000000e-06 1.9722165866e-21 2.1055422919e-19
2.4600000000e-06 1.9882782786e-21 2.1227586831e-19
2.4700000000e-06 2.0044045121e-21 2.1400451201e-19
2.4800000000e-06 2.0205952798e-21 2.1574016049e-19
2.4900000000e-06 2.0368505743e-21 2.1748281254e-19
2.5000000000e-06 2.0531703881e-21 2.1923246958e-19
2.5100000000e-06 2.0695547137e-21 2.2098913059e-19
2.5200000000e-06 2.0860035438e-21 2.2275279577e-19
2.5300000000e-06 2.1025168708e-21 2.2452346493e-19
2.5400000000e-06 2.1190946874e-21 2.2630113827e-19
2.5500000000e-06 2.1357369861e-21 2.2808581538e-19
2.5600000000e-06 2.1524437594e-21 2.2987749646e-19
2.5700000000e-06 2.1692149998e-21 2.3167618152e-19
2.5800000000e-06 2.1860506999e-21 2.3348186994e-19
2.5900000000e-06 2.2029508523e-21 2.3529456234e-19
2.6000000000e-06 2.2199154494e-21 2.3711425791e-19
2.6100000000e-06 2.2369444838e-21 2.3894095765e-19
2.6200000000e-06 2.2540379481e-21 2.4077466036e-19
2.6300000000e-06 2.2711958346e-21 2.4261536683e-19
2.6400000000e-06 2.2884181361e-21 2.4446307628e-19
2.6500000000e-06 2.3057048449e-21 2.4631778949e-19
2.6600000000e-06 2.3230559535e-21 2.4817950547e-19
2.6700000000e-06 2.3404714546e-21 2.5004822481e-19
2.6800000000e-06 2.3579513405e-21 2.5192394692e-19
2.6900000000e-06 2.3754956039e-21 2.5380667220e-19
2.7000000000e-06 2.3931042371e-21 2.5569640044e-19
2.7100000000e-06 2.4107772327e-21 2.5759313144e-19
2.7200000000e-06 2.4285145832e-21 2.5949686560e-19
2.7300000000e-06 2.4463162810e-21 2.6140760193e-19
2.7400000000e-06 2.4641823187e-21 2.6332534122e-19
2.7500000000e-06 2.4821126888e-21 2.6525008307e-19
2.7600000000e-06 2.5001073836e-21 2.6718182768e-19
2.7700000000e-06 2.5181663957e-21 2.6912057424e-19
2.7800000000e-06 2.5362897176e-21 2.7106632337e-19
2.7900000000e-06 2.5544773418e-21 2.7301907506e-19
2.8000000000e-06 2.5727292606e-21 2.7497882890e-19
2.8100000000e-06 2.5910454666e-21 2.7694558470e-19
2.8200000000e-06 2.6094259522e-21 2.7891934285e-19
2.8300000000e-06 2.6278707098e-21 2.8090010317e-19
2.8400000000e-06 2.6463797320e-21 2.8288786503e-19
2.8500000000e-06 2.6649530111e-21 2.8488262946e-19
2.8600000000e-06 2.6835905397e-21 2.8688439503e-19
2.8700000000e-06 2.7022923102e-21 2.8889316275e-19
2.8800000000e-06 2.7210583149e-21 2.9090893203e-19
2.8900000000e-06 2.7398885464e-21 2.9293170306e-19
2.9000000000e-06 2.7587829970e-21 2.9496147585e-19
2.9100000000e-06 2.7777416593e-21 2.9699824998e-19
2.9200000000e-06 2.7967645256e-21 2.9904202546e-19
2.9300000000e-06 2.8158515883e-21 3.0109280229e-19
2.9400000000e-06 2.8350028400e-21 3.0315058047e-19
2.9500000000e-06 2.8542182729e-21 3.0521536000e-19
2.9600000000e-06 2.8734978795e-21 3.0728714047e-19
2.9700000000e-06 2.8928416522e-21 3.0936592230e-19
2.9800000000e-06 2.9122495834e-21 3.1145170486e-19
2.9900000000e-06 2.9317216656e-21 3.1354448898e-19
3.0000000000e-06 2.9512578911e-21 3.1564427343e-19
3.0100000000e-06 2.9708582523e-21 3.1775105903e-19
3.0200000000e-06 2.9905227417e-21 3.1986484517e-19
3.0300000000e-06 3.0102513515e-21 3.2198563226e-19
3.0400000000e-06 3.0300440742e-21 3.2411341948e-19
3.0500000000e-06 3.0499009023e-21 3.2624820765e-19
3.0600000000e-06 3.0698218280e-21 3.2838999636e-19
3.0700000000e-06 3.0898068437e-21 3.3053878541e-19
3.0800000000e-06 3.1098559419e-21 3.3269457480e-19
3.0900000000e-06 3.1299691149e-21 3.3485736453e-19
3.1000000000e-06 3.1501463549e-21 3.3702715419e-19
3.1100000000e-06 3.1703876546e-21 3.3920394439e-19
3.1200000000e-06 3.1906930061e-21 3.4138773453e-19
3.1300000000e-06 3.2110624018e-21 3.4357852481e-19
3.1400000000e-06 3.2314958342e-21 3.4577631502e-19
3.1500000000e-06 3.2519932955e-21 3.4798110476e-19
3.1600000000e-06 3.2725547781e-21 3.5019289464e-19
3.1700000000e-06 3.2931802744e-21 3.5241168425e-19
3.1800000000e-06 3.3138697766e-21 3.5463747340e-19
3.1900000000e-06 3.3346232772e-21 3.5687026227e-19
3.2000000000e-06 3.3554407684e-21 3.5911005068e-19
3.2100000000e-06 3.3763222426e-21 3.6135683882e-19
3.2200000000e-06 3.3972676922e-21 3.6361062589e-19
3.2300000000e-06 3.4182771094e-21 3.6587141269e-19
3.2400000000e-06 3.4393504866e-21 3.6813919842e-19
3.2500000000e-06 3.4604878160e-21 3.7041398367e-19
3.2600000000e-06 3.4816890901e-21 3.7269576786e-19
3.2700000000e-06 3.5029543011e-21 3.7498455116e-19
3.2800000000e-06 3.5242834414e-21 3.7728033340e-19
3.2900000000e-06 3.5456765032e-21 3.7958311456e-19
3.3000000000e-06 3.5671334788e-21 3.8189289485e-19
3.3100000000e-06 3.5886543605e-21 3.8420967366e-19
3.3200000000e-06 3.6102391408e-21 3.8653345139e-19
3.3300000000e-06 3.6318878117e-21 3.8886422785e-19
3.3400000000e-06 3.6536003657e-21 3.9120200263e-19
3.3500000000e-06 3.6753767950e-21 3.9354677613e-19
3.3600000000e-06 3.6972170919e-21 3.9589854795e-19
3.3700000000e-06 3.7191212486e-21 3.9825731809e-19
3.3800000000e-06 3.7410892576e-21 4.0062308675e-19
3.3900000000e-06 3.7631211109e-21 4.0299585393e-19
3.4000000000e-06 3.7852168010e-21 4.0537561883e-19
3.4100000000e-06 3.8073763200e-21 4.0776238205e-19
3.4200000000e-06 3.8295996603e-21 4.1015614338e-19
3.4300000000e-06 3.8518868140e-21 4.1255690263e-19
3.4400000000e-06 3.8742377736e-21 4.1496465959e-19
3.4500000000e-06 3.8966525311e-21 4.1737941468e-19
3.4600000000e-06 3.9191310788e-21 4.1980116747e-19
3.4700000000e-06 3.9416734091e-21 4.2222991798e-19
3.4800000000e-06 3.9642795142e-21 4.2466566640e-19
3.4900000000e-06 3.9869493862e-21 4.2710841194e-19
3.5000000000e-06 4.0096830175e-21 4.2955815498e-19
3.5100000000e-06 4.0324804003e-21 4.3201489594e-19
3.5200000000e-06 4.0553415267e-21 4.3447863380e-19
3.5300000000e-06 4.0782663891e-21 4.3694936938e-19
3.5400000000e-06 4.1012549796e-21 4.3942710187e-19
3.5500000000e-06 4.1243072905e-21 4.4191183166e-19
3.5600000000e-06 4.1474233141e-21 4.4440355857e-19
3.5700000000e-06 4.1706030424e-21 4.4690228258e-19
3.5800000000e-06 4.1938464678e-21 4.4940800329e-19
3.5900000000e-06 4.2171535824e-21 4.5192072132e-19
3.6000000000e-06 4.2405243784e-21 4.5444043604e-19
3.6100000000e-06 4.2639588481e-21 4.5696714707e-19
3.6200000000e-06 4.2874569836e-21 4.5950085541e-19
3.6300000000e-06 4.3110187772e-21 4.6204156005e-19
3.6400000000e-06 4.3346442210e-21 4.6458926159e-19
3.6500000000e-06 4.3583333073e-21 4.6714395904e-19
3.6600000000e-06 4.3820860281e-21 4.6970565338e-19
3.6700000000e-06 4.4059023758e-21 4.7227434403e-19
3.6800000000e-06 4.4297823424e-21 4.7485003077e-19
3.6900000000e-06 4.4537259202e-21 4.7743271382e-19
3.7000000000e-06 4.4777331013e-21 4.8002239316e-19
3.7100000000e-06 4.5018038779e-21 4.8261906840e-19
3.7200000000e-06 4.5259382422e-21 4.8522273974e-19
3.7300000000e-06 4.5501361863e-21 4.8783340718e-19
3.7400000000e-06 4.5743977024e-21 4.9045107031e-19
3.7500000000e-06 4.5987227826e-21 4.9307572934e-19
3.7600000000e-06 4.6231114192e-21 4.9570738406e-19
3.7700000000e-06 4.6475636042e-21 4.9834603448e-19
3.7800000000e-06 4.6720793298e-21 5.0099168039e-19
3.7900000000e-06 4.6966585881e-21 5.0364432199e-19
3.8000000000e-06 4.7213013714e-21 5.0630395888e-19
3.8100000000e-06 4.7460076716e-21 5.0897059127e-19
3.8200000000e-06 4.7707774811e-21 5.1164421915e-19
3.8300000000e-06 4.7956107918e-21 5.1432484231e-19
3.8400000000e-06 4.8205075959e-21 5.1701246077e-19
3.8500000000e-06 4.8454678856e-21 5.1970707412e-19
3.8600000000e-06 4.8704916530e-21 5.2240868255e-19
3.8700000000e-06 4.8955788901e-21 5.2511728607e-19
3.8800000000e-06 4.9207295892e-21 5.2783288448e-19
3.8900000000e-06 4.9459437422e-21 5.3055547778e-19
3.9000000000e-06 4.9712213414e-21 5.3328506596e-19
3.9100000000e-06 4.9965623789e-21 5.3602164862e-19
3.9200000000e-06 5.0219668466e-21 5.3876522617e-19
3.9300000000e-06 5.0474347368e-21 5.4151579840e-19
3.9400000000e-06 5.0729660415e-21 5.4427336492e-19
3.9500000000e-06 5.0985607528e-21 5.4703792612e-19
3.9600000000e-06 5.1242188629e-21 5.4980948160e-19
3.9700000000e-06 5.1499403637e-21 5.5258803116e-19
3.9800000000e-06 5.1757252474e-21 5.5537357520e-19
3.9900000000e-06 5.2015735061e-21 5.5816611352e-19
4.0000000000e-06 5.2274851319e-21 5.6096564592e-19
4.0100000000e-06 5.2534601167e-21 5.6377217220e-19
4.0200000000e-06 5.2794984527e-21 5.6658569255e-19
4.0300000000e-06 5.3056001319e-21 5.6940620679e-19
4.0400000000e-06 5.3317651465e-21 5.7223371490e-19
4.0500000000e-06 5.3579934884e-21 5.7506821709e-19
4.0600000000e-06 5.3842851498e-21 5.7790971254e-19
4.0700000000e-06 5.4106401226e-21 5.8075820168e-19
4.0800000000e-06 5.4370583990e-21 5.8361368469e-19
4.0900000000e-06 5.4635399710e-21 5.8647616077e-19
4.1000000000e-06 5.4900848305e-21 5.8934563072e-19
4.1100000000e-06 5.5166929698e-21 5.9222209375e-19
4.1200000000e-06 5.5433643808e-21 5.9510555025e-19
4.1300000000e-06 5.5700990554e-21 5.9799599981e-19
4.1400000000e-06 5.5968969859e-21 6.0089344285e-19
4.1500000000e-06 5.6237581641e-21 6.0379787876e-19
4.1600000000e-06 5.6506825822e-21 6.0670930773e-19
4.1700000000e-06 5.6776702321e-21 6.0962772958e-19
4.1800000000e-06 5.7047211059e-21 6.1255314469e-19
4.1900000000e-06 5.7318351956e-21 6.1548555206e-19
4.2000000000e-06 5.7590124931e-21 6.1842495271e-19
4.2100000000e-06 5.7862529905e-21 6.2137134602e-19
4.2200000000e-06 5.8135566799e-21 6.2432473159e-19
4.2300000000e-06 5.8409235531e-21 6.2728510983e-19
4.2400000000e-06 5.8683536023e-21 6.3025248052e-19
4.2500000000e-06 5.8958468193e-21 6.3322684389e-19
4.2600000000e-06 5.9234031963e-21 6.3620819951e-19
4.2700000000e-06 5.9510227251e-21 6.3919654740e-19
4.2800000000e-06 5.9787053978e-21 6.4219188735e-19
4.2900000000e-06 6.0064512063e-21 6.4519421955e-19
4.3000000000e-06 6.0342601427e-21 6.4820354402e-19
4.3100000000e-06 6.0621321988e-21 6.5121986014e-19
4.3200000000e-06 6.0900673667e-21 6.5424316853e-19
4.3300000000e-06 6.1180656384e-21 6.5727346857e-19
4.3400000000e-06 6.1461270058e-21 6.6031076046e-19
4.3500000000e-06 6.1742514609e-21 6.6335504422e-19
4.3600000000e-06 6.2024389956e-21 6.6640631943e-19
4.3700000000e-06 6.2306896019e-21 6.6946458629e-19
4.3800000000e-06 6.2590032718e-21 6.7252984481e-19
4.3900000000e-06 6.2873799971e-21 6.7560209498e-19
4.4000000000e-06 6.3158197699e-21 6.7868133640e-19
4.4100000000e-06 6.3443225821e-21 6.8176756908e-19
4.4200000000e-06 6.3728884256e-21 6.8486079260e-19
4.4300000000e-06 6.4015172923e-21 6.8796100778e-19
4.4400000000e-06 6.4302091743e-21 6.9106821421e-19
4.4500000000e-06 6.4589640634e-21 6.9418241149e-19
4.4600000000e-06 6.4877819515e-21 6.9730359982e-19
4.4700000000e-06 6.5166628307e-21 7.0043177919e-19
4.4800000000e-06 6.5456066927e-21 7.0356694942e-19
4.4900000000e-06 6.5746135296e-21 7.0670911029e-19
4.5000000000e-06 6.6036833332e-21 7.0985826180e-19
4.5100000000e-06 6.6328160954e-21 7.1301440416e-19
4.5200000000e-06 6.6620118082e-21 7.1617753697e-19
4.5300000000e-06 6.6912704635e-21 7.1934766022e-19
4.5400000000e-06 6.7205920531e-21 7.2252477411e-19
4.5500000000e-06 6.7499765690e-21 7.2570887825e-19
4.5600000000e-06 6.7794240030e-21 7.2889997263e-19
4.5700000000e-06 6.8089343471e-21 7.3209805745e-19
4.5800000000e-06 6.8385075931e-21 7.3530313231e-19
4.5900000000e-06 6.8681437329e-21 7.3851519741e-19
4.6000000000e-06 6.8978427585e-21 7.4173425256e-19
4.6100000000e-06 6.9276046616e-21 7.4496029734e-19
