# phi  Veff_T1e-04  Veff_T1e-03
# # g0=0.6  y0=0.0  lam0=0.0  m0=0.0  scale=pi
4.6200000000e-06 6.9574294341e-21 7.4819333236e-19
4.6300000000e-06 6.9873170680e-21 7.5143335701e-19
4.6400000000e-06 7.0172675552e-21 7.5468037171e-19
4.6500000000e-06 7.0472808873e-21 7.5793437604e-19
4.6600000000e-06 7.0773570564e-21 7.6119536960e-19
4.6700000000e-06 7.1074960543e-21 7.6446335300e-19
4.6800000000e-06 7.1376978728e-21 7.6773832604e-19
4.6900000000e-06 7.1679625038e-21 7.7102028831e-19
4.7000000000e-06 7.1982899392e-21 7.7430924001e-19
4.7100000000e-06 7.2286801708e-21 7.7760518115e-19
4.7200000000e-06 7.2591331904e-21 7.8090811152e-19
4.7300000000e-06 7.2896489899e-21 7.8421803071e-19
4.7400000000e-06 7.3202275611e-21 7.8753493934e-19
4.7500000000e-06 7.3508688958e-21 7.9085883660e-19
4.7600000000e-06 7.3815729859e-21 7.9418972309e-19
4.7700000000e-06 7.4123398232e-21 7.9752759820e-19
4.7800000000e-06 7.4431693996e-21 8.0087246255e-19
4.7900000000e-06 7.4740617068e-21 8.0422431532e-19
4.8000000000e-06 7.5050167367e-21 8.0758315692e-19
4.8100000000e-06 7.5360344810e-21 8.1094898694e-19
4.8200000000e-06 7.5671149317e-21 8.1432180579e-19
4.8300000000e-06 7.5982580804e-21 8.1770161266e-19
4.8400000000e-06 7.6294639190e-21 8.2108840856e-19
4.8500000000e-06 7.6607324394e-21 8.2448219228e-19
4.8600000000e-06 7.6920636332e-21 8.2788296462e-19
4.8700000000e-06 7.7234574924e-21 8.3129072499e-19
4.8800000000e-06 7.7549140086e-21 8.3470547337e-19
4.8900000000e-06 7.7864331738e-21 8.3812720998e-19
4.9000000000e-06 7.8180149795e-21 8.4155593441e-19
4.9100000000e-06 7.8496594178e-21 8.4499164705e-19
4.9200000000e-06 7.8813664802e-21 8.4843434752e-19
4.9300000000e-06 7.9131361587e-21 8.5188403560e-19
4.9400000000e-06 7.9449684449e-21 8.5534071150e-19
4.9500000000e-06 7.9768633306e-21 8.5880437482e-19
4.9600000000e-06 8.0088208077e-21 8.6227502615e-19
4.9700000000e-06 8.0408408678e-21 8.6575266450e-19
4.9800000000e-06 8.0729235028e-21 8.6923729046e-19
4.9900000000e-06 8.1050687043e-21 8.7272890384e-19
5.0000000000e-06 8.1372764642e-21 8.7622750503e-19
5.0100000000e-06 8.1695467742e-21 8.7973309283e-19
5.0200000000e-06 8.2018796260e-21 8.8324566805e-19
5.0300000000e-06 8.2342750113e-21 8.8676523047e-19
5.0400000000e-06 8.2667329220e-21 8.9029177971e-19
5.0500000000e-06 8.2992533497e-21 8.9382531596e-19
5.0600000000e-06 8.3318362862e-21 8.9736583921e-19
5.0700000000e-06 8.3644817233e-21 9.0091334928e-19
5.0800000000e-06 8.3971896525e-21 9.0446784595e-19
5.0900000000e-06 8.4299600658e-21 9.0802932984e-19
5.1000000000e-06 8.4627929547e-21 9.1159779992e-19
5.1100000000e-06 8.4956883110e-21 9.1517325662e-19
5.1200000000e-06 8.5286461264e-21 9.1875569972e-19
5.1300000000e-06 8.5616663927e-21 9.2234512962e-19
5.1400000000e-06 8.5947491015e-21 9.2594154533e-19
5.1500000000e-06 8.6278942445e-21 9.2954494764e-19
5.1600000000e-06 8.6611018134e-21 9.3315533636e-19
5.1700000000e-06 8.6943718000e-21 9.3677271108e-19
5.1800000000e-06 8.7277041960e-21 9.4039707200e-19
5.1900000000e-06 8.7610989929e-21 9.4402841831e-19
5.2000000000e-06 8.7945561825e-21 9.4766675123e-19
5.2100000000e-06 8.8280757566e-21 9.5131206995e-19
5.2200000000e-06 8.8616577067e-21 9.5496437427e-19
5.2300000000e-06 8.8953020246e-21 9.5862366439e-19
5.2400000000e-06 8.9290087019e-21 9.6228994050e-19
5.2500000000e-06 8.9627777303e-21 9.6596320201e-19
5.2600000000e-06 8.9966091015e-21 9.6964344892e-19
5.2700000000e-06 9.0305028071e-21 9.7333068142e-19
5.2800000000e-06 9.0644588388e-21 9.7702489932e-19
5.2900000000e-06 9.0984771882e-21 9.8072610262e-19
5.3000000000e-06 9.1325578471e-21 9.8443429090e-19
5.3100000000e-06 9.1667008071e-21 9.8814946458e-19
5.3200000000e-06 9.2009060597e-21 9.9187162365e-19
5.3300000000e-06 9.2351735967e-21 9.9560076731e-19
5.3400000000e-06 9.2695034097e-21 9.9933689617e-19
5.3500000000e-06 9.3038954903e-21 1.0030800100e-18
5.3600000000e-06 9.3383498302e-21 1.0068301086e-18
5.3700000000e-06 9.3728664210e-21 1.0105871923e-18
5.3800000000e-06 9.4074452544e-21 1.0143512605e-18
5.3900000000e-06 9.4420863219e-21 1.0181223135e-18
5.4000000000e-06 9.4767896152e-21 1.0219003507e-18
5.4100000000e-06 9.5115551259e-21 1.0256853724e-18
5.4200000000e-06 9.5463828457e-21 1.0294773790e-18
5.4300000000e-06 9.5812727660e-21 1.0332763697e-18
5.4400000000e-06 9.6162248787e-21 1.0370823447e-18
5.4500000000e-06 9.6512391751e-21 1.0408953040e-18
5.4600000000e-06 9.6863156471e-21 1.0447152475e-18
5.4700000000e-06 9.7214542861e-21 1.0485421754e-18
5.4800000000e-06 9.7566550837e-21 1.0523760868e-18
5.4900000000e-06 9.7919180316e-21 1.0562169825e-18
5.5000000000e-06 9.8272431214e-21 1.0600648621e-18
5.5100000000e-06 9.8626303445e-21 1.0639197255e-18
5.5200000000e-06 9.8980796927e-21 1.0677815727e-18
5.5300000000e-06 9.9335911575e-21 1.0716504034e-18
5.5400000000e-06 9.9691647305e-21 1.0755262179e-18
5.5500000000e-06 1.0004800403e-20 1.0794090159e-18
5.5600000000e-06 1.0040498167e-20 1.0832987976e-18
5.5700000000e-06 1.0076258014e-20 1.0871955624e-18
5.5800000000e-06 1.0112079935e-20 1.0910993105e-18
5.5900000000e-06 1.0147963923e-20 1.0950100423e-18
5.6000000000e-06 1.0183909968e-20 1.0989277571e-18
5.6100000000e-06 1.0219918062e-20 1.1028524550e-18
5.6200000000e-06 1.0255988197e-20 1.1067841362e-18
5.6300000000e-06 1.0292120364e-20 1.1107228003e-18
5.6400000000e-06 1.0328314554e-20 1.1146684471e-18
5.6500000000e-06 1.0364570760e-20 1.1186210770e-18
5.6600000000e-06 1.0400888973e-20 1.1225806898e-18
5.6700000000e-06 1.0437269185e-20 1.1265472850e-18
5.6800000000e-06 1.0473711386e-20 1.1305208632e-18
5.6900000000e-06 1.0510215569e-20 1.1345014241e-18
5.7000000000e-06 1.0546781724e-20 1.1384889672e-18
5.7100000000e-06 1.0583409844e-20 1.1424834930e-18
5.7200000000e-06 1.0620099920e-20 1.1464850013e-18
5.7300000000e-06 1.0656851944e-20 1.1504934914e-18
5.7400000000e-06 1.0693665907e-20 1.1545089642e-18
5.7500000000e-06 1.0730541800e-20 1.1585314193e-18
5.7600000000e-06 1.0767479616e-20 1.1625608562e-18
5.7700000000e-06 1.0804479345e-20 1.1665972752e-18
5.7800000000e-06 1.0841540979e-20 1.1706406763e-18
5.7900000000e-06 1.0878664509e-20 1.1746910592e-18
5.8000000000e-06 1.0915849928e-20 1.1787484242e-18
5.8100000000e-06 1.0953097226e-20 1.1828127710e-18
5.8200000000e-06 1.0990406395e-20 1.1868840993e-18
5.8300000000e-06 1.1027777427e-20 1.1909624095e-18
5.8400000000e-06 1.1065210313e-20 1.1950477009e-18
5.8500000000e-06 1.1102705044e-20 1.1991399742e-18
5.8600000000e-06 1.1140261613e-20 1.2032392285e-18
5.8700000000e-06 1.1177880009e-20 1.2073454645e-18
5.8800000000e-06 1.1215560226e-20 1.2114586817e-18
5.8900000000e-06 1.1253302254e-20 1.2155788802e-18
5.9000000000e-06 1.1291106084e-20 1.2197060599e-18
5.9100000000e-06 1.1328971709e-20 1.2238402208e-18
5.9200000000e-06 1.1366899120e-20 1.2279813622e-18
5.9300000000e-06 1.1404888308e-20 1.2321294854e-18
5.9400000000e-06 1.1442939265e-20 1.2362845887e-18
5.9500000000e-06 1.1481051981e-20 1.2404466735e-18
5.9600000000e-06 1.1519226450e-20 1.2446157385e-18
5.9700000000e-06 1.1557462661e-20 1.2487917847e-18
5.9800000000e-06 1.1595760606e-20 1.2529748110e-18
5.9900000000e-06 1.1634120278e-20 1.2571648183e-18
6.0000000000e-06 1.1672541666e-20 1.2613618059e-18
6.0100000000e-06 1.1711024763e-20 1.2655657738e-18
6.0200000000e-06 1.1749569561e-20 1.2697767223e-18
6.0300000000e-06 1.1788176050e-20 1.2739946508e-18
6.0400000000e-06 1.1826844222e-20 1.2782195597e-18
6.0500000000e-06 1.1865574068e-20 1.2824514485e-18
6.0600000000e-06 1.1904365580e-20 1.2866903179e-18
6.0700000000e-06 1.1943218749e-20 1.2909361668e-18
6.0800000000e-06 1.1982133567e-20 1.2951889959e-18
6.0900000000e-06 1.2021110025e-20 1.2994488046e-18
6.1000000000e-06 1.2060148114e-20 1.3037155935e-18
6.1100000000e-06 1.2099247825e-20 1.3079893619e-18
6.1200000000e-06 1.2138409151e-20 1.3122701100e-18
6.1300000000e-06 1.2177632083e-20 1.3165578374e-18
6.1400000000e-06 1.2216916612e-20 1.3208525446e-18
6.1500000000e-06 1.2256262728e-20 1.3251542318e-18
6.1600000000e-06 1.2295670425e-20 1.3294628977e-18
6.1700000000e-06 1.2335139692e-20 1.3337785431e-18
6.1800000000e-06 1.2374670522e-20 1.3381011678e-18
6.1900000000e-06 1.2414262906e-20 1.3424307715e-18
6.2000000000e-06 1.2453916835e-20 1.3467673545e-18
6.2100000000e-06 1.2493632300e-20 1.3511109165e-18
6.2200000000e-06 1.2533409294e-20 1.3554614575e-18
6.2300000000e-06 1.2573247806e-20 1.3598189774e-18
6.2400000000e-06 1.2613147829e-20 1.3641834761e-18
6.2500000000e-06 1.2653109354e-20 1.3685549536e-18
6.2600000000e-06 1.2693132373e-20 1.3729334098e-18
6.2700000000e-06 1.2733216876e-20 1.3773188447e-18
6.2800000000e-06 1.2773362855e-20 1.3817112580e-18
6.2900000000e-06 1.2813570301e-20 1.3861106500e-18
6.3000000000e-06 1.2853839206e-20 1.3905170207e-18
6.3100000000e-06 1.2894169561e-20 1.3949303692e-18
6.3200000000e-06 1.2934561357e-20 1.3993506961e-18
6.3300000000e-06 1.2975014585e-20 1.4037780016e-18
6.3400000000e-06 1.3015529238e-20 1.4082122849e-18
6.3500000000e-06 1.3056105306e-20 1.4126535466e-18
6.3600000000e-06 1.3096742780e-20 1.4171017859e-18
6.3700000000e-06 1.3137441653e-20 1.4215570035e-18
6.3800000000e-06 1.3178201914e-20 1.4260191988e-18
6.3900000000e-06 1.3219023556e-20 1.4304883721e-18
6.4000000000e-06 1.3259906570e-20 1.4349645230e-18
6.4100000000e-06 1.3300850946e-20 1.4394476515e-18
6.4200000000e-06 1.3341856677e-20 1.4439377579e-18
6.4300000000e-06 1.3382923754e-20 1.4484348416e-18
6.4400000000e-06 1.3424052168e-20 1.4529389029e-18
6.4500000000e-06 1.3465241910e-20 1.4574499416e-18
6.4600000000e-06 1.3506492971e-20 1.4619679575e-18
6.4700000000e-06 1.3547805343e-20 1.4664929509e-18
6.4800000000e-06 1.3589179018e-20 1.4710249216e-18
6.4900000000e-06 1.3630613985e-20 1.4755638688e-18
6.5000000000e-06 1.3672110238e-20 1.4801097936e-18
6.5100000000e-06 1.3713667766e-20 1.4846626952e-18
6.5200000000e-06 1.3755286561e-20 1.4892225740e-18
6.5300000000e-06 1.3796966614e-20 1.4937894293e-18
6.5400000000e-06 1.3838707917e-20 1.4983632613e-18
6.5500000000e-06 1.3880510461e-20 1.5029440706e-18
6.5600000000e-06 1.3922374238e-20 1.5075318562e-18
6.5700000000e-06 1.3964299237e-20 1.5121266183e-18
6.5800000000e-06 1.4006285451e-20 1.5167283571e-18
6.5900000000e-06 1.4048332871e-20 1.5213370725e-18
6.6000000000e-06 1.4090441488e-20 1.5259527637e-18
6.6100000000e-06 1.4132611294e-20 1.5305754317e-18
6.6200000000e-06 1.4174842279e-20 1.5352050757e-18
6.6300000000e-06 1.4217134434e-20 1.5398416961e-18
6.6400000000e-06 1.4259487752e-20 1.5444852924e-18
6.6500000000e-06 1.4301902223e-20 1.5491358647e-18
6.6600000000e-06 1.4344377838e-20 1.5537934130e-18
6.6700000000e-06 1.4386914590e-20 1.5584579374e-18
6.6800000000e-06 1.4429512467e-20 1.5631294375e-18
6.6900000000e-06 1.4472171463e-20 1.5678079133e-18
6.7000000000e-06 1.4514891569e-20 1.5724933648e-18
6.7100000000e-06 1.4557672774e-20 1.5771857920e-18
6.7200000000e-06 1.4600515071e-20 1.5818851950e-18
6.7300000000e-06 1.4643418452e-20 1.5865915730e-18
6.7400000000e-06 1.4686382906e-20 1.5913049267e-18
6.7500000000e-06 1.4729408425e-20 1.5960252557e-18
6.7600000000e-06 1.4772495001e-20 1.6007525600e-18
6.7700000000e-06 1.4815642625e-20 1.6054868394e-18
6.7800000000e-06 1.4858851287e-20 1.6102280940e-18
6.7900000000e-06 1.4902120979e-20 1.6149763238e-18
6.8000000000e-06 1.4945451692e-20 1.6197315287e-18
6.8100000000e-06 1.4988843418e-20 1.6244937080e-18
6.8200000000e-06 1.5032296147e-20 1.6292628627e-18
6.8300000000e-06 1.5075809870e-20 1.6340389920e-18
6.8400000000e-06 1.5119384580e-20 1.6388220961e-18
6.8500000000e-06 1.5163020266e-20 1.6436121746e-18
6.8600000000e-06 1.5206716920e-20 1.6484092280e-18
6.8700000000e-06 1.5250474534e-20 1.6532132559e-18
6.8800000000e-06 1.5294293098e-20 1.6580242581e-18
6.8900000000e-06 1.5338172603e-20 1.6628422350e-18
6.9000000000e-06 1.5382113041e-20 1.6676671858e-18
6.9100000000e-06 1.5426114403e-20 1.6724991111e-18
6.9200000000e-06 1.5470176680e-20 1.6773380106e-18
6.9300000000e-06 1.5514299863e-20 1.6821838842e-18
6.9400000000e-06 1.5558483943e-20 1.6870367318e-18
6.9500000000e-06 1.5602728911e-20 1.6918965534e-18
6.9600000000e-06 1.5647034759e-20 1.6967633491e-18
6.9700000000e-06 1.5691401477e-20 1.7016371180e-18
6.9800000000e-06 1.5735829056e-20 1.7065178613e-18
6.9900000000e-06 1.5780317489e-20 1.7114055778e-18
7.0000000000e-06 1.5824866765e-20 1.7163002684e-18
7.0100000000e-06 1.5869476877e-20 1.7212019326e-18
7.0200000000e-06 1.5914147814e-20 1.7261105701e-18
7.0300000000e-06 1.5958879569e-20 1.7310261810e-18
7.0400000000e-06 1.6003672131e-20 1.7359487653e-18
7.0500000000e-06 1.6048525493e-20 1.7408783229e-18
7.0600000000e-06 1.6093439646e-20 1.7458148540e-18
7.0700000000e-06 1.6138414580e-20 1.7507583576e-18
7.0800000000e-06 1.6183450287e-20 1.7557088351e-18
7.0900000000e-06 1.6228546757e-20 1.7606662850e-18
7.1000000000e-06 1.6273703982e-20 1.7656307082e-18
7.1100000000e-06 1.6318921952e-20 1.7706021039e-18
7.1200000000e-06 1.6364200660e-20 1.7755804728e-18
7.1300000000e-06 1.6409540096e-20 1.7805658140e-18
7.1400000000e-06 1.6454940250e-20 1.7855581283e-18
7.1500000000e-06 1.6500401115e-20 1.7905574149e-18
7.1600000000e-06 1.6545922680e-20 1.7955636743e-18
7.1700000000e-06 1.6591504938e-20 1.8005769062e-18
7.1800000000e-06 1.6637147879e-20 1.8055971102e-18
7.1900000000e-06 1.6682851495e-20 1.8106242866e-18
7.2000000000e-06 1.6728615775e-20 1.8156584353e-18
7.2100000000e-06 1.6774440712e-20 1.8206995565e-18
7.2200000000e-06 1.6820326296e-20 1.8257476495e-18
7.2300000000e-06 1.6866272519e-20 1.8308027147e-18
7.2400000000e-06 1.6912279371e-20 1.8358647514e-18
7.2500000000e-06 1.6958346844e-20 1.8409337607e-18
7.2600000000e-06 1.7004474928e-20 1.8460097414e-18
7.2700000000e-06 1.7050663614e-20 1.8510926943e-18
7.2800000000e-06 1.7096912894e-20 1.8561826186e-18
7.2900000000e-06 1.7143222759e-20 1.8612795145e-18
7.3000000000e-06 1.7189593199e-20 1.8663833824e-18
7.3100000000e-06 1.7236024205e-20 1.8714942212e-18
7.3200000000e-06 1.7282515770e-20 1.8766120317e-18
7.3300000000e-06 1.7329067882e-20 1.8817368136e-18
7.3400000000e-06 1.7375680534e-20 1.8868685668e-18
7.3500000000e-06 1.7422353717e-20 1.8920072915e-18
7.3600000000e-06 1.7469087421e-20 1.8971529872e-18
7.3700000000e-06 1.7515881638e-20 1.9023056536e-18
7.3800000000e-06 1.7562736358e-20 1.9074652914e-18
7.3900000000e-06 1.7609651573e-20 1.9126319003e-18
7.4000000000e-06 1.7656627273e-20 1.9178054796e-18
7.4100000000e-06 1.7703663449e-20 1.9229860300e-18
7.4200000000e-06 1.7750760093e-20 1.9281735510e-18
7.4300000000e-06 1.7797917195e-20 1.9333680431e-18
7.4400000000e-06 1.7845134747e-20 1.9385695055e-18
7.4500000000e-06 1.7892412739e-20 1.9437779383e-18
7.4600000000e-06 1.7939751162e-20 1.9489933419e-18
7.4700000000e-06 1.7987150007e-20 1.9542157156e-18
7.4800000000e-06 1.8034609265e-20 1.9594450598e-18
7.4900000000e-06 1.8082128928e-20 1.9646813742e-18
7.5000000000e-06 1.8129708985e-20 1.9699246590e-18
7.5100000000e-06 1.8177349429e-20 1.9751749139e-18
7.5200000000e-06 1.8225050249e-20 1.9804321386e-18
7.5300000000e-06 1.8272811437e-20 1.9856963334e-18
7.5400000000e-06 1.8320632984e-20 1.9909674985e-18
7.5500000000e-06 1.8368514881e-20 1.9962456329e-18
7.5600000000e-06 1.8416457118e-20 2.0015307375e-18
7.5700000000e-06 1.8464459687e-20 2.0068228114e-18
7.5800000000e-06 1.8512522579e-20 2.0121218552e-18
7.5900000000e-06 1.8560645783e-20 2.0174278687e-18
7.6000000000e-06 1.8608829292e-20 2.0227408514e-18
7.6100000000e-06 1.8657073096e-20 2.0280608037e-18
7.6200000000e-06 1.8705377187e-20 2.0333877257e-18
7.6300000000e-06 1.8753741554e-20 2.0387216167e-18
7.6400000000e-06 1.8802166189e-20 2.0440624767e-18
7.6500000000e-06 1.8850651084e-20 2.0494103062e-18
7.6600000000e-06 1.8899196227e-20 2.0547651048e-18
7.6700000000e-06 1.8947801612e-20 2.0601268725e-18
7.6800000000e-06 1.8996467228e-20 2.0654956089e-18
7.6900000000e-06 1.9045193066e-20 2.0708713142e-18
7.7000000000e-06 1.9093979117e-20 2.0762539886e-18
7.7100000000e-06 1.9142825373e-20 2.0816436315e-18
7.7200000000e-06 1.9191731824e-20 2.0870402433e-18
7.7300000000e-06 1.9240698460e-20 2.0924438234e-18
7.7400000000e-06 1.9289725273e-20 2.0978543725e-18
7.7500000000e-06 1.9338812254e-20 2.1032718897e-18
7.7600000000e-06 1.9387959393e-20 2.1086963756e-18
7.7700000000e-06 1.9437166682e-20 2.1141278295e-18
7.7800000000e-06 1.9486434111e-20 2.1195662518e-18
7.7900000000e-06 1.9535761670e-20 2.1250116423e-18
7.8000000000e-06 1.9585149352e-20 2.1304640013e-18
7.8100000000e-06 1.9634597146e-20 2.1359233279e-18
7.8200000000e-06 1.9684105044e-20 2.1413896226e-18
7.8300000000e-06 1.9733673036e-20 2.1468628854e-18
7.8400000000e-06 1.9783301114e-20 2.1523431159e-18
7.8500000000e-06 1.9832989268e-20 2.1578303145e-18
7.8600000000e-06 1.9882737488e-20 2.1633244804e-18
7.8700000000e-06 1.9932545766e-20 2.1688256144e-18
7.8800000000e-06 1.9982414093e-20 2.1743337156e-18
7.8900000000e-06 2.0032342459e-20 2.1798487844e-18
7.9000000000e-06 2.0082330855e-20 2.1853708206e-18
7.9100000000e-06 2.0132379272e-20 2.1908998245e-18
7.9200000000e-06 2.0182487701e-20 2.1964357955e-18
7.9300000000e-06 2.0232656133e-20 2.2019787338e-18
7.9400000000e-06 2.0282884558e-20 2.2075286391e-18
7.9500000000e-06 2.0333172967e-20 2.2130855117e-18
7.9600000000e-06 2.0383521351e-20 2.2186493510e-18
7.9700000000e-06 2.0433929701e-20 2.2242201576e-18
7.9800000000e-06 2.0484398008e-20 2.2297979312e-18
7.9900000000e-06 2.0534926262e-20 2.2353826712e-18
8.0000000000e-06 2.0585514454e-20 2.2409743782e-18
8.0100000000e-06 2.0636162575e-20 2.2465730520e-18
8.0200000000e-06 2.0686870616e-20 2.2521786924e-18
8.0300000000e-06 2.0737638567e-20 2.2577912991e-18
8.0400000000e-06 2.0788466419e-20 2.2634108726e-18
8.0500000000e-06 2.0839354164e-20 2.2690374124e-18
8.0600000000e-06 2.0890301791e-20 2.2746709185e-18
8.0700000000e-06 2.0941309292e-20 2.2803113906e-18
8.0800000000e-06 2.0992376657e-20 2.2859588293e-18
8.0900000000e-06 2.1043503877e-20 2.2916132343e-18
8.1000000000e-06 2.1094690943e-20 2.2972746048e-18
8.1100000000e-06 2.1145937845e-20 2.3029429417e-18
8.1200000000e-06 2.1197244575e-20 2.3086182445e-18
8.1300000000e-06 2.1248611123e-20 2.3143005130e-18
8.1400000000e-06 2.1300037480e-20 2.3199897474e-18
8.1500000000e-06 2.1351523636e-20 2.3256859479e-18
8.1600000000e-06 2.1403069582e-20 2.3313891135e-18
8.1700000000e-06 2.1454675309e-20 2.3370992453e-18
8.1800000000e-06 2.1506340808e-20 2.3428163418e-18
8.1900000000e-06 2.1558066070e-20 2.3485404042e-18
8.2000000000e-06 2.1609851085e-20 2.3542714322e-18
8.2100000000e-06 2.1661695843e-20 2.3600094250e-18
8.2200000000e-06 2.1713600336e-20 2.3657543833e-18
8.2300000000e-06 2.1765564554e-20 2.3715063069e-18
8.2400000000e-06 2.1817588489e-20 2.3772651953e-18
8.2500000000e-06 2.1869672130e-20 2.3830310491e-18
8.2600000000e-06 2.1921815468e-20 2.3888038674e-18
8.2700000000e-06 2.1974018494e-20 2.3945836512e-18
8.2800000000e-06 2.2026281199e-20 2.4003703994e-18
8.2900000000e-06 2.2078603574e-20 2.4061641127e-18
8.3000000000e-06 2.2130985609e-20 2.4119647905e-18
8.3100000000e-06 2.2183427295e-20 2.4177724328e-18
8.3200000000e-06 2.2235928622e-20 2.4235870396e-18
8.3300000000e-06 2.2288489581e-20 2.4294086111e-18
8.3400000000e-06 2.2341110163e-20 2.4352371471e-18
8.3500000000e-06 2.2393790359e-20 2.4410726470e-18
8.3600000000e-06 2.2446530159e-20 2.4469151117e-18
8.3700000000e-06 2.2499329554e-20 2.4527645404e-18
8.3800000000e-06 2.2552188534e-20 2.4586209331e-18
8.3900000000e-06 2.2605107091e-20 2.4644842902e-18
8.4000000000e-06 2.2658085214e-20 2.4703546110e-18
8.4100000000e-06 2.2711122895e-20 2.4762318959e-18
8.4200000000e-06 2.2764220124e-20 2.4821161446e-18
8.4300000000e-06 2.2817376892e-20 2.4880073574e-18
8.4400000000e-06 2.2870593189e-20 2.4939055334e-18
8.4500000000e-06 2.2923869006e-20 2.4998106734e-18
8.4600000000e-06 2.2977204334e-20 2.5057227770e-18
8.4700000000e-06 2.3030599164e-20 2.5116418440e-18
8.4800000000e-06 2.3084053485e-20 2.5175678743e-18
8.4900000000e-06 2.3137567289e-20 2.5235008685e-18
8.5000000000e-06 2.3191140566e-20 2.5294408254e-18
8.5100000000e-06 2.3244773307e-20 2.5353877459e-18
8.5200000000e-06 2.3298465502e-20 2.5413416294e-18
8.5300000000e-06 2.3352217143e-20 2.5473024762e-18
8.5400000000e-06 2.3406028219e-20 2.5532702859e-18
8.5500000000e-06 2.3459898721e-20 2.5592450585e-18
8.5600000000e-06 2.3513828640e-20 2.5652267941e-18
8.5700000000e-06 2.3567817967e-20 2.5712154927e-18
8.5800000000e-06 2.3621866692e-20 2.5772111538e-18
8.5900000000e-06 2.3675974805e-20 2.5832137779e-18
8.6000000000e-06 2.3730142298e-20 2.5892233642e-18
8.6100000000e-06 2.3784369161e-20 2.5952399135e-18
8.6200000000e-06 2.3838655383e-20 2.6012634250e-18
8.6300000000e-06 2.3893000957e-20 2.6072938988e-18
8.6400000000e-06 2.3947405873e-20 2.6133313352e-18
8.6500000000e-06 2.4001870121e-20 2.6193757338e-18
8.6600000000e-06 2.4056393691e-20 2.6254270949e-18
8.6700000000e-06 2.4110976575e-20 2.6314854176e-18
8.6800000000e-06 2.4165618762e-20 2.6375507027e-18
8.6900000000e-06 2.4220320244e-20 2.6436229497e-18
8.7000000000e-06 2.4275081011e-20 2.6497021586e-18
8.7100000000e-06 2.4329901054e-20 2.6557883295e-18
8.7200000000e-06 2.4384780363e-20 2.6618814623e-18
8.7300000000e-06 2.4439718928e-20 2.6679815564e-18
8.7400000000e-06 2.4494716740e-20 2.6740886127e-18
8.7500000000e-06 2.4549773790e-20 2.6802026303e-18
8.7600000000e-06 2.4604890069e-20 2.6863236092e-18
8.7700000000e-06 2.4660065566e-20 2.6924515497e-18
8.7800000000e-06 2.4715300272e-20 2.6985864519e-18
8.7900000000e-06 2.4770594179e-20 2.7047283152e-18
8.8000000000e-06 2.4825947276e-20 2.7108771394e-18
8.8100000000e-06 2.4881359553e-20 2.7170329253e-18
8.8200000000e-06 2.4936831002e-20 2.7231956723e-18
8.8300000000e-06 2.4992361613e-20 2.7293653798e-18
8.8400000000e-06 2.5047951377e-20 2.7355420487e-18
8.8500000000e-06 2.5103600283e-20 2.7417256786e-18
8.8600000000e-06 2.5159308323e-20 2.7479162690e-18
8.8700000000e-06 2.5215075487e-20 2.7541138202e-18
8.8800000000e-06 2.5270901765e-20 2.7603183321e-18
8.8900000000e-06 2.5326787149e-20 2.7665298048e-18
8.9000000000e-06 2.5382731627e-20 2.7727482379e-18
8.9100000000e-06 2.5438735192e-20 2.7789736315e-18
8.9200000000e-06 2.5494797833e-20 2.7852059856e-18
8.9300000000e-06 2.5550919541e-20 2.7914453003e-18
8.9400000000e-06 2.5607100307e-20 2.7976915748e-18
8.9500000000e-06 2.5663340120e-20 2.8039448096e-18
8.9600000000e-06 2.5719638972e-20 2.8102050046e-18
8.9700000000e-06 2.5775996852e-20 2.8164721599e-18
8.9800000000e-06 2.5832413752e-20 2.8227462745e-18
8.9900000000e-06 2.5888889662e-20 2.8290273500e-18
9.0000000000e-06 2.5945424572e-20 2.8353153845e-18
9.0100000000e-06 2.6002018472e-20 2.8416103794e-18
9.0200000000e-06 2.6058671354e-20 2.8479123337e-18
9.0300000000e-06 2.6115383207e-20 2.8542212479e-18
9.0400000000e-06 2.6172154022e-20 2.8605371214e-18
9.0500000000e-06 2.6228983790e-20 2.8668599547e-18
9.0600000000e-06 2.6285872501e-20 2.8731897472e-18
9.0700000000e-06 2.6342820145e-20 2.8795264994e-18
9.0800000000e-06 2.6399826712e-20 2.8858702105e-18
9.0900000000e-06 2.6456892194e-20 2.8922208812e-18
9.1000000000e-06 2.6514016581e-20 2.8985785108e-18
9.1100000000e-06 2.6571199863e-20 2.9049430995e-18
9.1200000000e-06 2.6628442030e-20 2.9113146474e-18
9.1300000000e-06 2.6685743073e-20 2.9176931545e-18
9.1400000000e-06 2.6743102983e-20 2.9240786200e-18
9.1500000000e-06 2.6800521749e-20 2.9304710445e-18
9.1600000000e-06 2.6857999362e-20 2.9368704276e-18
9.1700000000e-06 2.6915535813e-20 2.9432767698e-18
9.1800000000e-06 2.6973131092e-20 2.9496900703e-18
9.1900000000e-06 2.7030785190e-20 2.9561103296e-18
9.2000000000e-06 2.7088498096e-20 2.9625375471e-18
9.2100000000e-06 2.7146269801e-20 2.9689717229e-18
9.2200000000e-06 2.7204100296e-20 2.9754128573e-18
9.2300000000e-06 2.7261989571e-20 2.9818609501e-18
9.2400000000e-06 2.7319937616e-20 2.9883160009e-18
9.2500000000e-06 2.7377944422e-20 2.9947780099e-18
