# phi V_T=1e-05 V_T=1e-03 V_T=1e-01
1.362500000000000044e+00 -4.565480191311985236e-02 -2.149006642864567662e-02 -3.691017272344284273e-03
1.364999999999999991e+00 -4.599080552380738207e-02 -2.164814437227322030e-02 -3.713152855262710859e-03
1.367499999999999938e+00 -4.632866038405936832e-02 -2.180709281512769465e-02 -3.735377291688921509e-03
1.370000000000000107e+00 -4.666837328119814027e-02 -2.196691494711617079e-02 -3.757690766232369382e-03
1.372500000000000053e+00 -4.700995101496572431e-02 -2.212761396397968511e-02 -3.780093463545752559e-03
1.375000000000000000e+00 -4.735340039752358732e-02 -2.228919306729321842e-02 -3.802585568325033121e-03
1.377499999999999947e+00 -4.769872825345287254e-02 -2.245165546446573415e-02 -3.825167265309431519e-03
1.380000000000000115e+00 -4.804594141975437882e-02 -2.261500436874013323e-02 -3.847838739281416592e-03
1.382500000000000062e+00 -4.839504674584833160e-02 -2.277924299919324713e-02 -3.870600175066713812e-03
1.385000000000000009e+00 -4.874605109357466048e-02 -2.294437458073587607e-02 -3.893451757534301810e-03
1.387499999999999956e+00 -4.909896133719286737e-02 -2.311040234411276817e-02 -3.916393671596424958e-03
1.390000000000000124e+00 -4.945378436338201955e-02 -2.327732952590269230e-02 -3.939426102208564741e-03
1.392500000000000071e+00 -4.981052707124072887e-02 -2.344515936851822649e-02 -3.962549234369472720e-03
1.395000000000000018e+00 -5.016919637228729051e-02 -2.361389512020604237e-02 -3.985763253121146245e-03
1.397499999999999964e+00 -5.052979919045954421e-02 -2.378354003504666234e-02 -4.009068343548844067e-03
1.400000000000000133e+00 -5.089234246211492979e-02 -2.395409737295465039e-02 -4.032464690781074196e-03
1.402500000000000080e+00 -5.125683313603041080e-02 -2.412557039967845249e-02 -4.055952479989602573e-03
1.405000000000000027e+00 -5.162327817340256475e-02 -2.429796238680050416e-02 -4.079531896389448735e-03
1.407499999999999973e+00 -5.199168454784767329e-02 -2.447127661173717841e-02 -4.103203125238888416e-03
1.409999999999999920e+00 -5.236205924540144468e-02 -2.464551635773882046e-02 -4.126966351839450077e-03
1.412500000000000089e+00 -5.273440926451929134e-02 -2.482068491388972689e-02 -4.150821761535920112e-03
1.415000000000000036e+00 -5.310874161607611471e-02 -2.499678557510809015e-02 -4.174769539716326368e-03
1.417499999999999982e+00 -5.348506332336649960e-02 -2.517382164214613388e-02 -4.198809871811976305e-03
1.419999999999999929e+00 -5.386338142210451985e-02 -2.535179642158999838e-02 -4.222942943297409296e-03
1.422500000000000098e+00 -5.424370296042398121e-02 -2.553071322585979616e-02 -4.247168939690429586e-03
1.425000000000000044e+00 -5.462603499887806746e-02 -2.571057537320954600e-02 -4.271488046552085471e-03
1.427499999999999991e+00 -5.501038461043976369e-02 -2.589138618772725622e-02 -4.295900449486699663e-03
1.429999999999999938e+00 -5.539675888050151625e-02 -2.607314899933489347e-02 -4.320406334141831985e-03
1.432500000000000107e+00 -5.578516490687539242e-02 -2.625586714378839656e-02 -4.345005886208301929e-03
1.435000000000000053e+00 -5.617560979979306646e-02 -2.643954396267758286e-02 -4.369699291420182583e-03
1.437500000000000000e+00 -5.656810068190576413e-02 -2.662418280342628354e-02 -4.394486735554801494e-03
1.439999999999999947e+00 -5.696264468828431127e-02 -2.680978701929226382e-02 -4.419368404432741544e-03
1.442500000000000115e+00 -5.735924896641915460e-02 -2.699635996936727150e-02 -4.444344483917843543e-03
1.445000000000000062e+00 -5.775792067622029236e-02 -2.718390501857694680e-02 -4.469415159917189753e-03
1.447500000000000009e+00 -5.815866699001726731e-02 -2.737242553768091252e-02 -4.494580618381130779e-03
1.449999999999999956e+00 -5.856149509255933333e-02 -2.756192490327278449e-02 -4.519841045303262146e-03
1.452500000000000124e+00 -5.896641218101524723e-02 -2.775240649778007440e-02 -4.545196626720442515e-03
1.455000000000000071e+00 -5.937342546497333118e-02 -2.794387370946426613e-02 -4.570647548712770264e-03
1.457500000000000018e+00 -5.978254216644157681e-02 -2.813632993242082964e-02 -4.596193997403612980e-03
1.459999999999999964e+00 -6.019376951984747176e-02 -2.832977856657910298e-02 -4.621836158959584037e-03
1.462500000000000133e+00 -6.060711477203820086e-02 -2.852422301770249011e-02 -4.647574219590555611e-03
1.465000000000000080e+00 -6.102258518228043799e-02 -2.871966669738823183e-02 -4.673408365549644797e-03
1.467500000000000027e+00 -6.144018802226047793e-02 -2.891611302306762790e-02 -4.699338783133229225e-03
1.469999999999999973e+00 -6.185993057608420165e-02 -2.911356541800586353e-02 -4.725365658680944457e-03
1.472499999999999920e+00 -6.228182014027705549e-02 -2.931202731130209960e-02 -4.751489178575669242e-03
1.475000000000000089e+00 -6.270586402378425239e-02 -2.951150213788944487e-02 -4.777709529243547200e-03
1.477500000000000036e+00 -6.313206954797026538e-02 -2.971199333853495259e-02 -4.804026897153972075e-03
1.479999999999999982e+00 -6.356044404661936875e-02 -2.991350435983967243e-02 -4.830441468819581669e-03
1.482499999999999929e+00 -6.399099486593545771e-02 -3.011603865423853610e-02 -4.856953430796282986e-03
1.485000000000000098e+00 -6.442372936454193733e-02 -3.031959968000050645e-02 -4.883562969683228824e-03
1.487500000000000044e+00 -6.485865491348172251e-02 -3.052419090122840406e-02 -4.910270272122822105e-03
1.489999999999999991e+00 -6.529577889621748787e-02 -3.072981578785909801e-02 -4.937075524800728019e-03
1.492499999999999938e+00 -6.573510870863136235e-02 -3.093647781566336019e-02 -4.963978914445859279e-03
1.495000000000000107e+00 -6.617665175902520680e-02 -3.114418046624595551e-02 -4.990980627830385666e-03
1.497500000000000053e+00 -6.662041546812026704e-02 -3.135292722704552393e-02 -5.018080851769727950e-03
1.500000000000000000e+00 -6.706640726905752081e-02 -3.156272159133469840e-02 -5.045279773122564836e-03
1.502499999999999947e+00 -6.751463460739745570e-02 -3.177356705822011879e-02 -5.072577578790816479e-03
1.505000000000000115e+00 -6.796510494112031897e-02 -3.198546713264233815e-02 -5.099974455719675712e-03
1.507500000000000062e+00 -6.841782574062565958e-02 -3.219842532537580543e-02 -5.127470590897574218e-03
1.510000000000000009e+00 -6.887280448873284167e-02 -3.241244515302900420e-02 -5.155066171356199878e-03
1.512499999999999956e+00 -6.933004868068073923e-02 -3.262753013804434166e-02 -5.182761384170494166e-03
1.515000000000000124e+00 -6.978956582412790266e-02 -3.284368380869819026e-02 -5.210556416458666899e-03
1.517500000000000071e+00 -7.025136343915225345e-02 -3.306090969910081834e-02 -5.238451455382147660e-03
1.520000000000000018e+00 -7.071544905825148664e-02 -3.327921134919649415e-02 -5.266446688145655190e-03
1.522499999999999964e+00 -7.118183022634286261e-02 -3.349859230476348593e-02 -5.294542301997141008e-03
1.525000000000000133e+00 -7.165051450076322104e-02 -3.371905611741395081e-02 -5.322738484227816300e-03
1.527500000000000080e+00 -7.212150945126888368e-02 -3.394060634459396264e-02 -5.351035422172139774e-03
1.530000000000000027e+00 -7.259482266003591810e-02 -3.416324654958365070e-02 -5.379433303207835013e-03
1.532499999999999973e+00 -7.307046172165987397e-02 -3.438698030149701240e-02 -5.407932314755863577e-03
1.535000000000000142e+00 -7.354843424315599121e-02 -3.461181117528210061e-02 -5.436532644280464913e-03
1.537500000000000089e+00 -7.402874784395893637e-02 -3.483774275172073220e-02 -5.465234479289094761e-03
1.540000000000000036e+00 -7.451141015592310790e-02 -3.506477861742889751e-02 -5.494038007332491952e-03
1.542499999999999982e+00 -7.499642882332242799e-02 -3.529292236485639250e-02 -5.522943416004644571e-03
1.544999999999999929e+00 -7.548381150285042585e-02 -3.552217759228701310e-02 -5.551950892942778687e-03
1.547500000000000098e+00 -7.597356586362026543e-02 -3.575254790383853437e-02 -5.581060625827394782e-03
1.550000000000000044e+00 -7.646569958716455118e-02 -3.598403690946264111e-02 -5.610272802382229584e-03
1.552499999999999991e+00 -7.696022036743560557e-02 -3.621664822494496255e-02 -5.639587610374278623e-03
1.554999999999999938e+00 -7.745713591080534421e-02 -3.645038547190514178e-02 -5.669005237613788419e-03
1.557500000000000107e+00 -7.795645393606523421e-02 -3.668525227779675935e-02 -5.698525871954264292e-03
1.560000000000000053e+00 -7.845818217442625253e-02 -3.692125227590726394e-02 -5.728149701292459088e-03
1.562500000000000000e+00 -7.896232836951906642e-02 -3.715838910535815276e-02 -5.757876913568377511e-03
1.564999999999999947e+00 -7.946890027739393625e-02 -3.739666641110484663e-02 -5.787707696765292606e-03
1.567500000000000115e+00 -7.997790566652072941e-02 -3.763608784393673856e-02 -5.817642238909707594e-03
1.570000000000000062e+00 -8.048935231778865662e-02 -3.787665706047713132e-02 -5.847680728071389701e-03
1.572500000000000009e+00 -8.100324802450693806e-02 -3.811837772318328599e-02 -5.877823352363363216e-03
1.574999999999999956e+00 -8.151960059240404011e-02 -3.836125350034644277e-02 -5.908070299941894747e-03
1.577500000000000124e+00 -8.203841783962813328e-02 -3.860528806609184183e-02 -5.938421759006524449e-03
1.580000000000000071e+00 -8.255970759674693960e-02 -3.885048510037854286e-02 -5.968877917800009640e-03
1.582500000000000018e+00 -8.308347770674787136e-02 -3.909684828899966796e-02 -5.999438964608400267e-03
1.584999999999999964e+00 -8.360973602503783686e-02 -3.934438132358226287e-02 -6.030105087760971247e-03
1.587500000000000133e+00 -8.413849041944336526e-02 -3.959308790158733854e-02 -6.060876475630268441e-03
1.590000000000000080e+00 -8.466974877021050949e-02 -3.984297172630980877e-02 -6.091753316632071355e-03
1.592500000000000027e+00 -8.520351897000501273e-02 -4.009403650687861503e-02 -6.122735799225432173e-03
1.594999999999999973e+00 -8.573980892391214192e-02 -4.034628595825656694e-02 -6.153824111912641927e-03
1.597500000000000142e+00 -8.627862654943682652e-02 -4.059972380124053648e-02 -6.185018443239253920e-03
1.600000000000000089e+00 -8.681997977650340870e-02 -4.085435376246122213e-02 -6.216318981794061171e-03
1.602500000000000036e+00 -8.736387654745605968e-02 -4.111017957438337089e-02 -6.247725916209125908e-03
1.604999999999999982e+00 -8.791032481705826629e-02 -4.136720497530562562e-02 -6.279239435159750943e-03
1.607499999999999929e+00 -8.845933255249335825e-02 -4.162543370936064302e-02 -6.310859727364506559e-03
1.610000000000000098e+00 -8.901090773336423068e-02 -4.188486952651499645e-02 -6.342586981585197556e-03
1.612500000000000044e+00 -8.956505835169309426e-02 -4.214551618256916904e-02 -6.374421386626879724e-03
1.614999999999999991e+00 -9.012179241192201651e-02 -4.240737743915765079e-02 -6.406363131337880663e-03
1.617499999999999938e+00 -9.068111793091256090e-02 -4.267045706374891778e-02 -6.438412404609778969e-03
1.620000000000000107e+00 -9.124304293794593956e-02 -4.293475882964534890e-02 -6.470569395377386013e-03
1.622500000000000053e+00 -9.180757547472286062e-02 -4.320028651598321195e-02 -6.502834292618784109e-03
1.625000000000000000e+00 -9.237472359536365307e-02 -4.346704390773287185e-02 -6.535207285355300495e-03
1.627499999999999947e+00 -9.294449536640828069e-02 -4.373503479569853386e-02 -6.567688562651511665e-03
1.630000000000000115e+00 -9.351689886681620323e-02 -4.400426297651845176e-02 -6.600278313615258116e-03
1.632500000000000062e+00 -9.409194218796654297e-02 -4.427473225266470580e-02 -6.632976727397626136e-03
1.635000000000000009e+00 -9.466963343365802919e-02 -4.454644643244341784e-02 -6.665783993192948668e-03
1.637499999999999956e+00 -9.524998072010885941e-02 -4.481940932999468191e-02 -6.698700300238825261e-03
1.640000000000000124e+00 -9.583299217595703245e-02 -4.509362476529249486e-02 -6.731725837816098651e-03
1.642500000000000071e+00 -9.641867594225986271e-02 -4.536909656414478409e-02 -6.764860795248859963e-03
1.645000000000000018e+00 -9.700704017249442423e-02 -4.564582855819347001e-02 -6.798105361904467799e-03
1.647499999999999964e+00 -9.759809303255741197e-02 -4.592382458491446606e-02 -6.831459727193512667e-03
1.650000000000000133e+00 -9.819184270076504462e-02 -4.620308848761758153e-02 -6.864924080569862093e-03
1.652500000000000080e+00 -9.878829736785300908e-02 -4.648362411544654238e-02 -6.898498611530609441e-03
1.655000000000000027e+00 -9.938746523697675195e-02 -4.676543532337910924e-02 -6.932183509616121619e-03
1.657499999999999973e+00 -9.998935452371131294e-02 -4.704852597222698024e-02 -6.965978964410015663e-03
1.660000000000000142e+00 -1.005939734560512278e-01 -4.733289992863581180e-02 -6.999885165539149190e-03
1.662500000000000089e+00 -1.012013302744106946e-01 -4.761856106508510073e-02 -7.033902302673636017e-03
1.665000000000000036e+00 -1.018114332316232828e-01 -4.790551325988844783e-02 -7.068030565526846158e-03
1.667499999999999982e+00 -1.024242905929425296e-01 -4.819376039719334981e-02 -7.102270143855411895e-03
1.669999999999999929e+00 -1.030399106360412598e-01 -4.848330636698122004e-02 -7.136621227459194819e-03
1.672500000000000098e+00 -1.036583016510120303e-01 -4.877415506506753429e-02 -7.171084006181330066e-03
1.675000000000000044e+00 -1.042794719403669079e-01 -4.906631039310154624e-02 -7.205658669908193356e-03
1.677499999999999991e+00 -1.049034298190375525e-01 -4.935977625856659279e-02 -7.240345408569410536e-03
1.679999999999999938e+00 -1.055301836143752864e-01 -4.965455657477994139e-02 -7.275144412137865384e-03
1.682500000000000107e+00 -1.061597416661509696e-01 -4.995065526089283864e-02 -7.310055870629709150e-03
1.685000000000000053e+00 -1.067921123265549443e-01 -5.024807624189039229e-02 -7.345079974104307650e-03
1.687500000000000000e+00 -1.074273039601974095e-01 -5.054682344859173782e-02 -7.380216912664321061e-03
1.689999999999999947e+00 -1.080653249441078101e-01 -5.084690081764994818e-02 -7.415466876455630192e-03
1.692500000000000115e+00 -1.087061836677355592e-01 -5.114831229155207548e-02 -7.450830055667386799e-03
1.695000000000000062e+00 -1.093498885329493020e-01 -5.145106181861903993e-02 -7.486306640531979750e-03
1.697500000000000009e+00 -1.099964479540375406e-01 -5.175515335300579639e-02 -7.521896821325067990e-03
1.699999999999999956e+00 -1.106458703577080649e-01 -5.206059085470121639e-02 -7.557600788365549313e-03
1.702500000000000124e+00 -1.112981641830887297e-01 -5.236737828952817836e-02 -7.593418732015579445e-03
1.705000000000000071e+00 -1.119533378817263586e-01 -5.267551962914342190e-02 -7.629350842680564238e-03
1.707500000000000018e+00 -1.126113999175878816e-01 -5.298501885103770043e-02 -7.665397310809162271e-03
1.709999999999999964e+00 -1.132723587670596277e-01 -5.329587993853571182e-02 -7.701558326893285719e-03
1.712500000000000133e+00 -1.139362229189475190e-01 -5.360810688079614000e-02 -7.737834081468096883e-03
1.715000000000000080e+00 -1.146030008744769596e-01 -5.392170367281152316e-02 -7.774224765112004720e-03
1.717500000000000027e+00 -1.152727011472930996e-01 -5.423667431540842715e-02 -7.810730568446687394e-03
1.719999999999999973e+00 -1.159453322634606404e-01 -5.455302281524736924e-02 -7.847351682137062787e-03
1.722500000000000142e+00 -1.166209027614638349e-01 -5.487075318482284580e-02 -7.884088296891291966e-03
1.725000000000000089e+00 -1.172994211922065294e-01 -5.518986944246320053e-02 -7.920940603460810414e-03
1.727500000000000036e+00 -1.179808961190121630e-01 -5.551037561233083950e-02 -7.957908792640293327e-03
1.729999999999999982e+00 -1.186653361176236987e-01 -5.583227572442207853e-02 -7.994993055267666029e-03
1.732499999999999929e+00 -1.193527497762039286e-01 -5.615557381456717095e-02 -8.032193582224105705e-03
1.735000000000000098e+00 -1.200431456953349740e-01 -5.648027392443043943e-02 -8.069510564434051805e-03
1.737500000000000044e+00 -1.207365324880185636e-01 -5.680638010150987349e-02 -8.106944192865188706e-03
1.739999999999999991e+00 -1.214329187796760329e-01 -5.713389639913774021e-02 -8.144494658528440498e-03
1.742499999999999938e+00 -1.221323132081485463e-01 -5.746282687648008453e-02 -8.182162152478014358e-03
1.745000000000000107e+00 -1.228347244236966396e-01 -5.779317559853699299e-02 -8.219946865811355446e-03
1.747500000000000053e+00 -1.235401610890002888e-01 -5.812494663614235779e-02 -8.257848989669129558e-03
1.750000000000000000e+00 -1.242486318791593131e-01 -5.845814406596420987e-02 -8.295868715235295981e-03
1.752499999999999947e+00 -1.249601454816930690e-01 -5.879277197050435111e-02 -8.334006233737057193e-03
1.755000000000000115e+00 -1.256747105965405620e-01 -5.912883443809876377e-02 -8.372261736444858854e-03
1.757500000000000062e+00 -1.263923359360600296e-01 -5.946633556291712475e-02 -8.410635414672401958e-03
1.760000000000000009e+00 -1.271130302250296773e-01 -5.980527944496326354e-02 -8.449127459776639357e-03
1.762499999999999956e+00 -1.278368022006472760e-01 -6.014567019007481530e-02 -8.487738063157777499e-03
1.765000000000000124e+00 -1.285636606125299952e-01 -6.048751190992352617e-02 -8.526467416259267754e-03
1.767500000000000071e+00 -1.292936142227147089e-01 -6.083080872201498263e-02 -8.565315710567832433e-03
1.770000000000000018e+00 -1.300266718056578563e-01 -6.117556474968870867e-02 -8.604283137613417953e-03
1.772499999999999964e+00 -1.307628421482354142e-01 -6.152178412211824210e-02 -8.643369888969252082e-03
1.775000000000000133e+00 -1.315021340497430913e-01 -6.186947097431111375e-02 -8.682576156251790161e-03
1.777500000000000080e+00 -1.322445563218960229e-01 -6.221862944710867399e-02 -8.721902131120746332e-03
1.780000000000000027e+00 -1.329901177888289099e-01 -6.256926368718629394e-02 -8.761348005279100473e-03
1.782499999999999973e+00 -1.337388272870963513e-01 -6.292137784705338632e-02 -8.800913970473068712e-03
1.785000000000000142e+00 -1.344906936656721785e-01 -6.327497608505319726e-02 -8.840600218492132914e-03
1.787500000000000089e+00 -1.352457257859498996e-01 -6.363006256536292427e-02 -8.880406941169004253e-03
1.790000000000000036e+00 -1.360039325217426986e-01 -6.398664145799380643e-02 -8.920334330379657908e-03
1.792499999999999982e+00 -1.367653227592832976e-01 -6.434471693879095788e-02 -8.960382578043341734e-03
1.794999999999999929e+00 -1.375299053972240948e-01 -6.470429318943352048e-02 -9.000551876122515546e-03
1.797500000000000098e+00 -1.382976893466369983e-01 -6.506537439743452500e-02 -9.040842416622929187e-03
1.800000000000000044e+00 -1.390686835310133151e-01 -6.542796475614093277e-02 -9.081254391593558337e-03
1.802499999999999991e+00 -1.398428968862643063e-01 -6.579206846473374670e-02 -9.121787993126646149e-03
1.804999999999999938e+00 -1.406203383607204926e-01 -6.615768972822783089e-02 -9.162443413357666822e-03
1.807500000000000107e+00 -1.414010169151322938e-01 -6.652483275747211877e-02 -9.203220844465384576e-03
1.810000000000000053e+00 -1.421849415226695279e-01 -6.689350176914933555e-02 -9.244120478671770391e-03
1.812500000000000000e+00 -1.429721211689215787e-01 -6.726370098577633128e-02 -9.285142508242076598e-03
1.814999999999999947e+00 -1.437625648518973120e-01 -6.763543463570374781e-02 -9.326287125484790039e-03
1.817500000000000115e+00 -1.445562815820256863e-01 -6.800870695311635183e-02 -9.367554522751675439e-03
1.820000000000000062e+00 -1.453532803821545594e-01 -6.838352217803266020e-02 -9.408944892437723362e-03
1.822500000000000009e+00 -1.461535702875519371e-01 -6.875988455630532847e-02 -9.450458426981179702e-03
1.824999999999999956e+00 -1.469571603459050579e-01 -6.913779833962090116e-02 -9.492095318863554357e-03
1.827500000000000124e+00 -1.477640596173209753e-01 -6.951726778549981167e-02 -9.533855760609609084e-03
1.830000000000000071e+00 -1.485742771743261414e-01 -6.989829715729652115e-02 -9.575739944787333216e-03
1.832500000000000018e+00 -1.493878221018668240e-01 -7.028089072419943517e-02 -9.617748064007999170e-03
1.834999999999999964e+00 -1.502047034973085782e-01 -7.066505276123086210e-02 -9.659880310926117347e-03
1.837500000000000133e+00 -1.510249304704369133e-01 -7.105078754924720741e-02 -9.702136878239450007e-03
1.840000000000000080e+00 -1.518485121434566265e-01 -7.143809937493857121e-02 -9.744517958689007803e-03
1.842500000000000027e+00 -1.526754576509920802e-01 -7.182699253082923396e-02 -9.787023745059053245e-03
1.844999999999999973e+00 -1.535057761400875076e-01 -7.221747131527733732e-02 -9.829654430177107646e-03
1.847500000000000142e+00 -1.543394767702065684e-01 -7.260954003247505062e-02 -9.872410206913938974e-03
1.850000000000000089e+00 -1.551765687132325156e-01 -7.300320299244832112e-02 -9.915291268183572260e-03
1.852500000000000036e+00 -1.560170611534681395e-01 -7.339846451105723479e-02 -9.958297806943273989e-03
1.854999999999999982e+00 -1.568609632876357962e-01 -7.379532890999580819e-02 -1.000143001619357985e-02
1.857499999999999929e+00 -1.577082843248776289e-01 -7.419380051679183574e-02 -1.004468808897825312e-02
1.860000000000000098e+00 -1.585590334867552909e-01 -7.459388366480736166e-02 -1.008807221838433667e-02
1.862500000000000044e+00 -1.594132200072497507e-01 -7.499558269323804149e-02 -1.013158259754209749e-02
1.864999999999999991e+00 -1.602708531327619590e-01 -7.539890194711375282e-02 -1.017521941962506310e-02
1.867499999999999938e+00 -1.611319421221121539e-01 -7.580384577729819273e-02 -1.021898287785003891e-02
1.870000000000000107e+00 -1.619964962465405278e-01 -7.621041854048909991e-02 -1.026287316547704921e-02
1.872500000000000053e+00 -1.628645247897063109e-01 -7.661862459921806034e-02 -1.030689047580936497e-02
1.875000000000000000e+00 -1.637360370476889648e-01 -7.702846832185068771e-02 -1.035103500219354891e-02
1.877499999999999947e+00 -1.646110423289868785e-01 -7.743995408258655400e-02 -1.039530693801937571e-02
1.880000000000000115e+00 -1.654895499545186166e-01 -7.785308626145912014e-02 -1.043970647671988924e-02
1.882500000000000062e+00 -1.663715692576220317e-01 -7.826786924433590253e-02 -1.048423381177139568e-02
1.885000000000000009e+00 -1.672571095840544309e-01 -7.868430742291812607e-02 -1.052888913669341488e-02
1.887499999999999956e+00 -1.681461802919929915e-01 -7.910240519474134868e-02 -1.057367264504877058e-02
1.890000000000000124e+00 -1.690387907520345123e-01 -7.952216696317487843e-02 -1.061858453044350545e-02
1.892500000000000071e+00 -1.699349503471949130e-01 -7.994359713742182905e-02 -1.066362498652689839e-02
1.895000000000000018e+00 -1.708346684729103171e-01 -8.036670013251949463e-02 -1.070879420699152526e-02
1.897499999999999964e+00 -1.717379545370360527e-01 -8.079148036933905819e-02 -1.075409238557317217e-02
1.900000000000000133e+00 -1.726448179598471522e-01 -8.121794227458568882e-02 -1.079951971605091696e-02
1.902500000000000080e+00 -1.735552681740381853e-01 -8.164609028079837516e-02 -1.084507639224705292e-02
1.905000000000000027e+00 -1.744693146247232873e-01 -8.207592882635020293e-02 -1.089076260802712692e-02
1.907499999999999973e+00 -1.753869667694362977e-01 -8.250746235544809126e-02 -1.093657855729996201e-02
1.910000000000000142e+00 -1.763082340781306490e-01 -8.294069531813308416e-02 -1.098252443401763132e-02
1.912500000000000089e+00 -1.772331260331791170e-01 -8.337563217027994800e-02 -1.102860043217542343e-02
1.915000000000000036e+00 -1.781616521293742650e-01 -8.381227737359761565e-02 -1.107480674581191524e-02
1.917499999999999982e+00 -1.790938218739284438e-01 -8.425063539562879789e-02 -1.112114356900892331e-02
1.919999999999999929e+00 -1.800296447864730698e-01 -8.469071070975033033e-02 -1.116761109589151091e-02
1.922500000000000098e+00 -1.809691303990596523e-01 -8.513250779517288203e-02 -1.121420952062802089e-02
1.925000000000000044e+00 -1.819122882561589605e-01 -8.557603113694108032e-02 -1.126093903742999246e-02
1.927499999999999991e+00 -1.828591279146614679e-01 -8.602128522593358029e-02 -1.130779984055225659e-02
1.929999999999999938e+00 -1.838096589438774076e-01 -8.646827455886282876e-02 -1.135479212429289786e-02
1.932500000000000107e+00 -1.847638909255362727e-01 -8.691700363827550846e-02 -1.140191608299324054e-02
1.935000000000000053e+00 -1.857218334537873716e-01 -8.736747697255196898e-02 -1.144917191103785557e-02
1.937500000000000000e+00 -1.866834961351993838e-01 -8.781969907590665703e-02 -1.149655980285457443e-02
1.939999999999999947e+00 -1.876488885887609426e-01 -8.827367446838789433e-02 -1.154407995291448566e-02
1.942500000000000115e+00 -1.886180204458800247e-01 -8.872940767587816913e-02 -1.159173255573190710e-02
1.945000000000000062e+00 -1.895909013503840335e-01 -8.918690323009353937e-02 -1.163951780586442754e-02
1.947500000000000009e+00 -1.905675409585202706e-01 -8.964616566858436830e-02 -1.168743589791289630e-02
1.949999999999999956e+00 -1.915479489389554923e-01 -9.010719953473479704e-02 -1.173548702652137642e-02
1.952500000000000124e+00 -1.925321349727761588e-01 -9.057000937776303606e-02 -1.178367138637722959e-02
1.955000000000000071e+00 -1.935201087534880737e-01 -9.103459975272110150e-02 -1.183198917221102951e-02
1.957500000000000018e+00 -1.945118799870168280e-01 -9.150097522049500942e-02 -1.188044057879662080e-02
1.959999999999999964e+00 -1.955074583917074393e-01 -9.196914034780483138e-02 -1.192902580095110167e-02
1.962500000000000133e+00 -1.965068536983248793e-01 -9.243909970720450009e-02 -1.197774503353482393e-02
1.965000000000000080e+00 -1.975100756500531574e-01 -9.291085787708186494e-02 -1.202659847145137219e-02
1.967500000000000027e+00 -1.985171340024962650e-01 -9.338441944165884467e-02 -1.207558630964757421e-02
1.969999999999999973e+00 -1.995280385236776199e-01 -9.385978899099113593e-02 -1.212470874311356514e-02
1.972500000000000142e+00 -2.005427989940405387e-01 -9.433697112096868509e-02 -1.217396596688268516e-02
1.975000000000000089e+00 -2.015614252064473755e-01 -9.481597043331506380e-02 -1.222335817603152630e-02
1.977500000000000036e+00 -2.025839269661804110e-01 -9.529679153558795468e-02 -1.227288556567994807e-02
1.979999999999999982e+00 -2.036103140909413522e-01 -9.577943904117899865e-02 -1.232254833099104621e-02
1.982500000000000151e+00 -2.046405964108521658e-01 -9.626391756931387822e-02 -1.237234666717120131e-02
1.985000000000000098e+00 -2.056747837684531344e-01 -9.675023174505183177e-02 -1.242228076947000243e-02
1.987500000000000044e+00 -2.067128860187052997e-01 -9.723838619928662497e-02 -1.247235083318030090e-02
1.989999999999999991e+00 -2.077549130289886858e-01 -9.772838556874560711e-02 -1.252255705363822073e-02
1.992499999999999938e+00 -2.088008746791031045e-01 -9.822023449599000255e-02 -1.257289962622313434e-02
1.995000000000000107e+00 -2.098507808612679326e-01 -9.871393762941542416e-02 -1.262337874635765037e-02
1.997500000000000053e+00 -2.109046414801219738e-01 -9.920949962325098515e-02 -1.267399460950761891e-02
2.000000000000000000e+00 -2.119624664527238189e-01 -9.970692513755995134e-02 -1.272474741118216103e-02
2.002499999999999947e+00 -2.130242657085515967e-01 -1.002062188382395608e-01 -1.277563734693365483e-02
2.004999999999999893e+00 -2.140900491895030566e-01 -1.007073853970208849e-01 -1.282666461235771292e-02
2.007499999999999840e+00 -2.151598268498954025e-01 -1.012104294914691199e-01 -1.287782940309321195e-02
2.010000000000000231e+00 -2.162336086564656812e-01 -1.017153558049833650e-01 -1.292913191482227692e-02
2.012500000000000178e+00 -2.173114045883701717e-01 -1.022221690267965111e-01 -1.298057234327026563e-02
2.015000000000000124e+00 -2.183932246371849129e-01 -1.027308738519753933e-01 -1.303215088420581376e-02
2.017500000000000071e+00 -2.194790788069057863e-01 -1.032414749814212634e-01 -1.308386773344080364e-02
2.020000000000000018e+00 -2.205689771139476285e-01 -1.037539771218687346e-01 -1.313572308683035213e-02
2.022499999999999964e+00 -2.216629295871455629e-01 -1.042683849858867112e-01 -1.318771714027285220e-02
2.024999999999999911e+00 -2.227609462677539176e-01 -1.047847032918779869e-01 -1.323985008970992618e-02
2.027499999999999858e+00 -2.238630372094467802e-01 -1.053029367640792302e-01 -1.329212213112646208e-02
2.030000000000000249e+00 -2.249692124783177483e-01 -1.058230901325613177e-01 -1.334453346055059983e-02
2.032500000000000195e+00 -2.260794821528795684e-01 -1.063451681332285848e-01 -1.339708427405369474e-02
2.035000000000000142e+00 -2.271938563240655518e-01 -1.068691755078197692e-01 -1.344977476775041474e-02
2.037500000000000089e+00 -2.283123450952277422e-01 -1.073951170039073449e-01 -1.350260513779863447e-02
2.040000000000000036e+00 -2.294349585821381099e-01 -1.079229973748979110e-01 -1.355557558039948915e-02
2.042499999999999982e+00 -2.305617069129882457e-01 -1.084528213800318719e-01 -1.360868629179739359e-02
