# phi V_T=1e-05 V_T=1e-03 V_T=1e-01
6.800000000000000488e-01 -2.832569635153993261e-03 -1.336059864811028029e-03 -3.485272571534326139e-04
6.824999999999999956e-01 -2.874455132967998743e-03 -1.355795963975750919e-03 -3.531620858831424127e-04
6.850000000000000533e-01 -2.916803446347480608e-03 -1.375749913410157736e-03 -3.578369880904492986e-04
6.875000000000000000e-01 -2.959617972067306313e-03 -1.395923310352157470e-03 -3.625521365650259242e-04
6.900000000000000577e-01 -3.002902119321928208e-03 -1.416317757873615047e-03 -3.673077041400337546e-04
6.925000000000000044e-01 -3.046659309725388738e-03 -1.436934864880346765e-03 -3.721038636921166712e-04
6.950000000000000622e-01 -3.090892977311320445e-03 -1.457776246112123773e-03 -3.769407881413955504e-04
6.975000000000000089e-01 -3.135606568532936858e-03 -1.478843522142667512e-03 -3.818186504514624086e-04
7.000000000000000666e-01 -3.180803542263049410e-03 -1.500138319379653836e-03 -3.867376236293759576e-04
7.025000000000000133e-01 -3.226487369794046184e-03 -1.521662270064713662e-03 -3.916978807256552074e-04
7.049999999999999600e-01 -3.272661534837913166e-03 -1.543417012273426902e-03 -3.966995948342759968e-04
7.075000000000000178e-01 -3.319329533526219934e-03 -1.565404189915331132e-03 -4.017429390926651931e-04
7.099999999999999645e-01 -3.366494874410121390e-03 -1.587625452733912920e-03 -4.068280866816959755e-04
7.125000000000000222e-01 -3.414161078460366434e-03 -1.610082456306612814e-03 -4.119552108256838781e-04
7.149999999999999689e-01 -3.462331679067284524e-03 -1.632776862044825125e-03 -4.171244847923818023e-04
7.175000000000000266e-01 -3.511010222040801716e-03 -1.655710337193898145e-03 -4.223360818929766561e-04
7.199999999999999734e-01 -3.560200265610424190e-03 -1.678884554833131324e-03 -4.275901754820833904e-04
7.225000000000000311e-01 -3.609905380425253423e-03 -1.702301193875778310e-03 -4.328869389577435904e-04
7.249999999999999778e-01 -3.660129149553966680e-03 -1.725961939069043261e-03 -4.382265457614185357e-04
7.275000000000000355e-01 -3.710875168484843029e-03 -1.749868480994087568e-03 -4.436091693779882256e-04
7.299999999999999822e-01 -3.762147045125742092e-03 -1.774022516066022480e-03 -4.490349833357459570e-04
7.325000000000000400e-01 -3.813948399804114892e-03 -1.798425746533914528e-03 -4.545041612063952896e-04
7.349999999999999867e-01 -3.866282865266994738e-03 -1.823079880480780101e-03 -4.600168766050455999e-04
7.375000000000000444e-01 -3.919154086681008939e-03 -1.847986631823590655e-03 -4.655733031902109975e-04
7.399999999999999911e-01 -3.972565721632367527e-03 -1.873147720313271189e-03 -4.711736146638043619e-04
7.425000000000000488e-01 -4.026521440126876704e-03 -1.898564871534699598e-03 -4.768179847711362580e-04
7.449999999999999956e-01 -4.081024924589918453e-03 -1.924239816906703855e-03 -4.825065873009094070e-04
7.475000000000000533e-01 -4.136079869866473961e-03 -1.950174293682070464e-03 -4.882395960852189032e-04
7.500000000000000000e-01 -4.191689983221106273e-03 -1.976370044947532104e-03 -4.940171849995456544e-04
7.525000000000000577e-01 -4.247858984337968095e-03 -2.002828819623781072e-03 -4.998395279627570326e-04
7.550000000000000044e-01 -4.304590605320796591e-03 -2.029552372465458221e-03 -5.057067989371006938e-04
7.575000000000000622e-01 -4.361888590692923791e-03 -2.056542464061160772e-03 -5.116191719282045785e-04
7.600000000000000089e-01 -4.419756697397264449e-03 -2.083800860833433417e-03 -5.175768209850724116e-04
7.625000000000000666e-01 -4.478198694796325582e-03 -2.111329335038782638e-03 -5.235799202000826187e-04
7.650000000000000133e-01 -4.537218364672192597e-03 -2.139129664767658052e-03 -5.296286437089839892e-04
7.675000000000000711e-01 -4.596819501226549233e-03 -2.167203633944470194e-03 -5.357231656908951339e-04
7.700000000000000178e-01 -4.657005911080663689e-03 -2.195553032327576641e-03 -5.418636603683006907e-04
7.724999999999999645e-01 -4.717781413275392959e-03 -2.224179655509292853e-03 -5.480503020070495897e-04
7.750000000000000222e-01 -4.779149839271179361e-03 -2.253085304915886534e-03 -5.542832649163529930e-04
7.774999999999999689e-01 -4.841115032948053142e-03 -2.282271787807574597e-03 -5.605627234487812593e-04
7.800000000000000266e-01 -4.903680850605635945e-03 -2.311740917278532707e-03 -5.668888520002623175e-04
7.824999999999999734e-01 -4.966851160963132138e-03 -2.341494512256881832e-03 -5.732618250100794980e-04
7.850000000000000311e-01 -5.030629845159340953e-03 -2.371534397504705162e-03 -5.796818169608701238e-04
7.874999999999999778e-01 -5.095020796752644347e-03 -2.401862403618029457e-03 -5.861490023786219321e-04
7.900000000000000355e-01 -5.160027921721013940e-03 -2.432480367026843698e-03 -5.926635558326729660e-04
7.924999999999999822e-01 -5.225655138462004072e-03 -2.463390129995083038e-03 -5.992256519357072380e-04
7.950000000000000400e-01 -5.291906377792772627e-03 -2.494593540620639645e-03 -6.058354653437564644e-04
7.974999999999999867e-01 -5.358785582950041995e-03 -2.526092452835354898e-03 -6.124931707561941021e-04
8.000000000000000444e-01 -5.426296709590141577e-03 -2.557888726405028058e-03 -6.191989429157371922e-04
8.024999999999999911e-01 -5.494443725788984365e-03 -2.589984226929404991e-03 -6.259529566084419145e-04
8.050000000000000488e-01 -5.563230612042066939e-03 -2.622380825842194653e-03 -6.327553866637036957e-04
8.074999999999999956e-01 -5.632661361264472075e-03 -2.655080400411045233e-03 -6.396064079542542824e-04
8.100000000000000533e-01 -5.702739978790880016e-03 -2.688084833737570609e-03 -6.465061953961618495e-04
8.125000000000000000e-01 -5.773470482375549391e-03 -2.721396014757331699e-03 -6.534549239488269884e-04
8.150000000000000577e-01 -5.844856902192332830e-03 -2.755015838239841235e-03 -6.604527686149831408e-04
8.175000000000000044e-01 -5.916903280834670889e-03 -2.788946204788567661e-03 -6.674999044406941051e-04
8.200000000000000622e-01 -5.989613673315585980e-03 -2.823189020840934267e-03 -6.745965065153532777e-04
8.225000000000000089e-01 -6.062992147067691913e-03 -2.857746198668310086e-03 -6.817427499716815923e-04
8.250000000000000666e-01 -6.137042781943197363e-03 -2.892619656376027668e-03 -6.889388099857267616e-04
8.275000000000000133e-01 -6.211769670213881586e-03 -2.927811317903360102e-03 -6.961848617768601330e-04
8.300000000000000711e-01 -6.287176916571134318e-03 -2.963323113023547898e-03 -7.034810806077789651e-04
8.325000000000000178e-01 -6.363268638125909801e-03 -2.999156977343769067e-03 -7.108276417845004651e-04
8.349999999999999645e-01 -6.440048964408770157e-03 -3.035314852305166441e-03 -7.182247206563650409e-04
8.375000000000000222e-01 -6.517522037369859363e-03 -3.071798685182834665e-03 -7.256724926160313142e-04
8.399999999999999689e-01 -6.595692011378899780e-03 -3.108610429085812820e-03 -7.331711330994764454e-04
8.425000000000000266e-01 -6.674563053225212109e-03 -3.145752042957103076e-03 -7.407208175859971095e-04
8.449999999999999734e-01 -6.754139342117699771e-03 -3.183225491573653775e-03 -7.483217215982030995e-04
8.475000000000000311e-01 -6.834425069684863657e-03 -3.221032745546371576e-03 -7.559740207020220967e-04
8.499999999999999778e-01 -6.915424439974774372e-03 -3.259175781320109745e-03 -7.636778905066932740e-04
8.525000000000000355e-01 -6.997141669455112997e-03 -3.297656581173681167e-03 -7.714335066647710903e-04
8.549999999999999822e-01 -7.079580987013125125e-03 -3.336477133219846632e-03 -7.792410448721194365e-04
8.575000000000000400e-01 -7.162746633955665958e-03 -3.375639431405325248e-03 -7.871006808679145619e-04
8.599999999999999867e-01 -7.246642864009161279e-03 -3.415145475510781865e-03 -7.950125904346417140e-04
8.625000000000000444e-01 -7.331273943319634341e-03 -3.454997271150842247e-03 -8.029769493980949214e-04
8.649999999999999911e-01 -7.416644150452693721e-03 -3.495196829774077033e-03 -8.109939336273760176e-04
8.675000000000000488e-01 -7.502757776393543729e-03 -3.535746168663022118e-03 -8.190637190348935576e-04
8.699999999999999956e-01 -7.589619124546954920e-03 -3.576647310934148727e-03 -8.271864815763608656e-04
8.725000000000000533e-01 -7.677232510737312665e-03 -3.617902285537899845e-03 -8.353623972507992880e-04
8.750000000000000000e-01 -7.765602263208573781e-03 -3.659513127258656393e-03 -8.435916421005293028e-04
8.775000000000000577e-01 -7.854732722624284749e-03 -3.701481876714759339e-03 -8.518743922111785428e-04
8.800000000000000044e-01 -7.944628242067579976e-03 -3.743810580358504069e-03 -8.602108237116751818e-04
8.825000000000000622e-01 -8.035293187041188737e-03 -3.786501290476135175e-03 -8.686011127742488021e-04
8.850000000000000089e-01 -8.126731935467429099e-03 -3.829556065187854266e-03 -8.770454356144296356e-04
8.875000000000000666e-01 -8.218948877688187979e-03 -3.872976968447808688e-03 -8.855439684910476963e-04
8.900000000000000133e-01 -8.311948416464955830e-03 -3.916766070044106277e-03 -8.940968877062314794e-04
8.925000000000000711e-01 -8.405734966978819708e-03 -3.960925445598808409e-03 -9.027043696054083948e-04
8.950000000000000178e-01 -8.500312956830432046e-03 -4.005457176567920469e-03 -9.113665905773021651e-04
8.974999999999999645e-01 -8.595686826040048814e-03 -4.050363350241410060e-03 -9.200837270539336931e-04
9.000000000000000222e-01 -8.691861027047513913e-03 -4.095646059743194428e-03 -9.288559555106208447e-04
9.024999999999999689e-01 -8.788840024712245291e-03 -4.141307404031141330e-03 -9.376834524659745460e-04
9.050000000000000266e-01 -8.886628296313274847e-03 -4.187349487897079441e-03 -9.465663944819016021e-04
9.074999999999999734e-01 -8.985230331549189445e-03 -4.233774421966780138e-03 -9.555049581636014446e-04
9.100000000000000311e-01 -9.084650632538193368e-03 -4.280584322699974853e-03 -9.644993201595676493e-04
9.124999999999999778e-01 -9.184893713818054542e-03 -4.327781312390341188e-03 -9.735496571615849005e-04
9.150000000000000355e-01 -9.285964102346153104e-03 -4.375367519165522003e-03 -9.826561459047311597e-04
9.174999999999999822e-01 -9.387866337499434569e-03 -4.423345076987099389e-03 -9.918189631673750631e-04
9.200000000000000400e-01 -9.490604971074446256e-03 -4.471716125650621564e-03 -1.001038285771175488e-03
9.224999999999999867e-01 -9.594184567287314738e-03 -4.520482810785575109e-03 -1.010314290581079818e-03
9.250000000000000444e-01 -9.698609702773771865e-03 -4.569647283855413598e-03 -1.019647154505326980e-03
9.274999999999999911e-01 -9.803884966589106187e-03 -4.619211702157532441e-03 -1.029037054495442671e-03
9.300000000000000488e-01 -9.910014960208232346e-03 -4.669178228823289700e-03 -1.038484167546242396e-03
9.324999999999999956e-01 -1.001700429752561128e-02 -4.719549032817987877e-03 -1.047988670695827133e-03
9.350000000000000533e-01 -1.012485760485533348e-02 -4.770326288940887789e-03 -1.057550741025587012e-03
9.375000000000000000e-01 -1.023357952093104963e-02 -4.821512177825203367e-03 -1.067170555660196122e-03
9.400000000000000577e-01 -1.034317469690600524e-02 -4.873108885938099918e-03 -1.076848291767616619e-03
9.425000000000000044e-01 -1.045364779635303380e-02 -4.925118605580691526e-03 -1.086584126559094615e-03
9.450000000000000622e-01 -1.056500349526457057e-02 -4.977543534888058396e-03 -1.096378237289162344e-03
9.475000000000000089e-01 -1.067724648205260578e-02 -5.030385877829215632e-03 -1.106230801255632954e-03
9.500000000000000666e-01 -1.079038145754875576e-02 -5.083647844207145328e-03 -1.116141995799608752e-03
9.525000000000000133e-01 -1.090441313500419354e-02 -5.137331649658780086e-03 -1.126111998305470360e-03
9.550000000000000711e-01 -1.101934624008970437e-02 -5.191439515655000420e-03 -1.136140986200883871e-03
9.575000000000000178e-01 -1.113518551089563886e-02 -5.245973669500640819e-03 -1.146229136956796509e-03
9.599999999999999645e-01 -1.125193569793195465e-02 -5.300936344334494961e-03 -1.156376628087437937e-03
9.625000000000000222e-01 -1.136960156412819035e-02 -5.356329779129304428e-03 -1.166583637150321335e-03
9.649999999999999689e-01 -1.148818788483346905e-02 -5.412156218691764782e-03 -1.176850341746234945e-03
9.675000000000000266e-01 -1.160769944781651387e-02 -5.468417913662527302e-03 -1.187176919519254649e-03
9.699999999999999734e-01 -1.172814105326560295e-02 -5.525117120516185101e-03 -1.197563548156730740e-03
9.725000000000000311e-01 -1.184951751378865437e-02 -5.582256101561304355e-03 -1.208010405389297248e-03
9.749999999999999778e-01 -1.197183365441312555e-02 -5.639837124940380933e-03 -1.218517668990863482e-03
9.775000000000000355e-01 -1.209509431258609484e-02 -5.697862464629888102e-03 -1.229085516778621835e-03
9.799999999999999822e-01 -1.221930433817420246e-02 -5.756334400440228823e-03 -1.239714126613039548e-03
9.825000000000000400e-01 -1.234446859346370780e-02 -5.815255218015777383e-03 -1.250403676397864993e-03
9.849999999999999867e-01 -1.247059195316041827e-02 -5.874627208834845571e-03 -1.261154344080120740e-03
9.875000000000000444e-01 -1.259767930438977085e-02 -5.934452670209714766e-03 -1.271966307650110491e-03
9.899999999999999911e-01 -1.272573554669675575e-02 -5.994733905286605581e-03 -1.282839745141410191e-03
9.925000000000000488e-01 -1.285476559204598059e-02 -6.055473223045696948e-03 -1.293774834630877788e-03
9.949999999999999956e-01 -1.298477436482161317e-02 -6.116672938301125247e-03 -1.304771754238641737e-03
9.975000000000000533e-01 -1.311576680182743523e-02 -6.178335371700968692e-03 -1.315830682128111629e-03
1.000000000000000000e+00 -1.324774785228679044e-02 -6.240462849727268155e-03 -1.326951796505967994e-03
1.002499999999999947e+00 -1.338072247784262425e-02 -6.303057704696014146e-03 -1.338135275622169247e-03
1.005000000000000115e+00 -1.351469565255749433e-02 -6.366122274757158965e-03 -1.349381297769948864e-03
1.007500000000000062e+00 -1.364967236291348036e-02 -6.429658903894580266e-03 -1.360690041285811478e-03
1.010000000000000009e+00 -1.378565760781231934e-02 -6.493669941926146980e-03 -1.372061684549539390e-03
1.012499999999999956e+00 -1.392265639857529456e-02 -6.558157744503648190e-03 -1.383496405984186925e-03
1.015000000000000124e+00 -1.406067375894331541e-02 -6.623124673112856450e-03 -1.394994384056083472e-03
1.017500000000000071e+00 -1.419971472507681499e-02 -6.688573095073460997e-03 -1.406555797274828060e-03
1.020000000000000018e+00 -1.433978434555588898e-02 -6.754505383539131935e-03 -1.418180824193295648e-03
1.022499999999999964e+00 -1.448088768138016194e-02 -6.820923917497489011e-03 -1.429869643407633874e-03
1.024999999999999911e+00 -1.462302980596888111e-02 -6.887831081770094677e-03 -1.441622433557261532e-03
1.027500000000000080e+00 -1.476621580516087641e-02 -6.955229267012474903e-03 -1.453439373324869879e-03
1.030000000000000027e+00 -1.491045077721453969e-02 -7.023120869714105305e-03 -1.465320641436420679e-03
1.032499999999999973e+00 -1.505573983280788543e-02 -7.091508292198398129e-03 -1.477266416661147724e-03
1.034999999999999920e+00 -1.520208809503849519e-02 -7.160393942622746491e-03 -1.489276877811557048e-03
1.037500000000000089e+00 -1.534950069942356103e-02 -7.229780234978487076e-03 -1.501352203743425845e-03
1.040000000000000036e+00 -1.549798279389983172e-02 -7.299669589090894938e-03 -1.513492573355799216e-03
1.042499999999999982e+00 -1.564753953882364046e-02 -7.370064430619210384e-03 -1.525698165590993419e-03
1.044999999999999929e+00 -1.579817610697096392e-02 -7.440967191056632041e-03 -1.537969159434596743e-03
1.047500000000000098e+00 -1.594989768353732157e-02 -7.512380307730304706e-03 -1.550305733915467547e-03
1.050000000000000044e+00 -1.610270946613780868e-02 -7.584306223801319351e-03 -1.562708068105729499e-03
1.052499999999999991e+00 -1.625661666480712753e-02 -7.656747388264733070e-03 -1.575176341120779156e-03
1.054999999999999938e+00 -1.641162450199959086e-02 -7.729706255949546530e-03 -1.587710732119282722e-03
1.057500000000000107e+00 -1.656773821258908375e-02 -7.803185287518728253e-03 -1.600311420303173219e-03
1.060000000000000053e+00 -1.672496304386904969e-02 -7.877186949469167782e-03 -1.612978584917652228e-03
1.062500000000000000e+00 -1.688330425555254963e-02 -7.951713714131742466e-03 -1.625712405251190104e-03
1.064999999999999947e+00 -1.704276711977223066e-02 -8.026768059671266289e-03 -1.638513060635527277e-03
1.067500000000000115e+00 -1.720335692108032610e-02 -8.102352470086515018e-03 -1.651380730445670348e-03
1.070000000000000062e+00 -1.736507895644863811e-02 -8.178469435210196717e-03 -1.664315594099891656e-03
1.072500000000000009e+00 -1.752793853526858972e-02 -8.255121450708991643e-03 -1.677317831059734702e-03
1.074999999999999956e+00 -1.769194097935117282e-02 -8.332311018083534901e-03 -1.690387620830008722e-03
1.077500000000000124e+00 -1.785709162292698285e-02 -8.410040644668404300e-03 -1.703525142958791294e-03
1.080000000000000071e+00 -1.802339581264615978e-02 -8.488312843632130761e-03 -1.716730577037422481e-03
1.082500000000000018e+00 -1.819085890757847490e-02 -8.567130133977200052e-03 -1.730004102700514156e-03
1.084999999999999964e+00 -1.835948627921327528e-02 -8.646495040540059726e-03 -1.743345899625941544e-03
1.087500000000000133e+00 -1.852928331145952540e-02 -8.726410093991106981e-03 -1.756756147534849080e-03
1.090000000000000080e+00 -1.870025540064570654e-02 -8.806877830834673043e-03 -1.770235026191643250e-03
1.092500000000000027e+00 -1.887240795551993131e-02 -8.887900793409068273e-03 -1.783782715403998227e-03
1.094999999999999973e+00 -1.904574639724991234e-02 -8.969481529886535326e-03 -1.797399395022855660e-03
1.097499999999999920e+00 -1.922027615942292766e-02 -9.051622594273292521e-03 -1.811085244942420118e-03
1.100000000000000089e+00 -1.939600268804587274e-02 -9.134326546409502617e-03 -1.824840445100165158e-03
1.102500000000000036e+00 -1.957293144154518411e-02 -9.217595951969253729e-03 -1.838665175476823137e-03
1.104999999999999982e+00 -1.975106789076691571e-02 -9.301433382460623511e-03 -1.852559616096396272e-03
1.107499999999999929e+00 -1.993041751897670424e-02 -9.385841415225634060e-03 -1.866523947026150999e-03
1.110000000000000098e+00 -2.011098582185980380e-02 -9.470822633440251909e-03 -1.880558348376619058e-03
1.112500000000000044e+00 -2.029277830752097833e-02 -9.556379626114398437e-03 -1.894663000301592725e-03
1.114999999999999991e+00 -2.047580049648465780e-02 -9.642514988091948139e-03 -1.908838082998131963e-03
1.117499999999999938e+00 -2.066005792169482019e-02 -9.729231320050735557e-03 -1.923083776706559439e-03
1.120000000000000107e+00 -2.084555612851507825e-02 -9.816531228502550083e-03 -1.937400261710466162e-03
1.122500000000000053e+00 -2.103230067472854764e-02 -9.904417325793113402e-03 -1.951787718336697600e-03
1.125000000000000000e+00 -2.122029713053801350e-02 -9.992892230102115927e-03 -1.966246326955371250e-03
1.127499999999999947e+00 -2.140955107856579165e-02 -1.008195856544320465e-02 -1.980776267979865359e-03
1.130000000000000115e+00 -2.160006811385385000e-02 -1.017161896166397968e-02 -1.995377721866822395e-03
1.132500000000000062e+00 -2.179185384386367330e-02 -1.026187605444597514e-02 -2.010050869116144709e-03
1.135000000000000009e+00 -2.198491388847637062e-02 -1.035273248530469738e-02 -2.024795890270999956e-03
1.137499999999999956e+00 -2.217925387999263726e-02 -1.044419090158960756e-02 -2.039612965917819796e-03
1.140000000000000124e+00 -2.237487946313276507e-02 -1.053625395648410262e-02 -2.054502276686300758e-03
1.142500000000000071e+00 -2.257179629503660787e-02 -1.062892430900554130e-02 -2.069464003249390366e-03
1.145000000000000018e+00 -2.277001004526362643e-02 -1.072220462400524585e-02 -2.084498326323314457e-03
1.147499999999999964e+00 -2.296952639579285735e-02 -1.081609757216847253e-02 -2.099605426667549863e-03
1.150000000000000133e+00 -2.317035104102296156e-02 -1.091060583001445330e-02 -2.114785485084843489e-03
1.152500000000000080e+00 -2.337248968777213415e-02 -1.100573207989634372e-02 -2.130038682421195404e-03
1.155000000000000027e+00 -2.357594805527817028e-02 -1.110147901000127675e-02 -2.145365199565873581e-03
1.157499999999999973e+00 -2.378073187519849988e-02 -1.119784931435032459e-02 -2.160765217451409564e-03
1.159999999999999920e+00 -2.398684689161007660e-02 -1.129484569279852815e-02 -2.176238917053590228e-03
1.162500000000000089e+00 -2.419429886100951319e-02 -1.139247085103487107e-02 -2.191786479391470352e-03
1.165000000000000036e+00 -2.440309355231293567e-02 -1.149072750058227274e-02 -2.207408085527360481e-03
1.167499999999999982e+00 -2.461323674685608753e-02 -1.158961835879764382e-02 -2.223103916566836463e-03
1.169999999999999929e+00 -2.482473423839432619e-02 -1.168914614887181513e-02 -2.238874153658734246e-03
1.172500000000000098e+00 -2.503759183310256403e-02 -1.178931359982959490e-02 -2.254718977995152050e-03
1.175000000000000044e+00 -2.525181534957532392e-02 -1.189012344652970975e-02 -2.270638570811443421e-03
1.177499999999999991e+00 -2.546741061882667329e-02 -1.199157842966488106e-02 -2.286633113386229814e-03
1.179999999999999938e+00 -2.568438348429032125e-02 -1.209368129576175906e-02 -2.302702787041389747e-03
1.182500000000000107e+00 -2.590273980181958396e-02 -1.219643479718095398e-02 -2.318847773142064875e-03
1.185000000000000053e+00 -2.612248543968724926e-02 -1.229984169211701707e-02 -2.335068253096652183e-03
1.187500000000000000e+00 -2.634362627858581260e-02 -1.240390474459847001e-02 -2.351364408356813960e-03
1.189999999999999947e+00 -2.656616821162730013e-02 -1.250862672448777718e-02 -2.367736420417470428e-03
1.192500000000000115e+00 -2.679011714434335889e-02 -1.261401040748136824e-02 -2.384184470816804943e-03
1.195000000000000062e+00 -2.701547899468518046e-02 -1.272005857510959646e-02 -2.400708741136255760e-03
1.197500000000000009e+00 -2.724225969302355999e-02 -1.282677401473680465e-02 -2.417309413000524702e-03
1.199999999999999956e+00 -2.747046518214892388e-02 -1.293415951956126617e-02 -2.433986668077573693e-03
1.202500000000000124e+00 -2.770010141727122233e-02 -1.304221788861522138e-02 -2.450740688078623022e-03
1.205000000000000071e+00 -2.793117436602002984e-02 -1.315095192676483428e-02 -2.467571654758153512e-03
1.207500000000000018e+00 -2.816369000844450021e-02 -1.326036444471026185e-02 -2.484479749913901751e-03
1.209999999999999964e+00 -2.839765433701336994e-02 -1.337045825898558471e-02 -2.501465155386870930e-03
1.212500000000000133e+00 -2.863307335661502417e-02 -1.348123619195886261e-02 -2.518528053061319574e-03
1.215000000000000080e+00 -2.886995308455727466e-02 -1.359270107183207371e-02 -2.535668624864762834e-03
1.217500000000000027e+00 -2.910829955056770668e-02 -1.370485573264117532e-02 -2.552887052767979434e-03
1.219999999999999973e+00 -2.934811879679339458e-02 -1.381770301425607091e-02 -2.570183518785005162e-03
1.222499999999999920e+00 -2.958941687780103705e-02 -1.393124576238061706e-02 -2.587558204973134605e-03
1.225000000000000089e+00 -2.983219986057687387e-02 -1.404548682855263908e-02 -2.605011293432926787e-03
1.227500000000000036e+00 -3.007647382452678653e-02 -1.416042907014387030e-02 -2.622542966308187389e-03
1.229999999999999982e+00 -3.032224486147619760e-02 -1.427607535036004051e-02 -2.640153405785989563e-03
1.232499999999999929e+00 -3.056951907567015403e-02 -1.439242853824081007e-02 -2.657842794096666565e-03
1.235000000000000098e+00 -3.081830258377329934e-02 -1.450949150865982369e-02 -2.675611313513806544e-03
1.237500000000000044e+00 -3.106860151486981123e-02 -1.462726714232462193e-02 -2.693459146354254281e-03
1.239999999999999991e+00 -3.132042201046347785e-02 -1.474575832577675397e-02 -2.711386474978115524e-03
1.242499999999999938e+00 -3.157377022447772907e-02 -1.486496795139169783e-02 -2.729393481788756123e-03
1.245000000000000107e+00 -3.182865232325553240e-02 -1.498489891737890198e-02 -2.747480349232799858e-03
1.247500000000000053e+00 -3.208507448555938252e-02 -1.510555412778170903e-02 -2.765647259800122371e-03
1.250000000000000000e+00 -3.234304290257150605e-02 -1.522693649247748929e-02 -2.783894396023863307e-03
1.252499999999999947e+00 -3.260256377789361171e-02 -1.534904892717753495e-02 -2.802221940480421111e-03
1.255000000000000115e+00 -3.286364332754701523e-02 -1.547189435342708787e-02 -2.820630075789449989e-03
1.257500000000000062e+00 -3.312628777997266016e-02 -1.559547569860533778e-02 -2.839118984613858178e-03
1.260000000000000009e+00 -3.339050337603099994e-02 -1.571979589592545010e-02 -2.857688849659818786e-03
1.262499999999999956e+00 -3.365629636900215049e-02 -1.584485788443451559e-02 -2.876339853676760684e-03
1.265000000000000124e+00 -3.392367302458581396e-02 -1.597066460901361631e-02 -2.895072179457365905e-03
1.267500000000000071e+00 -3.419263962090121622e-02 -1.609721902037772670e-02 -2.913886009837577448e-03
1.270000000000000018e+00 -3.446320244848722486e-02 -1.622452407507583155e-02 -2.932781527696596679e-03
1.272499999999999964e+00 -3.473536781030226589e-02 -1.635258273549085664e-02 -2.951758915956880294e-03
1.275000000000000133e+00 -3.500914202172441397e-02 -1.648139796983966524e-02 -2.970818357584145957e-03
1.277500000000000080e+00 -3.528453141055122588e-02 -1.661097275217304770e-02 -2.989960035587361890e-03
1.280000000000000027e+00 -3.556154231699992785e-02 -1.674131006237582209e-02 -3.009184133018757718e-03
1.282499999999999973e+00 -3.584018109370731842e-02 -1.687241288616669194e-02 -3.028490832973823165e-03
1.284999999999999920e+00 -3.612045410572976845e-02 -1.700428421509835378e-02 -3.047880318591297214e-03
1.287500000000000089e+00 -3.640236773054328356e-02 -1.713692704655744511e-02 -3.067352773053186755e-03
1.290000000000000036e+00 -3.668592835804337926e-02 -1.727034438376453401e-02 -3.086908379584746634e-03
1.292499999999999982e+00 -3.697114239054520579e-02 -1.740453923577417808e-02 -3.106547321454488329e-03
1.294999999999999929e+00 -3.725801624278349267e-02 -1.753951461747486201e-02 -3.126269781974183419e-03
1.297500000000000098e+00 -3.754655634191260416e-02 -1.767527354958903577e-02 -3.146075944498863148e-03
1.300000000000000044e+00 -3.783676912750636584e-02 -1.781181905867310414e-02 -3.165965992426812790e-03
1.302499999999999991e+00 -3.812866105155832130e-02 -1.794915417711740596e-02 -3.185940109199567744e-03
1.304999999999999938e+00 -3.842223857848155177e-02 -1.808728194314624532e-02 -3.205998478301930448e-03
1.307500000000000107e+00 -3.871750818510876629e-02 -1.822620540081791585e-02 -3.226141283261956504e-03
1.310000000000000053e+00 -3.901447636069217684e-02 -1.836592760002459662e-02 -3.246368707650954671e-03
1.312500000000000000e+00 -3.931314960690360932e-02 -1.850645159649244934e-02 -3.266680935083491645e-03
1.314999999999999947e+00 -3.961353443783455913e-02 -1.864778045178160093e-02 -3.287078149217390749e-03
1.317500000000000115e+00 -3.991563737999601069e-02 -1.878991723328614014e-02 -3.307560533753734974e-03
1.320000000000000062e+00 -4.021946497231857626e-02 -1.893286501423406890e-02 -3.328128272436857004e-03
1.322500000000000009e+00 -4.052502376615245427e-02 -1.907662687368735788e-02 -3.348781549054350489e-03
1.324999999999999956e+00 -4.083232032526747102e-02 -1.922120589654195688e-02 -3.369520547437064844e-03
1.327500000000000124e+00 -4.114136122585297650e-02 -1.936660517352774627e-02 -3.390345451459104379e-03
1.330000000000000071e+00 -4.145215305651790694e-02 -1.951282780120855431e-02 -3.411256445037825265e-03
1.332500000000000018e+00 -4.176470241829081942e-02 -1.965987688198217107e-02 -3.432253712133851147e-03
1.334999999999999964e+00 -4.207901592461987805e-02 -1.980775552408032755e-02 -3.453337436751049289e-03
1.337500000000000133e+00 -4.239510020137283314e-02 -1.995646684156875128e-02 -3.474507802936552259e-03
1.340000000000000080e+00 -4.271296188683694484e-02 -2.010601395434705174e-02 -3.495764994780739716e-03
1.342500000000000027e+00 -4.303260763171912889e-02 -2.025639998814884879e-02 -3.517109196417254457e-03
1.344999999999999973e+00 -4.335404409914588031e-02 -2.040762807454168937e-02 -3.538540592022990268e-03
1.347499999999999920e+00 -4.367727796466330109e-02 -2.055970135092710302e-02 -3.560059365818098870e-03
1.350000000000000089e+00 -4.400231591623703087e-02 -2.071262296054053251e-02 -3.581665702065993818e-03
1.352500000000000036e+00 -4.432916465425232322e-02 -2.086639605245137891e-02 -3.603359785073324047e-03
1.354999999999999982e+00 -4.465783089151401791e-02 -2.102102378156301549e-02 -3.625141799190020712e-03
1.357499999999999929e+00 -4.498832135324656173e-02 -2.117650930861277037e-02 -3.647011928809248179e-03
1.360000000000000098e+00 -4.532064277709398764e-02 -2.133285580017193345e-02 -3.668970358367443924e-03
