# S_vals   V0
1.9939939940e+00 -4.8009540289e-03
1.9969969970e+00 -4.8005335394e-03
2.0000000000e+00 -4.7999339967e-03
2.0030030030e+00 -4.7991540627e-03
2.0060060060e+00 -4.7981923950e-03
2.0090090090e+00 -4.7970476466e-03
2.0120120120e+00 -4.7957184662e-03
2.0150150150e+00 -4.7942034980e-03
2.0180180180e+00 -4.7925013819e-03
2.0210210210e+00 -4.7906107532e-03
2.0240240240e+00 -4.7885302429e-03
2.0270270270e+00 -4.7862584776e-03
2.0300300300e+00 -4.7837940792e-03
2.0330330330e+00 -4.7811356656e-03
2.0360360360e+00 -4.7782818498e-03
2.0390390390e+00 -4.7752312405e-03
2.0420420420e+00 -4.7719824422e-03
2.0450450450e+00 -4.7685340546e-03
2.0480480480e+00 -4.7648846731e-03
2.0510510511e+00 -4.7610328886e-03
2.0540540541e+00 -4.7569772875e-03
2.0570570571e+00 -4.7527164519e-03
2.0600600601e+00 -4.7482489592e-03
2.0630630631e+00 -4.7435733824e-03
2.0660660661e+00 -4.7386882902e-03
2.0690690691e+00 -4.7335922464e-03
2.0720720721e+00 -4.7282838108e-03
2.0750750751e+00 -4.7227615383e-03
2.0780780781e+00 -4.7170239796e-03
2.0810810811e+00 -4.7110696807e-03
2.0840840841e+00 -4.7048971832e-03
2.0870870871e+00 -4.6985050241e-03
2.0900900901e+00 -4.6918917361e-03
2.0930930931e+00 -4.6850558472e-03
2.0960960961e+00 -4.6779958809e-03
2.0990990991e+00 -4.6707103562e-03
2.1021021021e+00 -4.6631977876e-03
2.1051051051e+00 -4.6554566851e-03
2.1081081081e+00 -4.6474855541e-03
2.1111111111e+00 -4.6392828955e-03
2.1141141141e+00 -4.6308472057e-03
2.1171171171e+00 -4.6221769764e-03
2.1201201201e+00 -4.6132706950e-03
2.1231231231e+00 -4.6041268442e-03
2.1261261261e+00 -4.5947439022e-03
2.1291291291e+00 -4.5851203426e-03
2.1321321321e+00 -4.5752546344e-03
2.1351351351e+00 -4.5651452422e-03
2.1381381381e+00 -4.5547906259e-03
2.1411411411e+00 -4.5441892410e-03
2.1441441441e+00 -4.5333395381e-03
2.1471471471e+00 -4.5222399636e-03
2.1501501502e+00 -4.5108889590e-03
2.1531531532e+00 -4.4992849616e-03
2.1561561562e+00 -4.4874264036e-03
2.1591591592e+00 -4.4753117132e-03
2.1621621622e+00 -4.4629393135e-03
2.1651651652e+00 -4.4503076233e-03
2.1681681682e+00 -4.4374150566e-03
2.1711711712e+00 -4.4242600231e-03
2.1741741742e+00 -4.4108409277e-03
2.1771771772e+00 -4.3971561706e-03
2.1801801802e+00 -4.3832041475e-03
2.1831831832e+00 -4.3689832495e-03
2.1861861862e+00 -4.3544918631e-03
2.1891891892e+00 -4.3397283702e-03
2.1921921922e+00 -4.3246911479e-03
2.1951951952e+00 -4.3093785688e-03
2.1981981982e+00 -4.2937890009e-03
2.2012012012e+00 -4.2779208076e-03
2.2042042042e+00 -4.2617723475e-03
2.2072072072e+00 -4.2453419746e-03
2.2102102102e+00 -4.2286280384e-03
2.2132132132e+00 -4.2116288837e-03
2.2162162162e+00 -4.1943428504e-03
2.2192192192e+00 -4.1767682742e-03
2.2222222222e+00 -4.1589034858e-03
2.2252252252e+00 -4.1407468113e-03
2.2282282282e+00 -4.1222965722e-03
2.2312312312e+00 -4.1035510853e-03
2.2342342342e+00 -4.0845086628e-03
2.2372372372e+00 -4.0651676121e-03
2.2402402402e+00 -4.0455262361e-03
2.2432432432e+00 -4.0255828327e-03
2.2462462462e+00 -4.0053356955e-03
2.2492492492e+00 -3.9847831132e-03
2.2522522523e+00 -3.9639233698e-03
2.2552552553e+00 -3.9427547447e-03
2.2582582583e+00 -3.9212755126e-03
2.2612612613e+00 -3.8994839435e-03
2.2642642643e+00 -3.8773783025e-03
2.2672672673e+00 -3.8549568503e-03
2.2702702703e+00 -3.8322178427e-03
2.2732732733e+00 -3.8091595309e-03
2.2762762763e+00 -3.7857801612e-03
2.2792792793e+00 -3.7620779755e-03
2.2822822823e+00 -3.7380512106e-03
2.2852852853e+00 -3.7136980988e-03
2.2882882883e+00 -3.6890168677e-03
2.2912912913e+00 -3.6640057401e-03
2.2942942943e+00 -3.6386629340e-03
2.2972972973e+00 -3.6129866628e-03
2.3003003003e+00 -3.5869751351e-03
2.3033033033e+00 -3.5606265547e-03
2.3063063063e+00 -3.5339391208e-03
2.3093093093e+00 -3.5069110276e-03
2.3123123123e+00 -3.4795404648e-03
2.3153153153e+00 -3.4518256173e-03
2.3183183183e+00 -3.4237646652e-03
2.3213213213e+00 -3.3953557836e-03
2.3243243243e+00 -3.3665971434e-03
2.3273273273e+00 -3.3374869101e-03
2.3303303303e+00 -3.3080232449e-03
2.3333333333e+00 -3.2782043040e-03
2.3363363363e+00 -3.2480282389e-03
2.3393393393e+00 -3.2174931962e-03
2.3423423423e+00 -3.1865973179e-03
2.3453453453e+00 -3.1553387412e-03
2.3483483483e+00 -3.1237155982e-03
2.3513513514e+00 -3.0917260167e-03
2.3543543544e+00 -3.0593681193e-03
2.3573573574e+00 -3.0266400239e-03
2.3603603604e+00 -2.9935398438e-03
2.3633633634e+00 -2.9600656872e-03
2.3663663664e+00 -2.9262156577e-03
2.3693693694e+00 -2.8919878541e-03
2.3723723724e+00 -2.8573803701e-03
2.3753753754e+00 -2.8223912950e-03
2.3783783784e+00 -2.7870187130e-03
2.3813813814e+00 -2.7512607035e-03
2.3843843844e+00 -2.7151153411e-03
2.3873873874e+00 -2.6785806957e-03
2.3903903904e+00 -2.6416548322e-03
2.3933933934e+00 -2.6043358108e-03
2.3963963964e+00 -2.5666216866e-03
2.3993993994e+00 -2.5285105102e-03
2.4024024024e+00 -2.4900003272e-03
2.4054054054e+00 -2.4510891783e-03
2.4084084084e+00 -2.4117750995e-03
2.4114114114e+00 -2.3720561217e-03
2.4144144144e+00 -2.3319302712e-03
2.4174174174e+00 -2.2913955693e-03
2.4204204204e+00 -2.2504500324e-03
2.4234234234e+00 -2.2090916723e-03
2.4264264264e+00 -2.1673184956e-03
2.4294294294e+00 -2.1251285042e-03
2.4324324324e+00 -2.0825196950e-03
2.4354354354e+00 -2.0394900603e-03
2.4384384384e+00 -1.9960375872e-03
2.4414414414e+00 -1.9521602582e-03
2.4444444444e+00 -1.9078560506e-03
2.4474474474e+00 -1.8631229370e-03
2.4504504505e+00 -1.8179588852e-03
2.4534534535e+00 -1.7723618579e-03
2.4564564565e+00 -1.7263298130e-03
2.4594594595e+00 -1.6798607036e-03
2.4624624625e+00 -1.6329524777e-03
2.4654654655e+00 -1.5856030785e-03
2.4684684685e+00 -1.5378104442e-03
2.4714714715e+00 -1.4895725083e-03
2.4744744745e+00 -1.4408871991e-03
2.4774774775e+00 -1.3917524403e-03
2.4804804805e+00 -1.3421661504e-03
2.4834834835e+00 -1.2921262431e-03
2.4864864865e+00 -1.2416306272e-03
2.4894894895e+00 -1.1906772064e-03
2.4924924925e+00 -1.1392638798e-03
2.4954954955e+00 -1.0873885411e-03
2.4984984985e+00 -1.0350490796e-03
2.5015015015e+00 -9.8224337918e-04
2.5045045045e+00 -9.2896931905e-04
2.5075075075e+00 -8.7522477338e-04
2.5105105105e+00 -8.2100761142e-04
2.5135135135e+00 -7.6631569745e-04
2.5165165165e+00 -7.1114689080e-04
2.5195195195e+00 -6.5549904584e-04
2.5225225225e+00 -5.9937001197e-04
2.5255255255e+00 -5.4275763365e-04
2.5285285285e+00 -4.8565975035e-04
2.5315315315e+00 -4.2807419657e-04
2.5345345345e+00 -3.6999880186e-04
2.5375375375e+00 -3.1143139077e-04
2.5405405405e+00 -2.5236978287e-04
2.5435435435e+00 -1.9281179278e-04
2.5465465465e+00 -1.3275523009e-04
2.5495495495e+00 -7.2197899447e-05
2.5525525526e+00 -1.1137600478e-05
2.5555555556e+00 5.0427872170e-05
2.5585585586e+00 1.1250072885e-04
2.5615615616e+00 1.7508318491e-04
2.5645645646e+00 2.3817746070e-04
2.5675675676e+00 3.0178578158e-04
2.5705705706e+00 3.6591037791e-04
2.5735735736e+00 4.3055348506e-04
2.5765765766e+00 4.9571734341e-04
2.5795795796e+00 5.6140419837e-04
2.5825825826e+00 6.2761630035e-04
2.5855855856e+00 6.9435590479e-04
2.5885885886e+00 7.6162527215e-04
2.5915915916e+00 8.2942666793e-04
2.5945945946e+00 8.9776236263e-04
2.5975975976e+00 9.6663463181e-04
2.6006006006e+00 1.0360457561e-03
2.6036036036e+00 1.1059980210e-03
2.6066066066e+00 1.1764937173e-03
2.6096096096e+00 1.2475351406e-03
2.6126126126e+00 1.3191245917e-03
2.6156156156e+00 1.3912643765e-03
2.6186186186e+00 1.4639568057e-03
2.6216216216e+00 1.5372041952e-03
2.6246246246e+00 1.6110088661e-03
2.6276276276e+00 1.6853731443e-03
2.6306306306e+00 1.7602993610e-03
2.6336336336e+00 1.8357898522e-03
2.6366366366e+00 1.9118469593e-03
2.6396396396e+00 1.9884730284e-03
2.6426426426e+00 2.0656704110e-03
2.6456456456e+00 2.1434414634e-03
2.6486486486e+00 2.2217885473e-03
2.6516516517e+00 2.3007140291e-03
2.6546546547e+00 2.3802202807e-03
2.6576576577e+00 2.4603096787e-03
2.6606606607e+00 2.5409846050e-03
2.6636636637e+00 2.6222474465e-03
2.6666666667e+00 2.7041005954e-03
2.6696696697e+00 2.7865464487e-03
2.6726726727e+00 2.8695874087e-03
2.6756756757e+00 2.9532258828e-03
2.6786786787e+00 3.0374642833e-03
2.6816816817e+00 3.1223050279e-03
2.6846846847e+00 3.2077505393e-03
2.6876876877e+00 3.2938032451e-03
2.6906906907e+00 3.3804655784e-03
2.6936936937e+00 3.4677399772e-03
2.6966966967e+00 3.5556288845e-03
2.6996996997e+00 3.6441347487e-03
2.7027027027e+00 3.7332600231e-03
2.7057057057e+00 3.8230071664e-03
2.7087087087e+00 3.9133786420e-03
2.7117117117e+00 4.0043769190e-03
2.7147147147e+00 4.0960044711e-03
2.7177177177e+00 4.1882637774e-03
2.7207207207e+00 4.2811573222e-03
2.7237237237e+00 4.3746875949e-03
2.7267267267e+00 4.4688570899e-03
2.7297297297e+00 4.5636683069e-03
2.7327327327e+00 4.6591237507e-03
2.7357357357e+00 4.7552259313e-03
2.7387387387e+00 4.8519773639e-03
2.7417417417e+00 4.9493805687e-03
2.7447447447e+00 5.0474380711e-03
2.7477477477e+00 5.1461524019e-03
2.7507507508e+00 5.2455260968e-03
2.7537537538e+00 5.3455616968e-03
2.7567567568e+00 5.4462617479e-03
2.7597597598e+00 5.5476288017e-03
2.7627627628e+00 5.6496654144e-03
2.7657657658e+00 5.7523741479e-03
2.7687687688e+00 5.8557575690e-03
2.7717717718e+00 5.9598182497e-03
2.7747747748e+00 6.0645587673e-03
2.7777777778e+00 6.1699817043e-03
2.7807807808e+00 6.2760896483e-03
2.7837837838e+00 6.3828851920e-03
2.7867867868e+00 6.4903709336e-03
2.7897897898e+00 6.5985494763e-03
2.7927927928e+00 6.7074234286e-03
2.7957957958e+00 6.8169954040e-03
2.7987987988e+00 6.9272680215e-03
2.8018018018e+00 7.0382439051e-03
2.8048048048e+00 7.1499256841e-03
2.8078078078e+00 7.2623159931e-03
2.8108108108e+00 7.3754174718e-03
2.8138138138e+00 7.4892327651e-03
2.8168168168e+00 7.6037645233e-03
2.8198198198e+00 7.7190154017e-03
2.8228228228e+00 7.8349880610e-03
2.8258258258e+00 7.9516851671e-03
2.8288288288e+00 8.0691093911e-03
2.8318318318e+00 8.1872634094e-03
2.8348348348e+00 8.3061499035e-03
2.8378378378e+00 8.4257715603e-03
2.8408408408e+00 8.5461310720e-03
2.8438438438e+00 8.6672311358e-03
2.8468468468e+00 8.7890744543e-03
2.8498498498e+00 8.9116637355e-03
2.8528528529e+00 9.0350016923e-03
2.8558558559e+00 9.1590910433e-03
2.8588588589e+00 9.2839345119e-03
2.8618618619e+00 9.4095348271e-03
2.8648648649e+00 9.5358947231e-03
2.8678678679e+00 9.6630169393e-03
2.8708708709e+00 9.7909042204e-03
2.8738738739e+00 9.9195593163e-03
2.8768768769e+00 1.0048984982e-02
2.8798798799e+00 1.0179183979e-02
2.8828828829e+00 1.0310159072e-02
2.8858858859e+00 1.0441913033e-02
2.8888888889e+00 1.0574448638e-02
2.8918918919e+00 1.0707768669e-02
2.8948948949e+00 1.0841875912e-02
2.8978978979e+00 1.0976773160e-02
2.9009009009e+00 1.1112463210e-02
2.9039039039e+00 1.1248948866e-02
2.9069069069e+00 1.1386232936e-02
2.9099099099e+00 1.1524318232e-02
2.9129129129e+00 1.1663207574e-02
2.9159159159e+00 1.1802903786e-02
2.9189189189e+00 1.1943409698e-02
2.9219219219e+00 1.2084728143e-02
2.9249249249e+00 1.2226861962e-02
2.9279279279e+00 1.2369814001e-02
2.9309309309e+00 1.2513587110e-02
2.9339339339e+00 1.2658184144e-02
2.9369369369e+00 1.2803607967e-02
2.9399399399e+00 1.2949861443e-02
2.9429429429e+00 1.3096947445e-02
2.9459459459e+00 1.3244868851e-02
2.9489489489e+00 1.3393628542e-02
2.9519519520e+00 1.3543229408e-02
2.9549549550e+00 1.3693674341e-02
2.9579579580e+00 1.3844966240e-02
2.9609609610e+00 1.3997108009e-02
2.9639639640e+00 1.4150102558e-02
2.9669669670e+00 1.4303952800e-02
2.9699699700e+00 1.4458661657e-02
2.9729729730e+00 1.4614232054e-02
2.9759759760e+00 1.4770666922e-02
2.9789789790e+00 1.4927969196e-02
2.9819819820e+00 1.5086141818e-02
2.9849849850e+00 1.5245187735e-02
2.9879879880e+00 1.5405109900e-02
2.9909909910e+00 1.5565911270e-02
2.9939939940e+00 1.5727594808e-02
2.9969969970e+00 1.5890163482e-02
3.0000000000e+00 1.6053620267e-02
