# S_vals   V_full,   V_ht,   V_zero
1.6216216216e+00 -5.2427287783e-03 -1.6655799372e-02 -5.2845056922e-03
1.6266266266e+00 -5.2241876008e-03 -1.6820957212e-02 -5.2663983064e-03
1.6316316316e+00 -5.2044434162e-03 -1.6987225486e-02 -5.2470902866e-03
1.6366366366e+00 -5.1834770015e-03 -1.7154608215e-02 -5.2265647001e-03
1.6416416416e+00 -5.1612731444e-03 -1.7323109423e-02 -5.2048045040e-03
1.6466466466e+00 -5.1378139391e-03 -1.7492733136e-02 -5.1817925445e-03
1.6516516517e+00 -5.1130815958e-03 -1.7663483385e-02 -5.1575115570e-03
1.6566566567e+00 -5.0870591980e-03 -1.7835364201e-02 -5.1319441657e-03
1.6616616617e+00 -5.0597299581e-03 -1.8008379621e-02 -5.1050728840e-03
1.6666666667e+00 -5.0310750882e-03 -1.8182533682e-02 -5.0768801134e-03
1.6716716717e+00 -5.0010776850e-03 -1.8357830426e-02 -5.0473481442e-03
1.6766766767e+00 -4.9697195967e-03 -1.8534273899e-02 -5.0164591548e-03
1.6816816817e+00 -4.9369834772e-03 -1.8711868146e-02 -4.9841952117e-03
1.6866866867e+00 -4.9028503462e-03 -1.8890617220e-02 -4.9505382694e-03
1.6916916917e+00 -4.8673028588e-03 -1.9070525173e-02 -4.9154701699e-03
1.6966966967e+00 -4.8303223833e-03 -1.9251596061e-02 -4.8789726431e-03
1.7017017017e+00 -4.7918906036e-03 -1.9433833945e-02 -4.8410273059e-03
1.7067067067e+00 -4.7519893130e-03 -1.9617242886e-02 -4.8016156627e-03
1.7117117117e+00 -4.7105993482e-03 -1.9801826949e-02 -4.7607191050e-03
1.7167167167e+00 -4.6677025388e-03 -1.9987590205e-02 -4.7183189107e-03
1.7217217217e+00 -4.6232799314e-03 -2.0174536722e-02 -4.6743962451e-03
1.7267267267e+00 -4.5773118893e-03 -2.0362670577e-02 -4.6289321593e-03
1.7317317317e+00 -4.5297818125e-03 -2.0551995845e-02 -4.5819075913e-03
1.7367367367e+00 -4.4806664485e-03 -2.0742516608e-02 -4.5333033652e-03
1.7417417417e+00 -4.4299499741e-03 -2.0934236949e-02 -4.4831001907e-03
1.7467467467e+00 -4.3776120705e-03 -2.1127160954e-02 -4.4312786640e-03
1.7517517518e+00 -4.3236325919e-03 -2.1321292711e-02 -4.3778192665e-03
1.7567567568e+00 -4.2679923278e-03 -2.1516636314e-02 -4.3227023652e-03
1.7617617618e+00 -4.2106720764e-03 -2.1713195858e-02 -4.2659082127e-03
1.7667667668e+00 -4.1516511828e-03 -2.1910975440e-02 -4.2074169465e-03
1.7717717718e+00 -4.0909107665e-03 -2.2109979162e-02 -4.1472085892e-03
1.7767767768e+00 -4.0284286006e-03 -2.2310211128e-02 -4.0852630484e-03
1.7817817818e+00 -3.9641867804e-03 -2.2511675445e-02 -4.0215601161e-03
1.7867867868e+00 -3.8981645506e-03 -2.2714376223e-02 -3.9560794690e-03
1.7917917918e+00 -3.8303402693e-03 -2.2918317575e-02 -3.8888006682e-03
1.7967967968e+00 -3.7606947710e-03 -2.3123503617e-02 -3.8197031589e-03
1.8018018018e+00 -3.6892070323e-03 -2.3329938469e-02 -3.7487662703e-03
1.8068068068e+00 -3.6158568550e-03 -2.3537626251e-02 -3.6759692157e-03
1.8118118118e+00 -3.5406207460e-03 -2.3746571090e-02 -3.6012910917e-03
1.8168168168e+00 -3.4634813154e-03 -2.3956777113e-02 -3.5247108788e-03
1.8218218218e+00 -3.3844149132e-03 -2.4168248451e-02 -3.4462074407e-03
1.8268268268e+00 -3.3034010567e-03 -2.4380989238e-02 -3.3657595244e-03
1.8318318318e+00 -3.2204187458e-03 -2.4595003610e-02 -3.2833457599e-03
1.8368368368e+00 -3.1354468031e-03 -2.4810295709e-02 -3.1989446601e-03
1.8418418418e+00 -3.0484625665e-03 -2.5026869676e-02 -3.1125346208e-03
1.8468468468e+00 -2.9594480505e-03 -2.5244729657e-02 -3.0240939201e-03
1.8518518519e+00 -2.8683738693e-03 -2.5463879802e-02 -2.9336007187e-03
1.8568568569e+00 -2.7752250280e-03 -2.5684324262e-02 -2.8410330595e-03
1.8618618619e+00 -2.6799761981e-03 -2.5906067191e-02 -2.7463688677e-03
1.8668668669e+00 -2.5826057774e-03 -2.6129112749e-02 -2.6495859500e-03
1.8718718719e+00 -2.4830935754e-03 -2.6353465094e-02 -2.5506619954e-03
1.8768768769e+00 -2.3814141651e-03 -2.6579128392e-02 -2.4495745742e-03
1.8818818819e+00 -2.2775467205e-03 -2.6806106808e-02 -2.3463011383e-03
1.8868868869e+00 -2.1714686600e-03 -2.7034404512e-02 -2.2408190209e-03
1.8918918919e+00 -2.0631562372e-03 -2.7264025678e-02 -2.1331054364e-03
1.8968968969e+00 -1.9525873786e-03 -2.7494974481e-02 -2.0231374800e-03
1.9019019019e+00 -1.8397382833e-03 -2.7727255098e-02 -1.9108921281e-03
1.9069069069e+00 -1.7245865291e-03 -2.7960871713e-02 -1.7963462376e-03
1.9119119119e+00 -1.6071105271e-03 -2.8195828509e-02 -1.6794765460e-03
1.9169169169e+00 -1.4872820820e-03 -2.8432129674e-02 -1.5602596710e-03
1.9219219219e+00 -1.3650838112e-03 -2.8669779399e-02 -1.4386721109e-03
1.9269269269e+00 -1.2404879989e-03 -2.8908781877e-02 -1.3146902438e-03
1.9319319319e+00 -1.1134726609e-03 -2.9149141305e-02 -1.1882903278e-03
1.9369369369e+00 -9.8401297095e-04 -2.9390861881e-02 -1.0594485010e-03
1.9419419419e+00 -8.5208591760e-04 -2.9633947809e-02 -9.2814078070e-04
1.9469469469e+00 -7.1766763203e-04 -2.9878403295e-02 -7.9434306408e-04
1.9519519520e+00 -5.8073161846e-04 -3.0124232545e-02 -6.5803112746e-04
1.9569569570e+00 -4.4125771687e-04 -3.0371439773e-02 -5.1918062638e-04
1.9619619620e+00 -2.9921717970e-04 -3.0620029191e-02 -3.7776709540e-04
1.9669669670e+00 -1.5458897856e-04 -3.0870005019e-02 -2.3376594798e-04
1.9719719720e+00 -7.3462524364e-06 -3.1121371475e-02 -8.7152476298e-05
1.9769769770e+00 1.4253535460e-04 -3.1374132783e-02 6.2098148885e-05
1.9819819820e+00 2.9508005158e-04 -3.1628293170e-02 2.1401087837e-04
1.9869869870e+00 4.5031329464e-04 -3.1883856865e-02 3.6861078467e-04
1.9919919920e+00 6.0826007819e-04 -3.2140828099e-02 5.2592306217e-04
1.9969969970e+00 7.6894565887e-04 -3.2399211109e-02 6.8597302726e-04
2.0020020020e+00 9.3239556273e-04 -3.2659010133e-02 8.4878611846e-04
2.0070070070e+00 1.0986351932e-03 -3.2920229411e-02 1.0143878966e-03
2.0120120120e+00 1.2676906793e-03 -3.3182873188e-02 1.1828040451e-03
2.0170170170e+00 1.4395868329e-03 -3.3446945712e-02 1.3540603697e-03
2.0220220220e+00 1.6143494925e-03 -3.3712451231e-02 1.5281827990e-03
2.0270270270e+00 1.7920055676e-03 -3.3979394000e-02 1.7051973847e-03
2.0320320320e+00 1.9725808990e-03 -3.4247778274e-02 1.8851303011e-03
2.0370370370e+00 2.1561009372e-03 -3.4517608313e-02 2.0680078461e-03
2.0420420420e+00 2.3425930374e-03 -3.4788888379e-02 2.2538564407e-03
2.0470470470e+00 2.5320830572e-03 -3.5061622736e-02 2.4427026293e-03
2.0520520521e+00 2.7245976261e-03 -3.5335815652e-02 2.6345730801e-03
2.0570570571e+00 2.9201626981e-03 -3.5611471400e-02 2.8294945848e-03
2.0620620621e+00 3.1188067097e-03 -3.5888594252e-02 3.0274940594e-03
2.0670670671e+00 3.3205566877e-03 -3.6167188485e-02 3.2285985434e-03
2.0720720721e+00 3.5254362071e-03 -3.6447258380e-02 3.4328352008e-03
2.0770770771e+00 3.7334784657e-03 -3.6728808220e-02 3.6402313200e-03
2.0820820821e+00 3.9447062671e-03 -3.7011842290e-02 3.8508143135e-03
2.0870870871e+00 4.1591484842e-03 -3.7296364879e-02 4.0646117188e-03
2.0920920921e+00 4.3768316432e-03 -3.7582380280e-02 4.2816511979e-03
2.0970970971e+00 4.5977849275e-03 -3.7869892786e-02 4.5019605377e-03
2.1021021021e+00 4.8220345808e-03 -3.8158906696e-02 4.7255676501e-03
2.1071071071e+00 5.0496110686e-03 -3.8449426311e-02 4.9525005723e-03
2.1121121121e+00 5.2805389948e-03 -3.8741455934e-02 5.1827874667e-03
2.1171171171e+00 5.5148494258e-03 -3.9034999872e-02 5.4164566210e-03
2.1221221221e+00 5.7525696576e-03 -3.9330062436e-02 5.6535364488e-03
2.1271271271e+00 5.9937285063e-03 -3.9626647936e-02 5.8940554891e-03
2.1321321321e+00 6.2383535378e-03 -3.9924760691e-02 6.1380424069e-03
2.1371371371e+00 6.4864737922e-03 -4.0224405017e-02 6.3855259932e-03
2.1421421421e+00 6.7381180760e-03 -4.0525585236e-02 6.6365351651e-03
2.1471471471e+00 6.9933153446e-03 -4.0828305675e-02 6.8910989659e-03
2.1521521522e+00 7.2520965370e-03 -4.1132570659e-02 7.1492465654e-03
2.1571571572e+00 7.5144889755e-03 -4.1438384519e-02 7.4110072599e-03
2.1621621622e+00 7.7805210455e-03 -4.1745751590e-02 7.6764104723e-03
2.1671671672e+00 8.0502240851e-03 -4.2054676208e-02 7.9454857524e-03
2.1721721722e+00 8.3236261420e-03 -4.2365162711e-02 8.2182627770e-03
2.1771771772e+00 8.6007580550e-03 -4.2677215444e-02 8.4947713497e-03
2.1821821822e+00 8.8816486084e-03 -4.2990838751e-02 8.7750414016e-03
2.1871871872e+00 9.1663287770e-03 -4.3306036980e-02 9.0591029910e-03
2.1921921922e+00 9.4548289394e-03 -4.3622814484e-02 9.3469863038e-03
2.1971971972e+00 9.7471771677e-03 -4.3941175617e-02 9.6387216534e-03
2.2022022022e+00 1.0043406565e-02 -4.4261124736e-02 9.9343394810e-03
2.2072072072e+00 1.0343545206e-02 -4.4582666201e-02 1.0233870356e-02
2.2122122122e+00 1.0647624389e-02 -4.4905804376e-02 1.0537344974e-02
2.2172172172e+00 1.0955674824e-02 -4.5230543627e-02 1.0844794163e-02
2.2222222222e+00 1.1267727654e-02 -4.5556888324e-02 1.1156248874e-02
2.2272272272e+00 1.1583813090e-02 -4.5884842839e-02 1.1471740189e-02
2.2322322322e+00 1.1903962821e-02 -4.6214411548e-02 1.1791299321e-02
2.2372372372e+00 1.2228207835e-02 -4.6545598827e-02 1.2114957606e-02
2.2422422422e+00 1.2556579544e-02 -4.6878409060e-02 1.2442746514e-02
2.2472472472e+00 1.2889110379e-02 -4.7212846630e-02 1.2774697641e-02
2.2522522523e+00 1.3225830436e-02 -4.7548915924e-02 1.3110842713e-02
2.2572572573e+00 1.3566770390e-02 -4.7886621332e-02 1.3451213585e-02
2.2622622623e+00 1.3911964591e-02 -4.8225967249e-02 1.3795842242e-02
2.2672672673e+00 1.4261444685e-02 -4.8566958069e-02 1.4144760798e-02
2.2722722723e+00 1.4615241100e-02 -4.8909598192e-02 1.4498001496e-02
2.2772772773e+00 1.4973386511e-02 -4.9253892020e-02 1.4855596709e-02
2.2822822823e+00 1.5335912944e-02 -4.9599843959e-02 1.5217578941e-02
2.2872872873e+00 1.5702853179e-02 -4.9947458416e-02 1.5583980824e-02
2.2922922923e+00 1.6074243846e-02 -5.0296739802e-02 1.5954835121e-02
2.2972972973e+00 1.6450109909e-02 -5.0647692532e-02 1.6330174727e-02
2.3023023023e+00 1.6830490234e-02 -5.1000321022e-02 1.6710032664e-02
2.3073073073e+00 1.7215415316e-02 -5.1354629693e-02 1.7094442087e-02
2.3123123123e+00 1.7604917620e-02 -5.1710622967e-02 1.7483436281e-02
2.3173173173e+00 1.7999031249e-02 -5.2068305271e-02 1.7877048661e-02
2.3223223223e+00 1.8397791734e-02 -5.2427681033e-02 1.8275312773e-02
2.3273273273e+00 1.8801228061e-02 -5.2788754686e-02 1.8678262296e-02
2.3323323323e+00 1.9209377395e-02 -5.3151530664e-02 1.9085931037e-02
2.3373373373e+00 1.9622271604e-02 -5.3516013405e-02 1.9498352936e-02
2.3423423423e+00 2.0039943738e-02 -5.3882207350e-02 1.9915562064e-02
2.3473473473e+00 2.0462432871e-02 -5.4250116943e-02 2.0337592625e-02
2.3523523524e+00 2.0889765862e-02 -5.4619746630e-02 2.0764478951e-02
2.3573573574e+00 2.1321981888e-02 -5.4991100862e-02 2.1196255510e-02
2.3623623624e+00 2.1759113173e-02 -5.5364184092e-02 2.1632956898e-02
2.3673673674e+00 2.2201194973e-02 -5.5739000775e-02 2.2074617847e-02
2.3723723724e+00 2.2648261268e-02 -5.6115555369e-02 2.2521273217e-02
2.3773773774e+00 2.3100348643e-02 -5.6493852337e-02 2.2972958003e-02
2.3823823824e+00 2.3557487593e-02 -5.6873896143e-02 2.3429707331e-02
2.3873873874e+00 2.4019717686e-02 -5.7255691256e-02 2.3891556461e-02
2.3923923924e+00 2.4487073096e-02 -5.7639242145e-02 2.4358540784e-02
2.3973973974e+00 2.4959588101e-02 -5.8024553284e-02 2.4830695824e-02
2.4024024024e+00 2.5437296213e-02 -5.8411629150e-02 2.5308057238e-02
2.4074074074e+00 2.5920236704e-02 -5.8800474223e-02 2.5790660818e-02
2.4124124124e+00 2.6408441040e-02 -5.9191092985e-02 2.6278542485e-02
2.4174174174e+00 2.6901948537e-02 -5.9583489921e-02 2.6771738297e-02
2.4224224224e+00 2.7400793811e-02 -5.9977669521e-02 2.7270284443e-02
2.4274274274e+00 2.7905010850e-02 -6.0373636276e-02 2.7774217246e-02
2.4324324324e+00 2.8414638576e-02 -6.0771394680e-02 2.8283573164e-02
2.4374374374e+00 2.8929712266e-02 -6.1170949231e-02 2.8798388787e-02
2.4424424424e+00 2.9450269914e-02 -6.1572304429e-02 2.9318700839e-02
2.4474474474e+00 2.9976341392e-02 -6.1975464778e-02 2.9844546179e-02
2.4524524525e+00 3.0507970544e-02 -6.2380434784e-02 3.0375961799e-02
2.4574574575e+00 3.1045192534e-02 -6.2787218957e-02 3.0912984826e-02
2.4624624625e+00 3.1588041542e-02 -6.3195821809e-02 3.1455652519e-02
2.4674674675e+00 3.2136555671e-02 -6.3606247855e-02 3.2004002276e-02
2.4724724725e+00 3.2690771463e-02 -6.4018501614e-02 3.2558071625e-02
2.4774774775e+00 3.3250729327e-02 -6.4432587607e-02 3.3117898231e-02
2.4824824825e+00 3.3816462621e-02 -6.4848510358e-02 3.3683519893e-02
2.4874874875e+00 3.4388009120e-02 -6.5266274395e-02 3.4254974545e-02
2.4924924925e+00 3.4965409167e-02 -6.5685884248e-02 3.4832300257e-02
2.4974974975e+00 3.5548696599e-02 -6.6107344450e-02 3.5415535233e-02
2.5025025025e+00 3.6137912035e-02 -6.6530659538e-02 3.6004717811e-02
2.5075075075e+00 3.6733091925e-02 -6.6955834050e-02 3.6599886468e-02
2.5125125125e+00 3.7334275129e-02 -6.7382872529e-02 3.7201079813e-02
2.5175175175e+00 3.7941497848e-02 -6.7811779520e-02 3.7808336593e-02
2.5225225225e+00 3.8554801235e-02 -6.8242559572e-02 3.8421695688e-02
2.5275275275e+00 3.9174218443e-02 -6.8675217234e-02 3.9041196117e-02
2.5325325325e+00 3.9799792762e-02 -6.9109757062e-02 3.9666877033e-02
2.5375375375e+00 4.0431560143e-02 -6.9546183613e-02 4.0298777726e-02
2.5425425425e+00 4.1069561019e-02 -6.9984501446e-02 4.0936937620e-02
2.5475475475e+00 4.1713832427e-02 -7.0424715125e-02 4.1581396278e-02
2.5525525526e+00 4.2364411766e-02 -7.0866829216e-02 4.2232193399e-02
2.5575575576e+00 4.3021340448e-02 -7.1310848287e-02 4.2889368817e-02
2.5625625626e+00 4.3684655804e-02 -7.1756776912e-02 4.3552962504e-02
2.5675675676e+00 4.4354397312e-02 -7.2204619663e-02 4.4223014567e-02
2.5725725726e+00 4.5030603317e-02 -7.2654381121e-02 4.4899565253e-02
2.5775775776e+00 4.5713313599e-02 -7.3106065865e-02 4.5582654943e-02
2.5825825826e+00 4.6402563587e-02 -7.3559678480e-02 4.6272324156e-02
2.5875875876e+00 4.7098398820e-02 -7.4015223552e-02 4.6968613549e-02
2.5925925926e+00 4.7800854221e-02 -7.4472705671e-02 4.7671563916e-02
2.5975975976e+00 4.8509966046e-02 -7.4932129431e-02 4.8381216187e-02
2.6026026026e+00 4.9225777482e-02 -7.5393499427e-02 4.9097611432e-02
2.6076076076e+00 4.9948325241e-02 -7.5856820257e-02 4.9820790856e-02
2.6126126126e+00 5.0677649031e-02 -7.6322096524e-02 5.0550795804e-02
2.6176176176e+00 5.1413788218e-02 -7.6789332832e-02 5.1287667757e-02
2.6226226226e+00 5.2156776509e-02 -7.7258533790e-02 5.2031448337e-02
2.6276276276e+00 5.2906655534e-02 -7.7729704008e-02 5.2782179300e-02
2.6326326326e+00 5.3663462883e-02 -7.8202848099e-02 5.3539902544e-02
2.6376376376e+00 5.4427232749e-02 -7.8677970680e-02 5.4304660102e-02
2.6426426426e+00 5.5197998843e-02 -7.9155076372e-02 5.5076494148e-02
2.6476476476e+00 5.5975796009e-02 -7.9634169796e-02 5.5855446993e-02
2.6526526527e+00 5.6760651170e-02 -8.0115255578e-02 5.6641561088e-02
2.6576576577e+00 5.7552592944e-02 -8.0598338348e-02 5.7434879022e-02
2.6626626627e+00 5.8351628673e-02 -8.1083422736e-02 5.8235443523e-02
2.6676676677e+00 5.9157702631e-02 -8.1570513377e-02 5.9043297457e-02
2.6726726727e+00 5.9970839739e-02 -8.2059614908e-02 5.9858483831e-02
2.6776776777e+00 6.0791361949e-02 -8.2550731971e-02 6.0681045789e-02
2.6826826827e+00 6.1619315680e-02 -8.3043869209e-02 6.1511026617e-02
2.6876876877e+00 6.2454740532e-02 -8.3539031268e-02 6.2348469739e-02
2.6926926927e+00 6.3297681249e-02 -8.4036222797e-02 6.3193418717e-02
2.6976976977e+00 6.4148185937e-02 -8.4535448450e-02 6.4045917256e-02
2.7027027027e+00 6.5006290599e-02 -8.5036712881e-02 6.4906009198e-02
2.7077077077e+00 6.5872046670e-02 -8.5540020750e-02 6.5773738525e-02
2.7127127127e+00 6.6745494867e-02 -8.6045376717e-02 6.6649149361e-02
2.7177177177e+00 6.7626681864e-02 -8.6552785447e-02 6.7532285968e-02
2.7227227227e+00 6.8515648344e-02 -8.7062251606e-02 6.8423192750e-02
2.7277277277e+00 6.9412440278e-02 -8.7573779867e-02 6.9321914249e-02
2.7327327327e+00 7.0317102123e-02 -8.8087374901e-02 7.0228495150e-02
2.7377377377e+00 7.1229682367e-02 -8.8603041386e-02 7.1142980277e-02
2.7427427427e+00 7.2150217546e-02 -8.9120784000e-02 7.2065414594e-02
2.7477477477e+00 7.3078763573e-02 -8.9640607425e-02 7.2995843208e-02
2.7527527528e+00 7.4015360494e-02 -9.0162516348e-02 7.3934311364e-02
2.7577577578e+00 7.4960049893e-02 -9.0686515456e-02 7.4880864449e-02
2.7627627628e+00 7.5912885657e-02 -9.1212609440e-02 7.5835547994e-02
2.7677677678e+00 7.6873905868e-02 -9.1740802995e-02 7.6798407666e-02
2.7727727728e+00 7.7843161183e-02 -9.2271100817e-02 7.7769489276e-02
2.7777777778e+00 7.8820693570e-02 -9.2803507607e-02 7.8748838778e-02
2.7827827828e+00 7.9806554090e-02 -9.3338028069e-02 7.9736502263e-02
2.7877877878e+00 8.0800785846e-02 -9.3874666907e-02 8.0732525969e-02
2.7927927928e+00 8.1803436144e-02 -9.4413428832e-02 8.1736956271e-02
2.7977977978e+00 8.2814551028e-02 -9.4954318555e-02 8.2749839688e-02
2.8028028028e+00 8.3834175265e-02 -9.5497340791e-02 8.3771222881e-02
2.8078078078e+00 8.4862363210e-02 -9.6042500258e-02 8.4801152652e-02
2.8128128128e+00 8.5899151774e-02 -9.6589801678e-02 8.5839675945e-02
2.8178178178e+00 8.6944595081e-02 -9.7139249774e-02 8.6886839849e-02
2.8228228228e+00 8.7998737330e-02 -9.7690849274e-02 8.7942691591e-02
2.8278278278e+00 8.9061621397e-02 -9.8244604906e-02 8.9007278544e-02
2.8328328328e+00 9.0133309167e-02 -9.8800521405e-02 9.0080648221e-02
2.8378378378e+00 9.1213835467e-02 -9.9358603506e-02 9.1162848279e-02
2.8428428428e+00 9.2303251653e-02 -9.9918855948e-02 9.2253926518e-02
2.8478478478e+00 9.3401608227e-02 -1.0048128347e-01 9.3353930880e-02
2.8528528529e+00 9.4508948817e-02 -1.0104589082e-01 9.4462909449e-02
2.8578578579e+00 9.5625324271e-02 -1.0161268275e-01 9.5580910454e-02
2.8628628629e+00 9.6750783703e-02 -1.0218166401e-01 9.6707982267e-02
2.8678678679e+00 9.7885373930e-02 -1.0275283934e-01 9.7844173401e-02
2.8728728729e+00 9.9029144955e-02 -1.0332621351e-01 9.8989532515e-02
2.8778778779e+00 1.0018214489e-01 -1.0390179128e-01 1.0014410841e-01
2.8828828829e+00 1.0134442353e-01 -1.0447957741e-01 1.0130795003e-01
2.8878878879e+00 1.0251602867e-01 -1.0505957666e-01 1.0248110647e-01
2.8928928929e+00 1.0369700706e-01 -1.0564179380e-01 1.0366362695e-01
2.8978978979e+00 1.0488741617e-01 -1.0622623362e-01 1.0485556085e-01
2.9029029029e+00 1.0608729942e-01 -1.0681290087e-01 1.0605695770e-01
2.9079079079e+00 1.0729670830e-01 -1.0740180033e-01 1.0726786715e-01
2.9129129129e+00 1.0851568966e-01 -1.0799293680e-01 1.0848833902e-01
2.9179179179e+00 1.0974429781e-01 -1.0858631505e-01 1.0971842326e-01
2.9229229229e+00 1.1098258149e-01 -1.0918193987e-01 1.1095816995e-01
2.9279279279e+00 1.1223058966e-01 -1.0977981604e-01 1.1220762936e-01
2.9329329329e+00 1.1348837306e-01 -1.1037994837e-01 1.1346685185e-01
2.9379379379e+00 1.1475598474e-01 -1.1098234164e-01 1.1473588797e-01
2.9429429429e+00 1.1603347263e-01 -1.1158700066e-01 1.1601478838e-01
2.9479479479e+00 1.1732088560e-01 -1.1219393022e-01 1.1730360391e-01
2.9529529530e+00 1.1861827968e-01 -1.1280313513e-01 1.1860238553e-01
2.9579579580e+00 1.1992570537e-01 -1.1341462020e-01 1.1991118433e-01
2.9629629630e+00 1.2124321120e-01 -1.1402839024e-01 1.2123005158e-01
2.9679679680e+00 1.2257084909e-01 -1.1464445006e-01 1.2255903867e-01
2.9729729730e+00 1.2390867252e-01 -1.1526280448e-01 1.2389819716e-01
2.9779779780e+00 1.2525673043e-01 -1.1588345832e-01 1.2524757874e-01
2.9829829830e+00 1.2661507683e-01 -1.1650641639e-01 1.2660723523e-01
2.9879879880e+00 1.2798376387e-01 -1.1713168353e-01 1.2797721863e-01
2.9929929930e+00 1.2936283971e-01 -1.1775926457e-01 1.2935758106e-01
2.9979979980e+00 1.3075236126e-01 -1.1838916433e-01 1.3074837479e-01
3.0030030030e+00 1.3215238481e-01 -1.1902138764e-01 1.3214965225e-01
3.0080080080e+00 1.3356295407e-01 -1.1965593936e-01 1.3356146599e-01
3.0130130130e+00 1.3498412551e-01 -1.2029282431e-01 1.3498386875e-01
3.0180180180e+00 1.3641595250e-01 -1.2093204733e-01 1.3641691336e-01
3.0230230230e+00 1.3785848579e-01 -1.2157361329e-01 1.3786065283e-01
3.0280280280e+00 1.3931178257e-01 -1.2221752702e-01 1.3931514033e-01
3.0330330330e+00 1.4077589210e-01 -1.2286379338e-01 1.4078042913e-01
3.0380380380e+00 1.4225087091e-01 -1.2351241721e-01 1.4225657270e-01
3.0430430430e+00 1.4373677028e-01 -1.2416340339e-01 1.4374362461e-01
3.0480480480e+00 1.4523364659e-01 -1.2481675677e-01 1.4524163861e-01
3.0530530531e+00 1.4674154453e-01 -1.2547248222e-01 1.4675066858e-01
3.0580580581e+00 1.4826053879e-01 -1.2613058459e-01 1.4827076856e-01
3.0630630631e+00 1.4979066533e-01 -1.2679106877e-01 1.4980199271e-01
3.0680680681e+00 1.5133198215e-01 -1.2745393963e-01 1.5134439537e-01
3.0730730731e+00 1.5288454633e-01 -1.2811920204e-01 1.5289803101e-01
3.0780780781e+00 1.5444841076e-01 -1.2878686087e-01 1.5446295425e-01
3.0830830831e+00 1.5602363222e-01 -1.2945692102e-01 1.5603921985e-01
3.0880880881e+00 1.5761026678e-01 -1.3012938737e-01 1.5762688274e-01
3.0930930931e+00 1.5920836172e-01 -1.3080426480e-01 1.5922599798e-01
3.0980980981e+00 1.6081798142e-01 -1.3148155820e-01 1.6083662077e-01
3.1031031031e+00 1.6243917775e-01 -1.3216127248e-01 1.6245880648e-01
3.1081081081e+00 1.6407200514e-01 -1.3284341252e-01 1.6409261061e-01
3.1131131131e+00 1.6571651992e-01 -1.3352798323e-01 1.6573808882e-01
3.1181181181e+00 1.6737278029e-01 -1.3421498951e-01 1.6739529691e-01
3.1231231231e+00 1.6904083871e-01 -1.3490443626e-01 1.6906429083e-01
3.1281281281e+00 1.7072075292e-01 -1.3559632840e-01 1.7074512668e-01
3.1331331331e+00 1.7241257795e-01 -1.3629067083e-01 1.7243786071e-01
3.1381381381e+00 1.7411637299e-01 -1.3698746847e-01 1.7414254931e-01
3.1431431431e+00 1.7583218982e-01 -1.3768672624e-01 1.7585924903e-01
3.1481481481e+00 1.7756009392e-01 -1.3838844906e-01 1.7758801657e-01
3.1531531532e+00 1.7930013185e-01 -1.3909264185e-01 1.7932890876e-01
3.1581581582e+00 1.8105236612e-01 -1.3979930954e-01 1.8108198259e-01
3.1631631632e+00 1.8281685567e-01 -1.4050845706e-01 1.8284729522e-01
3.1681681682e+00 1.8459365198e-01 -1.4122008934e-01 1.8462490392e-01
3.1731731732e+00 1.8638281535e-01 -1.4193421131e-01 1.8641486613e-01
3.1781781782e+00 1.8818440721e-01 -1.4265082792e-01 1.8821723945e-01
3.1831831832e+00 1.8999847848e-01 -1.4336994411e-01 1.9003208160e-01
3.1881881882e+00 1.9182509271e-01 -1.4409156482e-01 1.9185945049e-01
3.1931931932e+00 1.9366430509e-01 -1.4481569499e-01 1.9369940413e-01
3.1981981982e+00 1.9551617167e-01 -1.4554233959e-01 1.9555200072e-01
3.2032032032e+00 1.9738075902e-01 -1.4627150356e-01 1.9741729859e-01
3.2082082082e+00 1.9925811358e-01 -1.4700319185e-01 1.9929535624e-01
3.2132132132e+00 2.0114830554e-01 -1.4773740944e-01 2.0118623228e-01
3.2182182182e+00 2.0305138504e-01 -1.4847416128e-01 2.0308998551e-01
3.2232232232e+00 2.0496742038e-01 -1.4921345233e-01 2.0500667487e-01
3.2282282282e+00 2.0689646072e-01 -1.4995528757e-01 2.0693635944e-01
3.2332332332e+00 2.0883857249e-01 -1.5069967196e-01 2.0887909844e-01
3.2382382382e+00 2.1079380918e-01 -1.5144661048e-01 2.1083495128e-01
3.2432432432e+00 2.1276223497e-01 -1.5219610812e-01 2.1280397749e-01
3.2482482482e+00 2.1474390728e-01 -1.5294816983e-01 2.1478623675e-01
3.2532532533e+00 2.1673888697e-01 -1.5370280062e-01 2.1678178889e-01
3.2582582583e+00 2.1874723407e-01 -1.5446000547e-01 2.1879069392e-01
3.2632632633e+00 2.2076900717e-01 -1.5521978937e-01 2.2081301196e-01
3.2682682683e+00 2.2280426675e-01 -1.5598215730e-01 2.2284880332e-01
3.2732732733e+00 2.2485307488e-01 -1.5674711426e-01 2.2489812842e-01
3.2782782783e+00 2.2691549551e-01 -1.5751466526e-01 2.2696104786e-01
3.2832832833e+00 2.2899157987e-01 -1.5828481530e-01 2.2903762238e-01
3.2882882883e+00 2.3108139809e-01 -1.5905756936e-01 2.3112791288e-01
3.2932932933e+00 2.3318500733e-01 -1.5983293248e-01 2.3323198040e-01
3.2982982983e+00 2.3530246325e-01 -1.6061090965e-01 2.3534988615e-01
3.3033033033e+00 2.3743384216e-01 -1.6139150588e-01 2.3748169146e-01
