# S_vals,  V_ht_pi,   V_ht_pi_over4,   V_ht_pi_by4
6.5265265265e-02 -8.5220668615e+02 -8.9224771715e+02 -8.2368387398e+02
6.5465465465e-02 -8.6232995363e+02 -9.0283313605e+02 -8.3348563829e+02
6.5665665666e-02 -8.7253971542e+02 -9.1350913103e+02 -8.4337110325e+02
6.5865865866e-02 -8.8283643951e+02 -9.2427619466e+02 -8.5334072011e+02
6.6066066066e-02 -8.9322059508e+02 -9.3513482078e+02 -8.6339494126e+02
6.6266266266e-02 -9.0369265247e+02 -9.4608550447e+02 -8.7353422022e+02
6.6466466466e-02 -9.1425308321e+02 -9.5712874208e+02 -8.8375901164e+02
6.6666666667e-02 -9.2490235999e+02 -9.6826503121e+02 -8.9406977129e+02
6.6866866867e-02 -9.3564095670e+02 -9.7949487070e+02 -9.0446695606e+02
6.7067067067e-02 -9.4646934840e+02 -9.9081876067e+02 -9.1495102397e+02
6.7267267267e-02 -9.5738801133e+02 -1.0022372025e+03 -9.2552243418e+02
6.7467467467e-02 -9.6839742290e+02 -1.0137506987e+03 -9.3618164695e+02
6.7667667668e-02 -9.7949806171e+02 -1.0253597532e+03 -9.4692912370e+02
6.7867867868e-02 -9.9069040753e+02 -1.0370648712e+03 -9.5776532695e+02
6.8068068068e-02 -1.0019749413e+03 -1.0488665590e+03 -9.6869072035e+02
6.8268268268e-02 -1.0133521452e+03 -1.0607653242e+03 -9.7970576869e+02
6.8468468468e-02 -1.0248225025e+03 -1.0727616758e+03 -9.9081093788e+02
6.8668668669e-02 -1.0363864976e+03 -1.0848561238e+03 -1.0020066949e+03
6.8868868869e-02 -1.0480446163e+03 -1.0970491797e+03 -1.0132935080e+03
6.9069069069e-02 -1.0597973454e+03 -1.1093413560e+03 -1.0246718465e+03
6.9269269269e-02 -1.0716451729e+03 -1.1217331668e+03 -1.0361421806e+03
6.9469469469e-02 -1.0835885880e+03 -1.1342251271e+03 -1.0477049821e+03
6.9669669670e-02 -1.0956280811e+03 -1.1468177534e+03 -1.0593607235e+03
6.9869869870e-02 -1.1077641438e+03 -1.1595115633e+03 -1.0711098786e+03
7.0070070070e-02 -1.1199972687e+03 -1.1723070758e+03 -1.0829529224e+03
7.0270270270e-02 -1.1323279498e+03 -1.1852048109e+03 -1.0948903309e+03
7.0470470470e-02 -1.1447566822e+03 -1.1982052903e+03 -1.1069225813e+03
7.0670670671e-02 -1.1572839622e+03 -1.2113090364e+03 -1.1190501518e+03
7.0870870871e-02 -1.1699102871e+03 -1.2245165733e+03 -1.1312735220e+03
7.1071071071e-02 -1.1826361557e+03 -1.2378284261e+03 -1.1435931722e+03
7.1271271271e-02 -1.1954620677e+03 -1.2512451213e+03 -1.1560095844e+03
7.1471471471e-02 -1.2083885241e+03 -1.2647671866e+03 -1.1685232411e+03
7.1671671672e-02 -1.2214160270e+03 -1.2783951510e+03 -1.1811346264e+03
7.1871871872e-02 -1.2345450799e+03 -1.2921295446e+03 -1.1938442254e+03
7.2072072072e-02 -1.2477761872e+03 -1.3059708988e+03 -1.2066525241e+03
7.2272272272e-02 -1.2611098546e+03 -1.3199197465e+03 -1.2195600099e+03
7.2472472472e-02 -1.2745465890e+03 -1.3339766216e+03 -1.2325671713e+03
7.2672672673e-02 -1.2880868984e+03 -1.3481420592e+03 -1.2456744978e+03
7.2872872873e-02 -1.3017312921e+03 -1.3624165959e+03 -1.2588824801e+03
7.3073073073e-02 -1.3154802805e+03 -1.3768007695e+03 -1.2721916101e+03
7.3273273273e-02 -1.3293343751e+03 -1.3912951188e+03 -1.2856023805e+03
7.3473473473e-02 -1.3432940888e+03 -1.4059001841e+03 -1.2991152856e+03
7.3673673674e-02 -1.3573599355e+03 -1.4206165070e+03 -1.3127308206e+03
7.3873873874e-02 -1.3715324302e+03 -1.4354446301e+03 -1.3264494816e+03
7.4074074074e-02 -1.3858120894e+03 -1.4503850975e+03 -1.3402717663e+03
7.4274274274e-02 -1.4001994304e+03 -1.4654384544e+03 -1.3541981731e+03
7.4474474474e-02 -1.4146949719e+03 -1.4806052473e+03 -1.3682292018e+03
7.4674674675e-02 -1.4292992338e+03 -1.4958860240e+03 -1.3823653531e+03
7.4874874875e-02 -1.4440127371e+03 -1.5112813335e+03 -1.3966071292e+03
7.5075075075e-02 -1.4588360040e+03 -1.5267917261e+03 -1.4109550329e+03
7.5275275275e-02 -1.4737695577e+03 -1.5424177533e+03 -1.4254095686e+03
7.5475475475e-02 -1.4888139230e+03 -1.5581599679e+03 -1.4399712415e+03
7.5675675676e-02 -1.5039696255e+03 -1.5740189238e+03 -1.4546405581e+03
7.5875875876e-02 -1.5192371920e+03 -1.5899951765e+03 -1.4694180261e+03
7.6076076076e-02 -1.5346171508e+03 -1.6060892825e+03 -1.4843041540e+03
7.6276276276e-02 -1.5501100310e+03 -1.6223017994e+03 -1.4992994519e+03
7.6476476476e-02 -1.5657163632e+03 -1.6386332865e+03 -1.5144044305e+03
7.6676676677e-02 -1.5814366788e+03 -1.6550843040e+03 -1.5296196021e+03
7.6876876877e-02 -1.5972715107e+03 -1.6716554134e+03 -1.5449454798e+03
7.7077077077e-02 -1.6132213929e+03 -1.6883471776e+03 -1.5603825779e+03
7.7277277277e-02 -1.6292868606e+03 -1.7051601606e+03 -1.5759314120e+03
7.7477477477e-02 -1.6454684500e+03 -1.7220949277e+03 -1.5915924986e+03
7.7677677678e-02 -1.6617666987e+03 -1.7391520456e+03 -1.6073663555e+03
7.7877877878e-02 -1.6781821453e+03 -1.7563320821e+03 -1.6232535015e+03
7.8078078078e-02 -1.6947153298e+03 -1.7736356062e+03 -1.6392544566e+03
7.8278278278e-02 -1.7113667931e+03 -1.7910631882e+03 -1.6553697419e+03
7.8478478478e-02 -1.7281370775e+03 -1.8086153999e+03 -1.6715998796e+03
7.8678678679e-02 -1.7450267264e+03 -1.8262928139e+03 -1.6879453931e+03
7.8878878879e-02 -1.7620362844e+03 -1.8440960045e+03 -1.7044068068e+03
7.9079079079e-02 -1.7791662972e+03 -1.8620255469e+03 -1.7209846464e+03
7.9279279279e-02 -1.7964173117e+03 -1.8800820178e+03 -1.7376794386e+03
7.9479479479e-02 -1.8137898761e+03 -1.8982659951e+03 -1.7544917113e+03
7.9679679680e-02 -1.8312845397e+03 -1.9165780578e+03 -1.7714219934e+03
7.9879879880e-02 -1.8489018529e+03 -1.9350187863e+03 -1.7884708150e+03
8.0080080080e-02 -1.8666423674e+03 -1.9535887623e+03 -1.8056387075e+03
8.0280280280e-02 -1.8845066359e+03 -1.9722885686e+03 -1.8229262031e+03
8.0480480480e-02 -1.9024952126e+03 -1.9911187894e+03 -1.8403338354e+03
8.0680680681e-02 -1.9206086526e+03 -2.0100800101e+03 -1.8578621389e+03
8.0880880881e-02 -1.9388475122e+03 -2.0291728172e+03 -1.8755116495e+03
8.1081081081e-02 -1.9572123491e+03 -2.0483977987e+03 -1.8932829040e+03
8.1281281281e-02 -1.9757037218e+03 -2.0677555437e+03 -1.9111764404e+03
8.1481481481e-02 -1.9943221903e+03 -2.0872466427e+03 -1.9291927978e+03
8.1681681682e-02 -2.0130683157e+03 -2.1068716873e+03 -1.9473325164e+03
8.1881881882e-02 -2.0319426603e+03 -2.1266312704e+03 -1.9655961377e+03
8.2082082082e-02 -2.0509457874e+03 -2.1465259862e+03 -1.9839842042e+03
8.2282282282e-02 -2.0700782617e+03 -2.1665564301e+03 -2.0024972594e+03
8.2482482482e-02 -2.0893406489e+03 -2.1867231988e+03 -2.0211358482e+03
8.2682682683e-02 -2.1087335160e+03 -2.2070268901e+03 -2.0399005164e+03
8.2882882883e-02 -2.1282574313e+03 -2.2274681034e+03 -2.0587918111e+03
8.3083083083e-02 -2.1479129639e+03 -2.2480474389e+03 -2.0778102803e+03
8.3283283283e-02 -2.1677006844e+03 -2.2687654985e+03 -2.0969564733e+03
8.3483483483e-02 -2.1876211644e+03 -2.2896228850e+03 -2.1162309406e+03
8.3683683684e-02 -2.2076749769e+03 -2.3106202027e+03 -2.1356342336e+03
8.3883883884e-02 -2.2278626959e+03 -2.3317580570e+03 -2.1551669050e+03
8.4084084084e-02 -2.2481848965e+03 -2.3530370546e+03 -2.1748295085e+03
8.4284284284e-02 -2.2686421552e+03 -2.3744578035e+03 -2.1946225991e+03
8.4484484484e-02 -2.2892350495e+03 -2.3960209129e+03 -2.2145467328e+03
8.4684684685e-02 -2.3099641582e+03 -2.4177269933e+03 -2.2346024666e+03
8.4884884885e-02 -2.3308300612e+03 -2.4395766564e+03 -2.2547903590e+03
8.5085085085e-02 -2.3518333397e+03 -2.4615705151e+03 -2.2751109692e+03
8.5285285285e-02 -2.3729745758e+03 -2.4837091837e+03 -2.2955648578e+03
8.5485485485e-02 -2.3942543531e+03 -2.5059932778e+03 -2.3161525865e+03
8.5685685686e-02 -2.4156732562e+03 -2.5284234139e+03 -2.3368747181e+03
8.5885885886e-02 -2.4372318709e+03 -2.5510002102e+03 -2.3577318164e+03
8.6086086086e-02 -2.4589307842e+03 -2.5737242858e+03 -2.3787244465e+03
8.6286286286e-02 -2.4807705843e+03 -2.5965962614e+03 -2.3998531745e+03
8.6486486486e-02 -2.5027518605e+03 -2.6196167585e+03 -2.4211185678e+03
8.6686686687e-02 -2.5248752034e+03 -2.6427864003e+03 -2.4425211947e+03
8.6886886887e-02 -2.5471412047e+03 -2.6661058111e+03 -2.4640616248e+03
8.7087087087e-02 -2.5695504572e+03 -2.6895756162e+03 -2.4857404287e+03
8.7287287287e-02 -2.5921035551e+03 -2.7131964426e+03 -2.5075581783e+03
8.7487487487e-02 -2.6148010936e+03 -2.7369689182e+03 -2.5295154464e+03
8.7687687688e-02 -2.6376436690e+03 -2.7608936723e+03 -2.5516128071e+03
8.7887887888e-02 -2.6606318791e+03 -2.7849713355e+03 -2.5738508356e+03
8.8088088088e-02 -2.6837663225e+03 -2.8092025395e+03 -2.5962301081e+03
8.8288288288e-02 -2.7070475993e+03 -2.8335879174e+03 -2.6187512021e+03
8.8488488488e-02 -2.7304763106e+03 -2.8581281035e+03 -2.6414146962e+03
8.8688688689e-02 -2.7540530586e+03 -2.8828237334e+03 -2.6642211700e+03
8.8888888889e-02 -2.7777784469e+03 -2.9076754438e+03 -2.6871712043e+03
8.9089089089e-02 -2.8016530802e+03 -2.9326838728e+03 -2.7102653810e+03
8.9289289289e-02 -2.8256775642e+03 -2.9578496597e+03 -2.7335042833e+03
8.9489489489e-02 -2.8498525061e+03 -2.9831734451e+03 -2.7568884952e+03
8.9689689690e-02 -2.8741785140e+03 -3.0086558709e+03 -2.7804186021e+03
8.9889889890e-02 -2.8986561973e+03 -3.0342975800e+03 -2.8040951904e+03
9.0090090090e-02 -2.9232861666e+03 -3.0600992169e+03 -2.8279188477e+03
9.0290290290e-02 -2.9480690336e+03 -3.0860614271e+03 -2.8518901627e+03
9.0490490490e-02 -2.9730054112e+03 -3.1121848575e+03 -2.8760097252e+03
9.0690690691e-02 -2.9980959136e+03 -3.1384701561e+03 -2.9002781261e+03
9.0890890891e-02 -3.0233411560e+03 -3.1649179723e+03 -2.9246959575e+03
9.1091091091e-02 -3.0487417548e+03 -3.1915289567e+03 -2.9492638126e+03
9.1291291291e-02 -3.0742983277e+03 -3.2183037612e+03 -2.9739822856e+03
9.1491491491e-02 -3.1000114935e+03 -3.2452430388e+03 -2.9988519722e+03
9.1691691692e-02 -3.1258818722e+03 -3.2723474440e+03 -3.0238734687e+03
9.1891891892e-02 -3.1519100849e+03 -3.2996176324e+03 -3.0490473730e+03
9.2092092092e-02 -3.1780967541e+03 -3.3270542607e+03 -3.0743742838e+03
9.2292292292e-02 -3.2044425031e+03 -3.3546579873e+03 -3.0998548011e+03
9.2492492492e-02 -3.2309479568e+03 -3.3824294713e+03 -3.1254895260e+03
9.2692692693e-02 -3.2576137410e+03 -3.4103693736e+03 -3.1512790607e+03
9.2892892893e-02 -3.2844404827e+03 -3.4384783559e+03 -3.1772240085e+03
9.3093093093e-02 -3.3114288102e+03 -3.4667570814e+03 -3.2033249738e+03
9.3293293293e-02 -3.3385793530e+03 -3.4952062146e+03 -3.2295825623e+03
9.3493493493e-02 -3.3658927415e+03 -3.5238264210e+03 -3.2559973807e+03
9.3693693694e-02 -3.3933696076e+03 -3.5526183676e+03 -3.2825700367e+03
9.3893893894e-02 -3.4210105842e+03 -3.5815827225e+03 -3.3093011394e+03
9.4094094094e-02 -3.4488163055e+03 -3.6107201551e+03 -3.3361912989e+03
9.4294294294e-02 -3.4767874067e+03 -3.6400313362e+03 -3.3632411263e+03
9.4494494494e-02 -3.5049245244e+03 -3.6695169376e+03 -3.3904512341e+03
9.4694694695e-02 -3.5332282961e+03 -3.6991776325e+03 -3.4178222356e+03
9.4894894895e-02 -3.5616993608e+03 -3.7290140954e+03 -3.4453547455e+03
9.5095095095e-02 -3.5903383584e+03 -3.7590270019e+03 -3.4730493794e+03
9.5295295295e-02 -3.6191459302e+03 -3.7892170290e+03 -3.5009067543e+03
9.5495495495e-02 -3.6481227186e+03 -3.8195848548e+03 -3.5289274882e+03
9.5695695696e-02 -3.6772693670e+03 -3.8501311589e+03 -3.5571122000e+03
9.5895895896e-02 -3.7065865202e+03 -3.8808566218e+03 -3.5854615101e+03
9.6096096096e-02 -3.7360748241e+03 -3.9117619257e+03 -3.6139760398e+03
9.6296296296e-02 -3.7657349259e+03 -3.9428477536e+03 -3.6426564115e+03
9.6496496496e-02 -3.7955674737e+03 -3.9741147901e+03 -3.6715032490e+03
9.6696696697e-02 -3.8255731171e+03 -4.0055637209e+03 -3.7005171768e+03
9.6896896897e-02 -3.8557525066e+03 -4.0371952329e+03 -3.7296988209e+03
9.7097097097e-02 -3.8861062940e+03 -4.0690100144e+03 -3.7590488083e+03
9.7297297297e-02 -3.9166351324e+03 -4.1010087548e+03 -3.7885677670e+03
9.7497497497e-02 -3.9473396759e+03 -4.1331921449e+03 -3.8182563264e+03
9.7697697698e-02 -3.9782205797e+03 -4.1655608767e+03 -3.8481151167e+03
9.7897897898e-02 -4.0092785006e+03 -4.1981156434e+03 -3.8781447695e+03
9.8098098098e-02 -4.0405140960e+03 -4.2308571396e+03 -3.9083459174e+03
9.8298298298e-02 -4.0719280250e+03 -4.2637860609e+03 -3.9387191940e+03
9.8498498498e-02 -4.1035209475e+03 -4.2969031044e+03 -3.9692652344e+03
9.8698698699e-02 -4.1352935247e+03 -4.3302089683e+03 -3.9999846745e+03
9.8898898899e-02 -4.1672464192e+03 -4.3637043522e+03 -4.0308781514e+03
9.9099099099e-02 -4.1993802944e+03 -4.3973899568e+03 -4.0619463034e+03
9.9299299299e-02 -4.2316958152e+03 -4.4312664842e+03 -4.0931897698e+03
9.9499499499e-02 -4.2641936474e+03 -4.4653346375e+03 -4.1246091911e+03
9.9699699700e-02 -4.2968744582e+03 -4.4995951215e+03 -4.1562052090e+03
9.9899899900e-02 -4.3297389159e+03 -4.5340486417e+03 -4.1879784663e+03
1.0010010010e-01 -4.3627876900e+03 -4.5686959054e+03 -4.2199296067e+03
1.0030030030e-01 -4.3960214510e+03 -4.6035376207e+03 -4.2520592754e+03
1.0050050050e-01 -4.4294408710e+03 -4.6385744972e+03 -4.2843681184e+03
1.0070070070e-01 -4.4630466227e+03 -4.6738072458e+03 -4.3168567831e+03
1.0090090090e-01 -4.4968393806e+03 -4.7092365784e+03 -4.3495259177e+03
1.0110110110e-01 -4.5308198198e+03 -4.7448632085e+03 -4.3823761718e+03
1.0130130130e-01 -4.5649886170e+03 -4.7806878504e+03 -4.4154081961e+03
1.0150150150e-01 -4.5993464499e+03 -4.8167112202e+03 -4.4486226424e+03
1.0170170170e-01 -4.6338939974e+03 -4.8529340348e+03 -4.4820201634e+03
1.0190190190e-01 -4.6686319395e+03 -4.8893570126e+03 -4.5156014133e+03
1.0210210210e-01 -4.7035609575e+03 -4.9259808731e+03 -4.5493670471e+03
1.0230230230e-01 -4.7386817339e+03 -4.9628063372e+03 -4.5833177212e+03
1.0250250250e-01 -4.7739949523e+03 -4.9998341270e+03 -4.6174540930e+03
1.0270270270e-01 -4.8095012975e+03 -5.0370649658e+03 -4.6517768209e+03
1.0290290290e-01 -4.8452014554e+03 -5.0744995782e+03 -4.6862865646e+03
1.0310310310e-01 -4.8810961132e+03 -5.1121386901e+03 -4.7209839850e+03
1.0330330330e-01 -4.9171859591e+03 -5.1499830286e+03 -4.7558697438e+03
1.0350350350e-01 -4.9534716829e+03 -5.1880333220e+03 -4.7909445042e+03
1.0370370370e-01 -4.9899539750e+03 -5.2262903000e+03 -4.8262089303e+03
1.0390390390e-01 -5.0266335274e+03 -5.2647546934e+03 -4.8616636874e+03
1.0410410410e-01 -5.0635110331e+03 -5.3034272343e+03 -4.8973094419e+03
1.0430430430e-01 -5.1005871863e+03 -5.3423086561e+03 -4.9331468613e+03
1.0450450450e-01 -5.1378626825e+03 -5.3813996935e+03 -4.9691766143e+03
1.0470470470e-01 -5.1753382181e+03 -5.4207010823e+03 -5.0053993706e+03
1.0490490490e-01 -5.2130144911e+03 -5.4602135597e+03 -5.0418158013e+03
1.0510510511e-01 -5.2508922002e+03 -5.4999378641e+03 -5.0784265783e+03
1.0530530531e-01 -5.2889720456e+03 -5.5398747350e+03 -5.1152323748e+03
1.0550550551e-01 -5.3272547286e+03 -5.5800249135e+03 -5.1522338651e+03
1.0570570571e-01 -5.3657409516e+03 -5.6203891417e+03 -5.1894317246e+03
1.0590590591e-01 -5.4044314184e+03 -5.6609681629e+03 -5.2268266299e+03
1.0610610611e-01 -5.4433268337e+03 -5.7017627219e+03 -5.2644192586e+03
1.0630630631e-01 -5.4824279035e+03 -5.7427735645e+03 -5.3022102896e+03
1.0650650651e-01 -5.5217353350e+03 -5.7840014380e+03 -5.3402004027e+03
1.0670670671e-01 -5.5612498366e+03 -5.8254470907e+03 -5.3783902791e+03
1.0690690691e-01 -5.6009721178e+03 -5.8671112724e+03 -5.4167806008e+03
1.0710710711e-01 -5.6409028893e+03 -5.9089947340e+03 -5.4553720513e+03
1.0730730731e-01 -5.6810428631e+03 -5.9510982276e+03 -5.4941653149e+03
1.0750750751e-01 -5.7213927521e+03 -5.9934225067e+03 -5.5331610773e+03
1.0770770771e-01 -5.7619532706e+03 -6.0359683261e+03 -5.5723600250e+03
1.0790790791e-01 -5.8027251342e+03 -6.0787364416e+03 -5.6117628459e+03
1.0810810811e-01 -5.8437090592e+03 -6.1217276104e+03 -5.6513702289e+03
1.0830830831e-01 -5.8849057637e+03 -6.1649425911e+03 -5.6911828642e+03
1.0850850851e-01 -5.9263159664e+03 -6.2083821433e+03 -5.7312014428e+03
1.0870870871e-01 -5.9679403876e+03 -6.2520470280e+03 -5.7714266572e+03
1.0890890891e-01 -6.0097797486e+03 -6.2959380074e+03 -5.8118592007e+03
1.0910910911e-01 -6.0518347719e+03 -6.3400558451e+03 -5.8524997679e+03
1.0930930931e-01 -6.0941061811e+03 -6.3844013056e+03 -5.8933490545e+03
1.0950950951e-01 -6.1365947012e+03 -6.4289751551e+03 -5.9344077574e+03
1.0970970971e-01 -6.1793010580e+03 -6.4737781608e+03 -5.9756765745e+03
1.0990990991e-01 -6.2222259790e+03 -6.5188110911e+03 -6.0171562049e+03
1.1011011011e-01 -6.2653701923e+03 -6.5640747157e+03 -6.0588473487e+03
1.1031031031e-01 -6.3087344277e+03 -6.6095698058e+03 -6.1007507074e+03
1.1051051051e-01 -6.3523194158e+03 -6.6552971335e+03 -6.1428669832e+03
1.1071071071e-01 -6.3961258886e+03 -6.7012574724e+03 -6.1851968800e+03
1.1091091091e-01 -6.4401545792e+03 -6.7474515972e+03 -6.2277411023e+03
1.1111111111e-01 -6.4844062219e+03 -6.7938802840e+03 -6.2705003559e+03
1.1131131131e-01 -6.5288815520e+03 -6.8405443099e+03 -6.3134753479e+03
1.1151151151e-01 -6.5735813063e+03 -6.8874444536e+03 -6.3566667863e+03
1.1171171171e-01 -6.6185062226e+03 -6.9345814949e+03 -6.4000753804e+03
1.1191191191e-01 -6.6636570399e+03 -6.9819562146e+03 -6.4437018405e+03
1.1211211211e-01 -6.7090344983e+03 -7.0295693953e+03 -6.4875468780e+03
1.1231231231e-01 -6.7546393392e+03 -7.0774218203e+03 -6.5316112055e+03
1.1251251251e-01 -6.8004723051e+03 -7.1255142744e+03 -6.5758955368e+03
1.1271271271e-01 -6.8465341398e+03 -7.1738475438e+03 -6.6204005868e+03
1.1291291291e-01 -6.8928255880e+03 -7.2224224158e+03 -6.6651270713e+03
1.1311311311e-01 -6.9393473959e+03 -7.2712396788e+03 -6.7100757074e+03
1.1331331331e-01 -6.9861003108e+03 -7.3203001228e+03 -6.7552472135e+03
1.1351351351e-01 -7.0330850810e+03 -7.3696045387e+03 -6.8006423089e+03
1.1371371371e-01 -7.0803024561e+03 -7.4191537189e+03 -6.8462617139e+03
1.1391391391e-01 -7.1277531869e+03 -7.4689484570e+03 -6.8921061503e+03
1.1411411411e-01 -7.1754380254e+03 -7.5189895478e+03 -6.9381763408e+03
1.1431431431e-01 -7.2233577247e+03 -7.5692777874e+03 -6.9844730092e+03
1.1451451451e-01 -7.2715130391e+03 -7.6198139731e+03 -7.0309968805e+03
1.1471471471e-01 -7.3199047241e+03 -7.6705989036e+03 -7.0777486809e+03
1.1491491491e-01 -7.3685335363e+03 -7.7216333785e+03 -7.1247291375e+03
1.1511511512e-01 -7.4174002337e+03 -7.7729181992e+03 -7.1719389787e+03
1.1531531532e-01 -7.4665055752e+03 -7.8244541679e+03 -7.2193789340e+03
1.1551551552e-01 -7.5158503211e+03 -7.8762420882e+03 -7.2670497340e+03
1.1571571572e-01 -7.5654352327e+03 -7.9282827650e+03 -7.3149521105e+03
1.1591591592e-01 -7.6152610725e+03 -7.9805770044e+03 -7.3630867964e+03
1.1611611612e-01 -7.6653286044e+03 -8.0331256138e+03 -7.4114545255e+03
1.1631631632e-01 -7.7156385932e+03 -8.0859294017e+03 -7.4600560332e+03
1.1651651652e-01 -7.7661918051e+03 -8.1389891782e+03 -7.5088920555e+03
1.1671671672e-01 -7.8169890072e+03 -8.1923057543e+03 -7.5579633299e+03
1.1691691692e-01 -7.8680309681e+03 -8.2458799424e+03 -7.6072705948e+03
1.1711711712e-01 -7.9193184574e+03 -8.2997125561e+03 -7.6568145900e+03
1.1731731732e-01 -7.9708522459e+03 -8.3538044104e+03 -7.7065960561e+03
1.1751751752e-01 -8.0226331055e+03 -8.4081563214e+03 -7.7566157351e+03
1.1771771772e-01 -8.0746618095e+03 -8.4627691065e+03 -7.8068743699e+03
1.1791791792e-01 -8.1269391322e+03 -8.5176435843e+03 -7.8573727046e+03
1.1811811812e-01 -8.1794658491e+03 -8.5727805748e+03 -7.9081114846e+03
1.1831831832e-01 -8.2322427368e+03 -8.6281808992e+03 -7.9590914562e+03
1.1851851852e-01 -8.2852705734e+03 -8.6838453798e+03 -8.0103133670e+03
1.1871871872e-01 -8.3385501377e+03 -8.7397748403e+03 -8.0617779655e+03
1.1891891892e-01 -8.3920822102e+03 -8.7959701057e+03 -8.1134860015e+03
1.1911911912e-01 -8.4458675721e+03 -8.8524320021e+03 -8.1654382259e+03
1.1931931932e-01 -8.4999070061e+03 -8.9091613571e+03 -8.2176353908e+03
1.1951951952e-01 -8.5542012959e+03 -8.9661589992e+03 -8.2700782493e+03
1.1971971972e-01 -8.6087512265e+03 -9.0234257584e+03 -8.3227675556e+03
1.1991991992e-01 -8.6635575840e+03 -9.0809624659e+03 -8.3757040652e+03
1.2012012012e-01 -8.7186211557e+03 -9.1387699543e+03 -8.4288885346e+03
1.2032032032e-01 -8.7739427301e+03 -9.1968490571e+03 -8.4823217214e+03
1.2052052052e-01 -8.8295230969e+03 -9.2552006093e+03 -8.5360043844e+03
1.2072072072e-01 -8.8853630468e+03 -9.3138254472e+03 -8.5899372834e+03
1.2092092092e-01 -8.9414633720e+03 -9.3727244083e+03 -8.6441211797e+03
1.2112112112e-01 -8.9978248655e+03 -9.4318983312e+03 -8.6985568352e+03
1.2132132132e-01 -9.0544483219e+03 -9.4913480560e+03 -8.7532450132e+03
1.2152152152e-01 -9.1113345365e+03 -9.5510744238e+03 -8.8081864783e+03
1.2172172172e-01 -9.1684843062e+03 -9.6110782771e+03 -8.8633819958e+03
1.2192192192e-01 -9.2258984289e+03 -9.6713604598e+03 -8.9188323326e+03
1.2212212212e-01 -9.2835777036e+03 -9.7319218168e+03 -8.9745382562e+03
1.2232232232e-01 -9.3415229306e+03 -9.7927631943e+03 -9.0305005358e+03
1.2252252252e-01 -9.3997349114e+03 -9.8538854399e+03 -9.0867199413e+03
1.2272272272e-01 -9.4582144485e+03 -9.9152894023e+03 -9.1431972438e+03
1.2292292292e-01 -9.5169623459e+03 -9.9769759315e+03 -9.1999332157e+03
1.2312312312e-01 -9.5759794083e+03 -1.0038945879e+04 -9.2569286305e+03
1.2332332332e-01 -9.6352664421e+03 -1.0101200097e+04 -9.3141842625e+03
1.2352352352e-01 -9.6948242545e+03 -1.0163739439e+04 -9.3717008876e+03
1.2372372372e-01 -9.7546536541e+03 -1.0226564761e+04 -9.4294792824e+03
1.2392392392e-01 -9.8147554505e+03 -1.0289676918e+04 -9.4875202250e+03
1.2412412412e-01 -9.8751304546e+03 -1.0353076769e+04 -9.5458244944e+03
1.2432432432e-01 -9.9357794785e+03 -1.0416765171e+04 -9.6043928708e+03
1.2452452452e-01 -9.9967033353e+03 -1.0480742986e+04 -9.6632261354e+03
1.2472472472e-01 -1.0057902840e+04 -1.0545011074e+04 -9.7223250707e+03
1.2492492492e-01 -1.0119378807e+04 -1.0609570298e+04 -9.7816904603e+03
1.2512512513e-01 -1.0181132054e+04 -1.0674421522e+04 -9.8413230888e+03
1.2532532533e-01 -1.0243163398e+04 -1.0739565610e+04 -9.9012237421e+03
1.2552552553e-01 -1.0305473660e+04 -1.0805003430e+04 -9.9613932070e+03
1.2572572573e-01 -1.0368063658e+04 -1.0870735848e+04 -1.0021832272e+04
1.2592592593e-01 -1.0430934215e+04 -1.0936763734e+04 -1.0082541725e+04
1.2612612613e-01 -1.0494086153e+04 -1.1003087957e+04 -1.0143522358e+04
1.2632632633e-01 -1.0557520297e+04 -1.1069709390e+04 -1.0204774962e+04
1.2652652653e-01 -1.0621237470e+04 -1.1136628903e+04 -1.0266300329e+04
1.2672672673e-01 -1.0685238500e+04 -1.1203847372e+04 -1.0328099252e+04
1.2692692693e-01 -1.0749524213e+04 -1.1271365672e+04 -1.0390172528e+04
1.2712712713e-01 -1.0814095438e+04 -1.1339184678e+04 -1.0452520951e+04
1.2732732733e-01 -1.0878953005e+04 -1.1407305269e+04 -1.0515145319e+04
1.2752752753e-01 -1.0944097745e+04 -1.1475728323e+04 -1.0578046431e+04
1.2772772773e-01 -1.1009530489e+04 -1.1544454720e+04 -1.0641225084e+04
1.2792792793e-01 -1.1075252072e+04 -1.1613485343e+04 -1.0704682080e+04
1.2812812813e-01 -1.1141263328e+04 -1.1682821072e+04 -1.0768418221e+04
1.2832832833e-01 -1.1207565091e+04 -1.1752462793e+04 -1.0832434308e+04
1.2852852853e-01 -1.1274158199e+04 -1.1822411390e+04 -1.0896731147e+04
1.2872872873e-01 -1.1341043491e+04 -1.1892667749e+04 -1.0961309541e+04
1.2892892893e-01 -1.1408221804e+04 -1.1963232759e+04 -1.1026170298e+04
1.2912912913e-01 -1.1475693979e+04 -1.2034107309e+04 -1.1091314223e+04
1.2932932933e-01 -1.1543460859e+04 -1.2105292287e+04 -1.1156742126e+04
1.2952952953e-01 -1.1611523285e+04 -1.2176788587e+04 -1.1222454816e+04
1.2972972973e-01 -1.1679882102e+04 -1.2248597100e+04 -1.1288453104e+04
1.2992992993e-01 -1.1748538154e+04 -1.2320718720e+04 -1.1354737801e+04
