# S_vals   V_full
2.0930930931e+00 9.4043334791e-04
2.0960960961e+00 9.5343038639e-04
2.0990990991e+00 9.6664589848e-04
2.1021021021e+00 9.8008141529e-04
2.1051051051e+00 9.9373847243e-04
2.1081081081e+00 1.0076186105e-03
2.1111111111e+00 1.0217233745e-03
2.1141141141e+00 1.0360543143e-03
2.1171171171e+00 1.0506129843e-03
2.1201201201e+00 1.0654009173e-03
2.1231231231e+00 1.0804195302e-03
2.1261261261e+00 1.0956705574e-03
2.1291291291e+00 1.1111555725e-03
2.1321321321e+00 1.1268761536e-03
2.1351351351e+00 1.1428338832e-03
2.1381381381e+00 1.1590303488e-03
2.1411411411e+00 1.1754671423e-03
2.1441441441e+00 1.1921458604e-03
2.1471471471e+00 1.2090680416e-03
2.1501501502e+00 1.2262351494e-03
2.1531531532e+00 1.2436489941e-03
2.1561561562e+00 1.2613111914e-03
2.1591591592e+00 1.2792233613e-03
2.1621621622e+00 1.2973871290e-03
2.1651651652e+00 1.3158041237e-03
2.1681681682e+00 1.3344758462e-03
2.1711711712e+00 1.3534038862e-03
2.1741741742e+00 1.3725900654e-03
2.1771771772e+00 1.3920360320e-03
2.1801801802e+00 1.4117434394e-03
2.1831831832e+00 1.4317113987e-03
2.1861861862e+00 1.4519422200e-03
2.1891891892e+00 1.4724393514e-03
2.1921921922e+00 1.4932045728e-03
2.1951951952e+00 1.5142395608e-03
2.1981981982e+00 1.5355459966e-03
2.2012012012e+00 1.5571253226e-03
2.2042042042e+00 1.5789793325e-03
2.2072072072e+00 1.6011098591e-03
2.2102102102e+00 1.6235186021e-03
2.2132132132e+00 1.6462072366e-03
2.2162162162e+00 1.6691771244e-03
2.2192192192e+00 1.6924303539e-03
2.2222222222e+00 1.7159686449e-03
2.2252252252e+00 1.7397937209e-03
2.2282282282e+00 1.7639069338e-03
2.2312312312e+00 1.7883103372e-03
2.2342342342e+00 1.8130057223e-03
2.2372372372e+00 1.8379948323e-03
2.2402402402e+00 1.8632789777e-03
2.2432432432e+00 1.8888603312e-03
2.2462462462e+00 1.9147406632e-03
2.2492492492e+00 1.9409215947e-03
2.2522522523e+00 1.9674047046e-03
2.2552552553e+00 1.9941920898e-03
2.2582582583e+00 2.0212855267e-03
2.2612612613e+00 2.0486863931e-03
2.2642642643e+00 2.0763967930e-03
2.2672672673e+00 2.1044185983e-03
2.2702702703e+00 2.1327533395e-03
2.2732732733e+00 2.1614028454e-03
2.2762762763e+00 2.1903691539e-03
2.2792792793e+00 2.2196538802e-03
2.2822822823e+00 2.2492587132e-03
2.2852852853e+00 2.2791857886e-03
2.2882882883e+00 2.3094367439e-03
2.2912912913e+00 2.3400132549e-03
2.2942942943e+00 2.3709174913e-03
2.2972972973e+00 2.4021510529e-03
2.3003003003e+00 2.4337149426e-03
2.3033033033e+00 2.4656103783e-03
2.3063063063e+00 2.4978405660e-03
2.3093093093e+00 2.5304075132e-03
2.3123123123e+00 2.5633132784e-03
2.3153153153e+00 2.5965592150e-03
2.3183183183e+00 2.6301476637e-03
2.3213213213e+00 2.6640803780e-03
2.3243243243e+00 2.6983590039e-03
2.3273273273e+00 2.7329858255e-03
2.3303303303e+00 2.7679623111e-03
2.3333333333e+00 2.8032906268e-03
2.3363363363e+00 2.8389726766e-03
2.3393393393e+00 2.8750100776e-03
2.3423423423e+00 2.9114051728e-03
2.3453453453e+00 2.9481593868e-03
2.3483483483e+00 2.9852750296e-03
2.3513513514e+00 3.0227538424e-03
2.3543543544e+00 3.0605977209e-03
2.3573573574e+00 3.0988088115e-03
2.3603603604e+00 3.1373886527e-03
2.3633633634e+00 3.1763396883e-03
2.3663663664e+00 3.2156633100e-03
2.3693693694e+00 3.2553619749e-03
2.3723723724e+00 3.2954372566e-03
2.3753753754e+00 3.3358913754e-03
2.3783783784e+00 3.3767261352e-03
2.3813813814e+00 3.4179435714e-03
2.3843843844e+00 3.4595456674e-03
2.3873873874e+00 3.5015343238e-03
2.3903903904e+00 3.5439116537e-03
2.3933933934e+00 3.5866794722e-03
2.3963963964e+00 3.6298399740e-03
2.3993993994e+00 3.6733949353e-03
2.4024024024e+00 3.7173465869e-03
2.4054054054e+00 3.7616967112e-03
2.4084084084e+00 3.8064475301e-03
2.4114114114e+00 3.8516008760e-03
2.4144144144e+00 3.8971566149e-03
2.4174174174e+00 3.9431188309e-03
2.4204204204e+00 3.9894897431e-03
2.4234234234e+00 4.0362714110e-03
2.4264264264e+00 4.0834657768e-03
2.4294294294e+00 4.1310750735e-03
2.4324324324e+00 4.1791010693e-03
2.4354354354e+00 4.2275462106e-03
2.4384384384e+00 4.2764120544e-03
2.4414414414e+00 4.3257011752e-03
2.4444444444e+00 4.3754152436e-03
2.4474474474e+00 4.4255566052e-03
2.4504504505e+00 4.4761272290e-03
2.4534534535e+00 4.5271291481e-03
2.4564564565e+00 4.5785646813e-03
2.4594594595e+00 4.6304355148e-03
2.4624624625e+00 4.6827441849e-03
2.4654654655e+00 4.7354924955e-03
2.4684684685e+00 4.7886826836e-03
2.4714714715e+00 4.8423169593e-03
2.4744744745e+00 4.8963971226e-03
2.4774774775e+00 4.9509256719e-03
2.4804804805e+00 5.0059044907e-03
2.4834834835e+00 5.0613357693e-03
2.4864864865e+00 5.1172218230e-03
2.4894894895e+00 5.1735644215e-03
2.4924924925e+00 5.2303660491e-03
2.4954954955e+00 5.2876288162e-03
2.4984984985e+00 5.3453546352e-03
2.5015015015e+00 5.4035459813e-03
2.5045045045e+00 5.4622048885e-03
2.5075075075e+00 5.5213334216e-03
2.5105105105e+00 5.5809339922e-03
2.5135135135e+00 5.6410086340e-03
2.5165165165e+00 5.7015594780e-03
2.5195195195e+00 5.7625879758e-03
2.5225225225e+00 5.8240940463e-03
2.5255255255e+00 5.8860828946e-03
2.5285285285e+00 5.9485569336e-03
2.5315315315e+00 6.0115183162e-03
2.5345345345e+00 6.0749690630e-03
2.5375375375e+00 6.1389116486e-03
2.5405405405e+00 6.2033482958e-03
2.5435435435e+00 6.2682809931e-03
2.5465465465e+00 6.3337121766e-03
2.5495495495e+00 6.3996441305e-03
2.5525525526e+00 6.4660790115e-03
2.5555555556e+00 6.5330189814e-03
2.5585585586e+00 6.6004664765e-03
2.5615615616e+00 6.6684237560e-03
2.5645645646e+00 6.7368929353e-03
2.5675675676e+00 6.8058763426e-03
2.5705705706e+00 6.8753763499e-03
2.5735735736e+00 6.9453952371e-03
2.5765765766e+00 7.0159351461e-03
2.5795795796e+00 7.0869984350e-03
2.5825825826e+00 7.1585874805e-03
2.5855855856e+00 7.2307045835e-03
2.5885885886e+00 7.3033519753e-03
2.5915915916e+00 7.3765319155e-03
2.5945945946e+00 7.4502468515e-03
2.5975975976e+00 7.5244991036e-03
2.6006006006e+00 7.5992909980e-03
2.6036036036e+00 7.6746247414e-03
2.6066066066e+00 7.7505027454e-03
2.6096096096e+00 7.8269274065e-03
2.6126126126e+00 7.9039010716e-03
2.6156156156e+00 7.9814260925e-03
2.6186186186e+00 8.0595047467e-03
2.6216216216e+00 8.1381394033e-03
2.6246246246e+00 8.2173301663e-03
2.6276276276e+00 8.2970817071e-03
2.6306306306e+00 8.3773964424e-03
2.6336336336e+00 8.4582767543e-03
2.6366366366e+00 8.5397249579e-03
2.6396396396e+00 8.6217434678e-03
2.6426426426e+00 8.7043347384e-03
2.6456456456e+00 8.7875011730e-03
2.6486486486e+00 8.8712451801e-03
2.6516516517e+00 8.9555691730e-03
2.6546546547e+00 9.0404755706e-03
2.6576576577e+00 9.1259667567e-03
2.6606606607e+00 9.2120451450e-03
2.6636636637e+00 9.2987132296e-03
2.6666666667e+00 9.3859734498e-03
2.6696696697e+00 9.4738282505e-03
2.6726726727e+00 9.5622800810e-03
2.6756756757e+00 9.6513313965e-03
2.6786786787e+00 9.7409846569e-03
2.6816816817e+00 9.8312423272e-03
2.6846846847e+00 9.9221068781e-03
2.6876876877e+00 1.0013580746e-02
2.6906906907e+00 1.0105666432e-02
2.6936936937e+00 1.0198366445e-02
2.6966966967e+00 1.0291683276e-02
2.6996996997e+00 1.0385619421e-02
2.7027027027e+00 1.0480177382e-02
2.7057057057e+00 1.0575359664e-02
2.7087087087e+00 1.0671168781e-02
2.7117117117e+00 1.0767607249e-02
2.7147147147e+00 1.0864677589e-02
2.7177177177e+00 1.0962382331e-02
2.7207207207e+00 1.1060723939e-02
2.7237237237e+00 1.1159702736e-02
2.7267267267e+00 1.1259323543e-02
2.7297297297e+00 1.1359588911e-02
2.7327327327e+00 1.1460501391e-02
2.7357357357e+00 1.1562063543e-02
2.7387387387e+00 1.1664277930e-02
2.7417417417e+00 1.1767147121e-02
2.7447447447e+00 1.1870673691e-02
2.7477477477e+00 1.1974860218e-02
2.7507507508e+00 1.2079709288e-02
2.7537537538e+00 1.2185223491e-02
2.7567567568e+00 1.2291405420e-02
2.7597597598e+00 1.2398257678e-02
2.7627627628e+00 1.2505782868e-02
2.7657657658e+00 1.2613983602e-02
2.7687687688e+00 1.2722862495e-02
2.7717717718e+00 1.2832422170e-02
2.7747747748e+00 1.2942665251e-02
2.7777777778e+00 1.3053594371e-02
2.7807807808e+00 1.3165212166e-02
2.7837837838e+00 1.3277521278e-02
2.7867867868e+00 1.3390524355e-02
2.7897897898e+00 1.3504224049e-02
2.7927927928e+00 1.3618623018e-02
2.7957957958e+00 1.3733723925e-02
2.7987987988e+00 1.3849529407e-02
2.8018018018e+00 1.3966042145e-02
2.8048048048e+00 1.4083264839e-02
2.8078078078e+00 1.4201200172e-02
2.8108108108e+00 1.4319850834e-02
2.8138138138e+00 1.4439219520e-02
2.8168168168e+00 1.4559308032e-02
2.8198198198e+00 1.4680116969e-02
2.8228228228e+00 1.4801652040e-02
2.8258258258e+00 1.4923915960e-02
2.8288288288e+00 1.5046911386e-02
2.8318318318e+00 1.5170641094e-02
2.8348348348e+00 1.5295107828e-02
2.8378378378e+00 1.5420314323e-02
2.8408408408e+00 1.5546263321e-02
2.8438438438e+00 1.5672957569e-02
2.8468468468e+00 1.5800399819e-02
2.8498498498e+00 1.5928592768e-02
2.8528528529e+00 1.6057539210e-02
2.8558558559e+00 1.6187241940e-02
2.8588588589e+00 1.6317703732e-02
2.8618618619e+00 1.6448927366e-02
2.8648648649e+00 1.6580915625e-02
2.8678678679e+00 1.6713671222e-02
2.8708708709e+00 1.6847196999e-02
2.8738738739e+00 1.6981495784e-02
2.8768768769e+00 1.7116570380e-02
2.8798798799e+00 1.7252423598e-02
2.8828828829e+00 1.7389058193e-02
2.8858858859e+00 1.7526476996e-02
2.8888888889e+00 1.7664682881e-02
2.8918918919e+00 1.7803678682e-02
2.8948948949e+00 1.7943467234e-02
2.8978978979e+00 1.8084051275e-02
2.9009009009e+00 1.8225433742e-02
2.9039039039e+00 1.8367617502e-02
2.9069069069e+00 1.8510605412e-02
2.9099099099e+00 1.8654399171e-02
2.9129129129e+00 1.8799001558e-02
2.9159159159e+00 1.8944416698e-02
2.9189189189e+00 1.9090647471e-02
2.9219219219e+00 1.9237696677e-02
2.9249249249e+00 1.9385567241e-02
2.9279279279e+00 1.9534262106e-02
2.9309309309e+00 1.9683784173e-02
2.9339339339e+00 1.9834136220e-02
2.9369369369e+00 1.9985321275e-02
2.9399399399e+00 2.0137342265e-02
2.9429429429e+00 2.0290202053e-02
2.9459459459e+00 2.0443903539e-02
2.9489489489e+00 2.0598449741e-02
2.9519519520e+00 2.0753843586e-02
2.9549549550e+00 2.0910087889e-02
2.9579579580e+00 2.1067185738e-02
2.9609609610e+00 2.1270902352e-02
2.9639639640e+00 2.1383953756e-02
2.9669669670e+00 2.1543629830e-02
2.9699699700e+00 2.1704171297e-02
2.9729729730e+00 2.1865581000e-02
2.9759759760e+00 2.2027862025e-02
2.9789789790e+00 2.2191017383e-02
2.9819819820e+00 2.2355049923e-02
2.9849849850e+00 2.2519962768e-02
2.9879879880e+00 2.2685758924e-02
2.9909909910e+00 2.2852441259e-02
2.9939939940e+00 2.3020012938e-02
2.9969969970e+00 2.3188476922e-02
3.0000000000e+00 2.3357834669e-02
